player,Linkname,Link,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,Snaps,IsTransfer,X2023School,DraftYear
Janari Dean,Janari-Dean,https://premium.pff.com/api/v1/players?league=ncaa&id=124164,124164,HB,SO MISS,10,60,5,2,16.3,31,0,190,0,1,5,117,17.7,3,14,296,0,29,83.5,63.5,81.4,,18.3,57.9,68.7,43.5,16,0,35,6,61,101,0,0,7,66,3,190,117,1.95,3.2,0.57,31,177,0,Southern Mississippi,2024
Deon Silas,Deon-Silas,https://premium.pff.com/api/v1/players?league=ncaa&id=144540,144540,HB,IOWA STATE,11,60,10,4,42.1,114,0,271,1,0,10,174,42,8,13,193,1,8,64.2,66,81.6,,15.5,52.2,73.2,59.7,38,0,38,9,91,67,0,0,12,69,3,271,174,2.9,4.5,0.42,52,182,2,Rhode Island,2025
Tre Siggers,Tre-Siggers,https://premium.pff.com/api/v1/players?league=ncaa&id=57347,57347,HB,SMU,4,60,6,0,0,0,1,229,2,1,6,141,25.3,6,16,287,3,10,28.4,60.7,11.4,,62,46.1,63.6,72.3,13,2,22,5,80,64,0,0,8,65,4,229,141,2.35,3.8,0.28,49,184,2,Incarnate Word,2024
Stetson Bennett,Stetson-Bennett,https://premium.pff.com/api/v1/players?league=ncaa&id=60387,60387,QB,GEORGIA,15,47,3,4,46.5,118,1,178,0,0,2,30,2.7,9,20,173,7,8,47.5,90.2,83.4,89.1,,57,66.1,60,64,3,0,0,0,480,76,12,0,47,10,254,41,0.69,4.3,,11,980,0,Georgia,2023
DeCarlos Brooks,DeCarlos-Brooks,https://premium.pff.com/api/v1/players?league=ncaa&id=70933,70933,HB,CAL,12,59,24,2,17.2,43,0,250,0,1,24,221,139.8,6,13,130,0,28,83.7,77.8,82.5,,40.2,53.4,85.8,66.1,24,0,18,8,94,65,0,0,14,67,1,250,221,3.75,4.2,0.19,29,191,2,Arizona State,2024
Trevion Cooley,Trevion-Cooley,https://premium.pff.com/api/v1/players?league=ncaa&id=144150,144150,HB,LOUISVILLE,6,59,13,5,34.5,96,0,278,1,3,13,151,60.2,9,16,210,0,10,83.5,72.9,82.8,,24.6,64.9,75.7,64.9,26,0,66,9,48,73,0,0,12,68,2,278,151,2.56,4.7,1.38,49,153,2,Georgia Tech,2025
Johnathan Bennett,Johnathan-Bennett,https://premium.pff.com/api/v1/players?league=ncaa&id=104158,104158,QB,LIBERTY,12,24,8,1,5.2,15,0,56,0,0,2,47,16.3,14,17,206,9,10,34.3,58,63.6,59.6,,,53.4,60,23,2,0,0,0,226,234,35,0,24,2,290,122,2.07,4.9,,3,526,0,Liberty,2023
Al-Jay Henderson,Al-Jay-Henderson,https://premium.pff.com/api/v1/players?league=ncaa&id=145676,145676,HB,BUFFALO,10,59,5,4,49.5,149,0,301,1,0,5,124,16.2,5,16,126,0,20,83.4,70,80.5,,50.5,65.6,70.3,60,84,0,45,6,56,76,0,0,8,65,3,301,124,2.1,5.1,0.8,39,156,0,Buffalo,2025
Braylon McReynolds,Braylon-McReynolds,https://premium.pff.com/api/v1/players?league=ncaa&id=157876,157876,HB,S ALABAMA,11,59,16,5,46.9,153,0,326,1,15,16,184,120.8,6,9,288,0,14,84.3,75.3,82.5,,39.7,83.3,71.6,79.6,64,0,226,21,66,63,0,0,23,80,0,326,184,3.12,5.5,3.42,45,158,0,South Alabama,2026
Holton Ahlers,Holton-Ahlers,https://premium.pff.com/api/v1/players?league=ncaa&id=77651,77651,QB,E CAROLINA,13,39,10,1,13.3,37,0,165,0,0,8,93,47.7,8,18,156,4,5,76.7,85.3,82,82.6,,87.9,67.8,60,37,1,14,1,1,370,114,20,1,40,6,279,134,2.27,4.7,14,9,913,0,East Carolina,2023
JuTahn McClain,JuTahn-McClain,https://premium.pff.com/api/v1/players?league=ncaa&id=124071,124071,HB,KENTUCKY,10,58,14,5,34.6,92,0,266,2,10,14,197,105.9,9,8,202,0,31,83.6,67.5,83.4,,48.1,62.1,72.7,50.4,28,0,112,19,120,77,0,0,26,77,0,266,197,3.4,4.6,0.93,27,259,0,Kentucky,2024
Mitch Leigber,Mitch-Leigber,https://premium.pff.com/api/v1/players?league=ncaa&id=146375,146375,HB,STANFORD,5,58,3,0,0,0,0,194,1,2,3,143,16.7,1,12,300,2,25,46.5,57.4,22.1,,8,49.9,65.4,56.1,10,1,124,16,133,72,0,0,18,74,2,194,143,2.47,3.3,0.93,28,230,0,Stanford,2025
Kavosiey Smoke,Kavosiey-Smoke,https://premium.pff.com/api/v1/players?league=ncaa&id=83691,83691,HB,KENTUCKY,7,58,9,3,22.8,60,0,263,1,0,9,168,42.7,8,13,202,2,28,44.2,69,82.3,,47.8,55.7,70.1,75.3,27,0,30,3,56,69,0,0,4,61,1,263,168,2.9,4.5,0.54,29,147,2,Colorado,2024
Dylan Sampson,Dylan-Sampson,https://premium.pff.com/api/v1/players?league=ncaa&id=163772,163772,HB,TENNESSEE,9,58,10,6,59,229,0,388,0,1,10,265,82.4,10,16,307,0,37,83.4,71.1,79.8,,29.8,60.3,73.9,48.1,80,0,24,3,32,67,0,0,3,61,6,388,265,4.57,6.7,0.75,21,129,0,Tennessee,2026
La'Darius Jefferson,La'Darius-Jefferson,https://premium.pff.com/api/v1/players?league=ncaa&id=83704,83704,HB,W MICHIGAN,7,57,16,2,14,33,0,236,1,0,16,157,71.1,5,17,347,0,15,83.4,73.7,80.8,,37.6,54.9,79.6,48.2,17,1,55,5,73,73,0,0,10,62,5,236,157,2.75,4.1,0.75,42,172,0,Western Michigan,2023
Jayden de Laura,Jayden-de-Laura,https://premium.pff.com/api/v1/players?league=ncaa&id=131928,131928,QB,ARIZONA,12,19,10,0,0,0,0,-2,0,0,1,10,2.6,18,24,109,13,3,27.6,76.3,55.4,73.7,,72.3,69,60.3,34,6,11,1,4,286,333,38,1,20,4,331,109,1.91,5.8,2.75,5,818,0,Arizona,2025
Sean Clifford,Sean-Clifford,https://premium.pff.com/api/v1/players?league=ncaa&id=51708,51708,QB,PENN STATE,13,34,7,2,29.1,77,0,133,0,0,3,35,8.6,9,16,266,2,9,67.6,81.3,89,80.1,,80.7,62.1,60,62,0,24,2,2,356,132,23,2,36,5,265,90,1.58,4.6,12,9,774,0,Penn State,2023
Omni Wells,Omni-Wells,https://premium.pff.com/api/v1/players?league=ncaa&id=124190,124190,HB,S ALABAMA,13,57,7,2,26.4,64,0,242,1,2,7,173,38.5,6,9,288,0,16,83.6,68.6,82.9,,39.1,67.7,70.6,60,44,0,73,14,101,61,0,0,16,71,0,242,173,3.04,4.2,0.72,41,198,0,South Alabama,2023
Al-Shadee Salaam,Al-Shadee-Salaam,https://premium.pff.com/api/v1/players?league=ncaa&id=145129,145129,HB,RUTGERS,12,57,8,3,33.3,70,0,210,3,0,8,154,32.7,7,10,278,0,22,83.1,64.4,80.8,,20.7,40.7,71.1,61.5,25,0,23,9,54,78,0,0,13,66,2,210,154,2.7,3.7,0.43,35,146,0,Rutgers,2025
Gerry Bohanon,Gerry-Bohanon,https://premium.pff.com/api/v1/players?league=ncaa&id=77636,77636,QB,USF,7,47,17,6,40.4,164,0,361,0,0,15,148,100.5,14,28,327,2,26,59.9,81.4,68.4,74.2,,53.7,78,60,59,2,0,0,2,188,45,10,0,47,3,406,195,3.42,7.1,0,10,372,0,South Florida,2024
Taulia Tagovailoa,Taulia-Tagovailoa,https://premium.pff.com/api/v1/players?league=ncaa&id=97271,97271,QB,MARYLAND,12,32,8,0,0,0,0,82,0,0,2,35,6.8,7,17,215,3,13,62.6,79.9,80.5,78.5,,,64.3,60.2,26,2,0,0,0,302,193,25,0,32,4,275,168,2.95,4.8,,7,777,0,Maryland,2024
Kaidon Salter,Kaidon-Salter,https://premium.pff.com/api/v1/players?league=ncaa&id=132046,132046,QB,LIBERTY,8,33,25,5,34.2,130,0,209,0,0,14,126,162,14,17,206,8,18,23.8,45.8,84,40.9,,50.2,62.1,60,43,0,0,0,1,120,171,23,0,33,2,380,254,4.54,6.8,0,9,327,0,Liberty,2025
Nasjzae Bryant,Nasjzae-Bryant,https://premium.pff.com/api/v1/players?league=ncaa&id=111818,111818,HB,HAWAII,10,56,16,2,25.3,62,0,245,0,0,16,187,90.6,4,20,180,0,22,83.1,76.8,79.9,54,66.5,64.3,77.5,58.2,43,0,15,3,45,60,0,0,3,59,3,245,187,3.34,4.4,0.33,34,128,0,Hawai'i,2023
Marcus Major,Marcus-Major,https://premium.pff.com/api/v1/players?league=ncaa&id=99488,99488,HB,OKLAHOMA,9,56,5,2,18.9,43,0,227,0,2,5,113,22.1,5,14,261,0,24,82.8,69.2,81.4,60.6,68.4,66.2,68.9,59.8,27,0,61,8,67,75,0,0,9,64,4,227,113,2.02,4.1,0.91,31,156,0,Oklahoma,2023
Michel Dukes,Michel-Dukes,https://premium.pff.com/api/v1/players?league=ncaa&id=99591,99591,HB,USF,11,56,8,2,24.5,47,0,192,0,0,8,127,28.8,3,14,327,1,24,83,68.2,82.7,,63,68.6,68,55.2,28,0,68,7,75,79,0,0,10,63,5,192,127,2.27,3.4,0.91,29,181,0,South Florida,2024
Jordan Ford,Jordan-Ford,https://premium.pff.com/api/v1/players?league=ncaa&id=144445,144445,HB,TULSA,8,56,9,3,33.3,96,0,288,1,3,9,187,65.7,5,9,320,0,31,83.1,63.5,80,,18.5,53,67.9,58.3,48,0,24,5,61,65,0,0,10,61,0,288,187,3.34,5.1,0.39,25,145,0,Tulsa,2024
ChaVon McEachern,ChaVon-McEachern,https://premium.pff.com/api/v1/players?league=ncaa&id=122190,122190,HB,CHARLOTTE,7,56,9,2,14.1,36,0,256,1,1,9,126,36.3,9,18,136,1,7,62.2,62.5,81,,11.9,49.9,68.6,76.9,20,0,40,6,95,66,0,0,9,62,1,256,126,2.25,4.6,0.42,49,184,0,Charlotte,2024
Patrick Smith,Patrick-Smith,https://premium.pff.com/api/v1/players?league=ncaa&id=146956,146956,HB,VANDERBILT,8,55,12,1,11.4,17,0,149,0,2,12,104,42,4,12,333,0,21,83,63.9,80.8,,42.1,70.6,64.3,51.3,17,1,41,8,63,74,0,0,9,63,1,149,104,1.89,2.7,0.65,34,162,0,Vanderbilt,2025
Demie Sumo-Karngbaye,Demie-Sumo-Karngbaye,https://premium.pff.com/api/v1/players?league=ncaa&id=144006,144006,HB,NC STATE,8,55,20,7,42.6,130,0,305,1,5,20,219,148.6,11,15,248,1,20,63.1,76.5,81,,64,66.5,78.7,49.4,24,0,148,12,65,70,0,0,15,67,3,305,219,3.98,5.5,2.28,32,149,1,#N/A,#N/A
Isaiah Johnson,Isaiah-Johnson,https://premium.pff.com/api/v1/players?league=ncaa&id=121892,121892,HB,N TEXAS,10,55,8,3,31.2,72,0,231,0,1,8,175,45.5,5,13,251,0,25,83.3,68.3,79.9,,67.7,75.4,65.7,68,28,0,44,8,52,64,0,0,9,63,3,231,175,3.18,4.2,0.85,29,136,0,North Texas,2025
Roydell Williams,Roydell-Williams,https://premium.pff.com/api/v1/players?league=ncaa&id=123939,123939,HB,ALABAMA,12,55,13,1,6.3,16,0,253,1,0,13,158,62.2,9,18,103,0,20,83.1,72.7,80,,27.3,50.4,78.3,47.3,16,0,37,5,62,62,0,0,8,60,4,253,158,2.87,4.6,0.6,35,135,0,Alabama,2024
Jalen Mayden,Jalen-Mayden,https://premium.pff.com/api/v1/players?league=ncaa&id=83520,83520,QB,S DIEGO ST,9,35,17,1,8.4,28,0,134,0,0,8,85,55.5,11,20,284,5,12,62.5,76.4,75.3,65.1,62.2,,88.5,60.1,32,1,0,0,0,237,201,20,0,35,3,335,145,2.64,6.1,,12,523,0,San Diego State,2024
Mike Hollins,Mike-Hollins,https://premium.pff.com/api/v1/players?league=ncaa&id=98628,98628,HB,VIRGINIA,9,55,10,4,27.9,64,0,229,0,4,10,155,64.7,6,13,335,1,9,64,67.7,83.7,,55.6,64.5,69.2,65.9,19,0,100,6,107,70,0,0,7,61,2,229,155,2.82,4.2,0.93,46,258,0,Virginia,2024
Shaadie Clayton,Shaadie-Clayton,https://premium.pff.com/api/v1/players?league=ncaa&id=131674,131674,HB,TULANE,13,55,7,9,55.9,190,0,340,0,3,7,218,63.9,10,18,319,0,25,83,70.1,81.3,,13.2,64,74.1,58.1,33,0,29,7,48,76,0,0,8,62,2,340,218,3.96,6.2,0.6,30,141,0,Tulane,2025
Johnny Richardson,Johnny-Richardson,https://premium.pff.com/api/v1/players?league=ncaa&id=123760,123760,HB,UCF,14,54,13,8,49.5,183,0,370,0,7,13,211,102.8,14,15,323,1,17,65.2,74.6,20.4,,37.8,79.5,70.8,56.5,50,1,122,22,84,98,0,0,28,76,0,370,211,3.91,6.9,1.45,21,194,0,UCF,2024
Xavier Brown,Xavier-Brown,https://premium.pff.com/api/v1/players?league=ncaa&id=156371,156371,HB,VIRGINIA,10,54,13,3,33.2,73,0,220,0,0,13,151,61.6,6,10,335,0,17,83,73,3.5,,59.6,55.2,76.9,61.5,38,1,21,5,59,70,0,0,6,59,1,220,151,2.8,4.1,0.36,36,150,0,Virginia,2026
CJ Stokes,CJ-Stokes,https://premium.pff.com/api/v1/players?league=ncaa&id=162827,162827,HB,MICHIGAN,10,54,6,6,38.3,103,0,269,1,0,6,143,28.9,9,14,222,1,41,60.3,71.5,79.6,,27.3,43,72.7,58.6,21,0,15,1,22,62,0,0,2,55,1,269,143,2.65,5,0.68,13,86,0,Michigan,2026
Jamal Johnson,Jamal-Johnson,https://premium.pff.com/api/v1/players?league=ncaa&id=145646,145646,HB,BOWL GREEN,10,54,13,3,26.1,65,0,249,2,0,13,139,56.7,6,9,122,1,39,61.5,59.6,82.1,,56.2,41.5,67.4,55.1,24,0,16,5,79,61,0,0,9,59,0,249,139,2.57,4.6,0.2,13,162,0,Bowling Green,2025
Trelon Smith,Trelon-Smith,https://premium.pff.com/api/v1/players?league=ncaa&id=57135,57135,HB,UTSA,7,54,11,1,10.5,20,0,190,1,2,11,101,43.4,6,15,331,1,13,60.9,64.3,0.3,,36.2,52.3,68.9,58.5,20,1,26,2,49,67,0,0,3,56,2,190,101,1.87,3.5,0.53,40,133,0,UT San Antonio,2023
Miles Kendrick,Miles-Kendrick,https://premium.pff.com/api/v1/players?league=ncaa&id=77673,77673,QB,NEW MEXICO,8,32,5,1,6.6,18,0,96,0,0,2,38,7.4,10,17,241,1,15,78.6,35.2,56.6,34,,56.7,51,60.4,26,2,0,0,1,203,176,22,0,32,3,272,136,2.52,5,0,7,410,0,New Mexico,2023
Daniyel Ngata,Daniyel-Ngata,https://premium.pff.com/api/v1/players?league=ncaa&id=131623,131623,HB,ARIZONA ST,11,54,15,3,25.7,70,0,272,0,1,15,164,77.1,6,14,110,0,24,83.7,69.2,6,,38.3,65.9,73.5,42.7,29,1,53,9,68,64,0,0,9,63,1,272,164,3.04,5,0.78,30,159,2,Washington,2024
Kevin Davis,Kevin-Davis,https://premium.pff.com/api/v1/players?league=ncaa&id=130517,130517,WR,MIAMI OH,13,54,7,4,36,105,1,292,4,8,7,109,43.3,10,16,221,0,29,83.5,64.5,83.6,,78.6,54.4,71.5,60.2,41,1,112,16,139,156,0,0,26,70,2,292,109,2.02,5.4,0.81,16,313,0,Miami (OH),2025
Tommy DeVito,Tommy-DeVito,https://premium.pff.com/api/v1/players?league=ncaa&id=60545,60545,QB,ILLINOIS,13,36,4,3,28,52,0,68,0,0,1,33,2.5,10,21,187,5,7,74.8,85.3,89.6,81.6,,53.3,71.5,60.1,18,0,4,0,2,443,118,18,0,36,6,186,76,1.41,3.4,2,4,890,0,Illinois,2023
Michael Allen,Michael-Allen,https://premium.pff.com/api/v1/players?league=ncaa&id=157405,157405,HB,NC STATE,7,53,11,3,25,67,0,268,0,1,11,161,57,10,12,248,0,14,82.6,75.9,5.1,,57.1,72.8,77.3,57.7,36,1,90,11,55,69,0,0,12,64,0,268,161,3.04,5.1,1.64,38,155,0,NC State,2026
Carter Bradley,Carter-Bradley,https://premium.pff.com/api/v1/players?league=ncaa&id=77685,77685,QB,S ALABAMA,13,23,8,0,0,0,0,1,0,0,3,16,9.1,7,11,288,4,3,74.8,75.7,60,76,,,59.1,60,18,5,0,0,0,429,177,30,0,23,1,178,94,1.77,3.4,,6,934,0,South Alabama,2023
Chase Brice,Chase-Brice,https://premium.pff.com/api/v1/players?league=ncaa&id=60363,60363,QB,APP STATE,12,23,5,0,0,0,0,26,0,0,0,28,0,4,16,108,4,11,51.7,74.8,80.8,75.2,,54.3,57.6,60.1,14,2,0,0,1,406,182,30,0,23,4,208,104,1.96,3.9,0,2,831,0,Appalachian State,2023
Emmanuel Michel,Emmanuel-Michel,https://premium.pff.com/api/v1/players?league=ncaa&id=145972,145972,FB,AIR FORCE,11,52,7,1,10.3,26,0,252,0,0,7,138,35.7,2,17,101,0,24,82.7,85,82.8,,80.3,59.9,81.6,58.8,26,0,0,0,1,90,0,0,0,52,2,252,138,2.65,4.8,0,0,99,0,Air Force,2023
Jaylon Armstead,Jaylon-Armstead,https://premium.pff.com/api/v1/players?league=ncaa&id=128290,128290,HB,S DIEGO ST,7,52,10,5,43.8,137,0,313,0,0,10,236,87.3,9,19,284,0,18,82.6,81.9,79.5,,20.6,55.1,81.6,58.3,61,0,0,0,10,59,0,0,0,52,2,313,236,4.54,6,0,34,81,0,San Diego State,2025
Courtney Reese,Courtney-Reese,https://premium.pff.com/api/v1/players?league=ncaa&id=101297,101297,HB,UNLV,12,52,7,5,57,211,0,370,2,2,7,217,56.1,9,15,325,0,27,65.3,79.9,81.9,,31.9,67.8,82.3,60,74,0,77,15,74,56,0,0,21,67,0,370,217,4.17,7.1,1.04,23,137,0,UNLV,2024
Ky Thomas,Ky-Thomas,https://premium.pff.com/api/v1/players?league=ncaa&id=129669,129669,HB,KANSAS,9,52,16,2,34.4,56,0,163,0,3,16,129,82.7,3,7,198,1,34,60.7,72.7,0,,74.9,73.6,72,55.9,40,1,39,5,39,68,0,0,5,57,2,163,129,2.48,3.1,1,18,136,2,Kent State,2024
Quinton Cooley,Quinton-Cooley,https://premium.pff.com/api/v1/players?league=ncaa&id=123380,123380,HB,WAKE,11,51,7,3,24,59,0,246,0,1,7,142,41.2,7,18,339,0,27,82.8,83.1,79.4,,56.7,68.1,84.1,51.5,24,0,25,3,41,60,0,0,3,54,3,246,142,2.78,4.8,0.61,24,136,2,Liberty,2025
Vincent Davis,Vincent-Davis,https://premium.pff.com/api/v1/players?league=ncaa&id=99593,99593,HB,PITTSBURGH,11,51,19,3,20.6,56,0,272,1,0,19,185,109.4,8,19,268,2,11,42.8,76.9,83,,15.7,74.7,77.2,55.9,21,1,106,12,61,78,0,0,15,63,1,272,185,3.63,5.3,1.74,39,152,2,UNLV,2023
Jacurri Brown,Jacurri-Brown,https://premium.pff.com/api/v1/players?league=ncaa&id=156344,156344,QB,MIAMI FL,8,40,17,5,38.4,109,0,209,0,0,16,114,111.2,10,16,220,0,31,79.3,72.4,80.6,49.5,,60.8,79.9,60,40,2,9,1,1,93,75,11,1,41,0,284,171,3.35,5.6,9,6,158,0,Miami,2026
Darvon Hubbard,Darvon-Hubbard,https://premium.pff.com/api/v1/players?league=ncaa&id=124320,124320,HB,TEMPLE,10,51,2,3,28.5,59,0,207,0,2,2,128,17,6,12,306,1,24,61.6,68.9,81,,35.2,67.4,68.4,76,21,0,32,8,63,70,0,0,12,59,2,207,128,2.51,4.1,0.51,27,148,0,Temple,2024
Bryce Williams,Bryce-Williams,https://premium.pff.com/api/v1/players?league=ncaa&id=83708,83708,HB,MINNESOTA,13,51,15,3,24.1,60,0,249,2,1,15,145,73.4,7,13,225,0,21,82.5,74.1,79.9,,55.6,61,77.2,59.8,22,0,91,11,67,58,0,0,13,62,3,249,145,2.84,4.9,1.36,30,146,0,Minnesota,2024
Cade Ballard,Cade-Ballard,https://premium.pff.com/api/v1/players?league=ncaa&id=102861,102861,QB,ARMY,9,49,14,2,21.1,42,0,191,0,0,13,110,59.6,6,10,114,3,4,63.4,55.3,81.1,44.5,,,65.6,60,21,0,0,0,0,129,8,2,0,49,1,199,116,2.27,3.9,,25,184,0,Army,2023
Chance Bell,Chance-Bell,https://premium.pff.com/api/v1/players?league=ncaa&id=57396,57396,HB,S DIEGO ST,10,51,8,3,27.1,55,1,203,1,1,8,133,41.9,6,11,284,1,26,59.9,63.7,82.3,,17.6,52.6,71.1,52.8,24,1,41,5,74,72,0,0,9,56,0,203,133,2.61,4,0.55,24,173,0,San Diego State,2023
Gavin Hardison,Gavin-Hardison,https://premium.pff.com/api/v1/players?league=ncaa&id=100827,100827,QB,UTEP,10,31,5,1,11.4,29,0,154,0,0,3,42,13.1,10,14,330,11,2,56.9,70.9,88.3,68.9,,,63.5,60,29,2,0,0,0,299,100,19,0,31,1,254,86,1.72,5.1,,14,679,0,UTEP,2024
Thaddius Franklin Jr.,Thaddius-Franklin-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=143940,143940,HB,MIAMI FL,8,50,12,2,21.1,44,0,209,2,0,12,142,62,4,18,220,0,37,82.3,70.4,81.1,,40.9,40.7,77.9,57.3,26,0,41,5,58,61,0,0,8,55,5,209,142,2.84,4.2,0.71,13,141,0,Miami,2025
Marion Lukes,Marion-Lukes,https://premium.pff.com/api/v1/players?league=ncaa&id=145697,145697,HB,C MICHIGAN,8,50,13,6,49.2,158,0,321,2,2,13,192,102.9,9,16,134,1,35,61.6,74.8,81.1,,62.2,50.8,78.4,58.5,39,0,85,6,37,68,0,0,9,56,3,321,192,3.84,6.4,2.3,13,129,0,Central Michigan,2025
Alex Broome,Alex-Broome,https://premium.pff.com/api/v1/players?league=ncaa&id=126959,126959,HB,BOSTON COL,10,50,9,5,49.3,110,0,223,1,6,9,128,50.5,6,10,121,0,32,82.4,69.2,82.2,,51.4,81,68,55.4,40,0,166,26,106,58,0,0,33,76,1,223,128,2.56,4.5,1.57,18,209,0,Boston College,2026
Jaylin Lucas,Jaylin-Lucas,https://premium.pff.com/api/v1/players?league=ncaa&id=156396,156396,HB,INDIANA,11,50,6,4,59.6,162,1,272,1,8,6,185,79.7,5,10,190,0,32,67.3,68.7,13.5,,9.4,74,71.2,53.9,71,2,81,15,90,66,0,0,19,65,2,272,185,3.7,5.4,0.9,14,179,0,Indiana,2026
Matt McDonald,Matt-McDonald,https://premium.pff.com/api/v1/players?league=ncaa&id=60350,60350,QB,BOWL GREEN,12,24,7,2,22.7,48,0,36,0,0,3,73,36.5,11,14,122,5,3,61.6,73.8,89,71.7,62.2,48.5,65.6,60.1,31,3,-2,1,3,279,162,24,2,25,1,211,145,3.02,4.4,-0.67,4,752,0,Bowling Green,2023
Uriah West,Uriah-West,https://premium.pff.com/api/v1/players?league=ncaa&id=109193,109193,HB,RICE,12,48,10,0,0,0,0,121,0,0,10,102,43.4,1,14,275,0,21,82.3,69.8,80,,24,55.3,71.7,68.4,10,0,7,1,23,69,0,0,1,49,3,121,102,2.13,2.5,0.3,25,112,0,Rice,2023
Eli Sanders,Eli-Sanders,https://premium.pff.com/api/v1/players?league=ncaa&id=144541,144541,HB,IOWA STATE,8,48,5,3,43.9,82,0,187,1,2,5,123,32.6,4,11,193,0,12,82.2,68,80.6,,69.9,65.3,67.6,59.1,43,0,51,7,49,54,0,0,9,55,0,187,123,2.56,3.9,1.04,35,114,0,Iowa State,2025
Clay Millen,Clay-Millen,https://premium.pff.com/api/v1/players?league=ncaa&id=146082,146082,QB,COLO STATE,10,4,10,0,0,0,1,-15,0,0,1,2,10,12,14,144,8,2,53,75.2,42.2,74.7,,85.7,64.2,60.1,20,5,16,1,2,193,327,44,1,5,0,312,150,3.13,6.5,8,0,545,0,Colorado State,2025
Ethan Payne,Ethan-Payne,https://premium.pff.com/api/v1/players?league=ncaa&id=145269,145269,HB,MARSHALL,12,48,12,3,35.5,87,0,245,0,0,12,135,59.2,5,14,214,0,14,81.9,71,81.7,,86.8,78,68,55.6,45,0,75,9,73,69,0,0,11,57,2,245,135,2.81,5.1,1.03,31,167,0,Marshall,2025
Nay'Quan Wright,Nay'Quan-Wright,https://premium.pff.com/api/v1/players?league=ncaa&id=98803,98803,HB,FLORIDA,7,48,4,0,0,0,0,188,0,1,4,85,18.1,2,9,163,1,11,57.6,60.5,82.2,,35.2,57.4,62.2,56.4,14,1,14,1,47,59,0,0,3,49,2,188,85,1.77,3.9,0.3,37,122,2,South Florida,2024
Taron Keith,Taron-Keith,https://premium.pff.com/api/v1/players?league=ncaa&id=130368,130368,HB,BOWL GREEN,12,47,12,4,42.1,82,1,195,2,18,12,128,100.9,7,13,122,1,28,68.3,73.8,44.7,,48.8,78.2,76.4,55.2,32,1,333,34,209,70,0,0,40,81,1,195,128,2.72,4.1,1.59,17,350,0,Bowling Green,2025
Jase Bauer,Jase-Bauer,https://premium.pff.com/api/v1/players?league=ncaa&id=145714,145714,QB,C MICHIGAN,6,30,6,3,31.8,113,0,258,0,0,6,108,72,11,18,134,2,9,46.8,63.4,49.6,58.6,,,65.9,60.1,60,1,0,0,0,59,97,17,0,30,4,355,151,3.21,7.6,,11,153,0,Central Michigan,2025
Rasheen Ali,Rasheen-Ali,https://premium.pff.com/api/v1/players?league=ncaa&id=121717,121717,HB,MARSHALL,3,47,12,4,37,101,0,273,0,0,12,212,110.5,10,15,214,0,5,81.9,83,79.4,,71.5,60.3,83.3,57.1,38,0,10,2,31,58,0,0,2,49,1,273,212,4.51,5.8,0.32,41,101,0,Marshall,2024
Brendan Sullivan,Brendan-Sullivan,https://premium.pff.com/api/v1/players?league=ncaa&id=145034,145034,QB,NWESTERN,5,24,12,2,18.6,30,0,65,0,0,4,36,25,5,13,256,4,3,36,58.9,83.1,61.7,,60,53.9,61.4,15,0,0,0,1,125,96,23,0,24,1,161,113,2.4,3.4,0,7,261,0,Northwestern,2025
Spencer Rattler,Spencer-Rattler,https://premium.pff.com/api/v1/players?league=ncaa&id=97408,97408,QB,S CAROLINA,13,10,8,0,0,0,0,5,0,0,2,4,7.3,3,12,289,8,1,36.3,64.3,80.9,64.2,,77.1,55.4,60.7,18,5,15,1,3,299,214,36,1,11,3,219,75,1.63,4.8,5,3,802,0,South Carolina,2024
Tanner Mordecai,Tanner-Mordecai,https://premium.pff.com/api/v1/players?league=ncaa&id=77656,77656,QB,SMU,12,21,1,2,33.9,75,0,71,0,0,0,15,0,5,12,287,8,1,44.9,77.8,89.5,80.5,62.2,54.3,44.4,60.1,60,1,0,0,1,356,150,25,0,21,2,221,67,1.46,4.8,0,14,871,2,Wisconsin,2023
Payton Thorne,Payton-Thorne,https://premium.pff.com/api/v1/players?league=ncaa&id=101629,101629,QB,MICH STATE,12,33,5,0,0,0,1,68,0,0,3,40,11,6,15,223,3,12,68.6,71.8,72,70.7,,54.3,61.7,60,21,4,0,0,1,313,106,13,0,33,1,174,121,2.63,3.8,0,10,774,1,#N/A,#N/A
Jaden Nixon,Jaden-Nixon,https://premium.pff.com/api/v1/players?league=ncaa&id=144652,144652,HB,OKLA STATE,13,46,14,2,39.8,72,0,181,1,4,14,140,81.8,4,10,262,0,4,65.2,68.7,83.3,60.4,50.1,69.4,73.1,48,51,0,189,21,138,70,0,0,25,67,0,181,140,3.04,3.9,1.37,42,254,0,Oklahoma State,2025
