player,Linkname,Link,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,Snaps,IsTransfer,X2023School,DraftYear
Logan Smothers,Logan-Smothers,https://premium.pff.com/api/v1/players?league=ncaa&id=129713,129713,QB,NEBRASKA,5,11,0,0,0,0,0,31,0,0,0,12,0,1,2,238,2,4,35.2,76.8,75.6,73.3,,,68.1,60,10,0,0,0,0,26,1,1,0,11,0,32,15,1.25,2.7,,2,50,1,#N/A,#N/A
Jayshon Jackson,Jayshon-Jackson,https://premium.pff.com/api/v1/players?league=ncaa&id=78041,78041,WR,BALL ST,12,12,1,3,58.7,61,0,104,5,13,1,23,30.5,5,5,117,0,0,85.6,72.4,88.2,,54.4,71.8,66.4,62.3,26,0,820,76,451,292,0,0,129,88,0,104,23,1.92,8.7,1.82,0,770,0,Ball State,2023
Landry Lyddy,Landry-Lyddy,https://premium.pff.com/api/v1/players?league=ncaa&id=156581,156581,QB,LA TECH,7,7,0,0,0,0,0,-5,0,0,0,3,0,1,3,208,2,1,46.2,54.8,83,55.5,,,50,60.1,15,0,0,0,0,118,35,5,0,7,1,30,7,0.58,2.5,,0,267,0,Louisiana Tech,2026
Xavier Johnson,Xavier-Johnson,https://premium.pff.com/api/v1/players?league=ncaa&id=101641,101641,WR,OHIO STATE,13,12,8,2,61,89,0,146,1,3,8,69,253,2,3,260,0,1,76.4,65.5,27,,2.6,57.1,87.2,59.2,71,1,151,13,101,99,0,0,19,25,1,146,69,5.75,12.2,1.5,9,207,0,Ohio State,2023
Luke McCaffrey,Luke-McCaffrey,https://premium.pff.com/api/v1/players?league=ncaa&id=101634,101634,WR,RICE,11,12,4,4,64.2,95,1,148,6,14,4,84,180,7,8,275,0,5,57.7,76.3,0,,,76.6,81.2,50.1,37,4,723,58,321,196,0,0,88,70,1,148,84,7,12.3,2.25,0,541,0,Rice,2024
Jason Albritton,Jason-Albritton,https://premium.pff.com/api/v1/players?league=ncaa&id=156207,156207,HB,USF,5,12,7,1,25,18,0,72,0,0,7,70,340.3,3,5,327,0,6,74.3,80.9,73.6,,73.1,57,77.8,64.4,18,0,0,0,4,18,0,0,0,12,1,72,70,5.83,6,0,6,23,0,South Florida,2026
Kelley Joiner,Kelley-Joiner,https://premium.pff.com/api/v1/players?league=ncaa&id=101124,101124,HB,USF,4,12,2,0,0,0,0,44,0,1,2,27,35.5,1,3,327,2,5,17.8,53.2,77.2,,74.8,58.8,50.6,60,10,0,45,7,21,14,0,0,8,19,0,44,27,2.25,3.7,2.14,7,41,0,South Florida,2024
Matthew Downing,Matthew-Downing,https://premium.pff.com/api/v1/players?league=ncaa&id=82120,82120,QB,LA TECH,4,2,1,0,0,0,0,5,0,0,0,5,0,2,2,208,1,0,49.7,59.2,79.7,63.2,,,48.9,60,13,2,0,0,0,49,51,10,0,2,0,56,27,2.25,4.7,,2,133,0,Louisiana Tech,2023
Will Towns,Will-Towns,https://premium.pff.com/api/v1/players?league=ncaa&id=144212,144212,HB,WAKE,4,12,8,1,25.4,18,0,71,0,0,8,57,316.7,3,7,339,0,5,74.7,80.5,73.4,,32.4,55.5,82.1,59.5,18,0,0,0,8,16,0,0,0,12,0,71,57,4.75,5.9,0,7,29,0,Wake Forest,2025
Cross Patton,Cross-Patton,https://premium.pff.com/api/v1/players?league=ncaa&id=100588,100588,HB,NEVADA,7,12,2,0,0,0,0,43,1,0,2,26,33.3,1,1,239,1,2,26.2,53.5,75.1,,46.2,56.1,54.9,60,11,0,12,1,10,17,0,0,2,13,0,43,26,2.17,3.6,1.2,10,31,0,Nevada,2024
Mitch Griffis,Mitch-Griffis,https://premium.pff.com/api/v1/players?league=ncaa&id=123386,123386,QB,WAKE,6,7,0,0,0,0,0,6,0,0,0,2,0,0,0,339,2,1,26.3,71.6,78.7,77.9,,,50.8,60.1,9,0,0,0,0,51,28,6,0,7,0,34,11,0.85,2.6,,3,106,0,Wake Forest,2025
Chris Curry,Chris-Curry,https://premium.pff.com/api/v1/players?league=ncaa&id=83696,83696,HB,UTAH,3,12,3,1,29.6,24,0,81,0,0,3,63,131.3,3,6,328,0,5,74,82,75.2,,71.8,56.8,79.1,68.9,24,0,0,0,5,18,0,0,0,12,1,81,63,5.25,6.8,0,7,24,0,Utah,2024
Jalil Farooq,Jalil-Farooq,https://premium.pff.com/api/v1/players?league=ncaa&id=144623,144623,WR,OKLAHOMA,13,12,7,3,55.4,67,1,121,7,11,7,77,222.1,5,5,261,0,6,77.8,67.3,53.4,,,63.3,84.7,71.3,24,2,485,40,348,329,0,0,64,52,0,121,77,6.42,10.1,1.39,4,700,0,Oklahoma,2025
Arland Bruce IV,Arland-Bruce-IV,https://premium.pff.com/api/v1/players?league=ncaa&id=144849,144849,WR,IOWA,11,12,2,2,80.9,38,1,47,1,1,2,27,21.8,3,4,192,0,1,84.7,55.5,58,,68.1,52.8,68,63.4,23,1,191,19,252,183,0,0,35,31,1,47,27,2.25,3.9,0.76,1,445,2,Oklahoma State,2025
Aron Cruickshank,Aron-Cruickshank,https://premium.pff.com/api/v1/players?league=ncaa&id=84516,84516,WR,RUTGERS,12,12,1,3,72.1,93,1,129,1,7,1,28,35.2,4,3,278,1,2,72,67.6,57.8,60.6,54.1,67.2,66.1,60.6,42,2,377,41,262,174,0,0,61,53,1,129,28,2.33,10.8,1.44,0,451,0,Rutgers,2023
Jordan Johnson,Jordan-Johnson,https://premium.pff.com/api/v1/players?league=ncaa&id=146076,146076,HB,HAWAII,4,12,3,2,49.3,34,0,69,0,1,3,29,64.4,3,5,180,0,1,74.1,74.8,74.2,,74.8,79.8,69.9,59.7,18,0,38,3,14,14,0,0,3,15,0,69,29,2.42,5.8,2.71,11,31,0,Hawai'i,2025
Destin Wade,Destin-Wade,https://premium.pff.com/api/v1/players?league=ncaa&id=163784,163784,QB,KENTUCKY,1,6,4,1,33.9,19,0,29,0,0,2,16,88.9,1,2,202,2,5,24.2,32.9,76.3,29,,,59.2,60,19,0,0,0,0,18,27,6,0,6,0,56,40,3.33,4.7,,0,61,0,Kentucky,2026
Torry Locklin,Torry-Locklin,https://premium.pff.com/api/v1/players?league=ncaa&id=97792,97792,HB,KANSAS,13,12,2,0,0,0,1,32,0,0,2,25,20.8,1,2,198,1,7,30,64.6,0,,85.3,72.8,61.7,55.9,12,1,155,8,48,69,0,0,15,20,1,32,25,2.08,2.7,3.23,5,126,0,Kansas,2023
Zay Flowers,Zay-Flowers,https://premium.pff.com/api/v1/players?league=ncaa&id=97268,97268,WR,BOSTON COL,12,10,2,0,0,0,0,19,9,15,2,20,38.6,1,3,121,2,2,56,75.5,72.1,58,,76.1,58.7,65.8,22,1,1077,78,485,213,22,2,124,88,0,41,27,2.25,3.4,2.22,1,719,0,Boston College,2023
Wesley Kommer,Wesley-Kommer,https://premium.pff.com/api/v1/players?league=ncaa&id=128235,128235,HB,NEVADA,8,11,2,0,0,0,0,30,0,1,2,23,48.3,0,2,239,1,4,26,59.3,76.4,,71.7,58.1,58.6,59.4,9,0,11,2,20,16,0,0,2,13,0,30,23,2.09,2.7,0.55,7,47,0,Nevada,2024
Isaiah Phillips,Isaiah-Phillips,https://premium.pff.com/api/v1/players?league=ncaa&id=83695,83695,HB,LA MONROE,4,11,2,0,0,0,0,36,0,0,2,27,44.6,0,0,209,0,6,74.1,59.2,73.8,,32.8,56.1,61.4,58.8,6,0,0,0,6,14,0,0,0,11,0,36,27,2.45,3.3,0,5,29,0,Louisiana Monroe,2024
De'Javion Stepney,De'Javion-Stepney,https://premium.pff.com/api/v1/players?league=ncaa&id=145727,145727,CB,C MICHIGAN,3,11,0,0,0,0,0,5,0,0,0,8,0,0,1,134,1,5,36.1,57.6,75.7,,75.2,55,58.3,59.3,5,0,2,1,14,15,0,0,2,12,1,5,8,0.73,0.5,0.14,6,32,0,Central Michigan,2025
Jordan McDonald,Jordan-McDonald,https://premium.pff.com/api/v1/players?league=ncaa&id=158449,158449,HB,UCF,2,11,2,0,0,0,0,43,0,0,2,28,46.3,0,3,323,0,4,73.5,68.7,72.3,,,60,67.6,58.6,9,0,0,0,1,16,0,0,0,11,1,43,28,2.55,3.9,0,7,17,0,UCF,2026
Jarel Dickson,Jarel-Dickson,https://premium.pff.com/api/v1/players?league=ncaa&id=147310,147310,FB,ARMY,5,11,0,0,0,0,0,40,0,0,0,17,0,0,2,114,0,7,73.5,60.7,78.9,,79.9,60,57.6,64.3,7,0,0,0,1,31,0,0,0,11,0,40,17,1.55,3.6,0,0,39,0,Army,2025
Jarret Doege,Jarret-Doege,https://premium.pff.com/api/v1/players?league=ncaa&id=60353,60353,QB,TROY,7,7,0,0,0,0,1,-18,1,0,0,2,0,1,0,318,1,3,52.3,72.6,50.9,76.6,,,50.2,60.1,10,1,0,0,0,89,11,4,0,7,0,-7,26,2.36,-0.6,,0,173,0,Troy,2024
Bryson Daily,Bryson-Daily,https://premium.pff.com/api/v1/players?league=ncaa&id=147303,147303,QB,ARMY,4,11,1,2,67.4,118,0,175,0,0,1,28,23.1,4,5,114,1,1,26.1,94.5,73.7,74.7,,,90.4,60,64,0,0,0,0,24,0,0,0,11,2,175,28,2.55,15.9,,8,26,0,Army,2025
Maurice Bellan,Maurice-Bellan,https://premium.pff.com/api/v1/players?league=ncaa&id=102864,102864,HB,ARMY,10,11,2,0,0,0,0,75,0,0,2,42,69.4,2,3,114,0,2,74.6,62.6,80.1,,,52.5,70.7,58,12,0,0,0,23,156,0,0,1,11,0,75,42,3.82,6.8,0,1,180,0,Army,2023
Justin Williams-Thomas,Justin-Williams-Thomas,https://premium.pff.com/api/v1/players?league=ncaa&id=157610,157610,HB,TENNESSEE,3,11,0,0,0,0,0,37,0,0,0,22,0,0,3,307,0,8,73.5,59.3,73,,74.1,56.5,59.4,,8,0,0,0,7,11,0,0,0,11,0,37,22,2,3.4,0,3,20,2,California,2026
Derrick Davis Jr.,Derrick-Davis-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=146794,146794,S,LSU,2,11,2,1,28.1,16,0,57,0,0,2,28,46.3,2,3,211,0,6,73.5,67.2,72,,70,57.5,66.4,60,16,0,0,0,3,13,0,0,0,11,1,57,28,2.55,5.2,0,5,17,2,Pittsburgh,2025
Mikey Keene,Mikey-Keene,https://premium.pff.com/api/v1/players?league=ncaa&id=70961,70961,QB,UCF,4,9,0,0,0,0,0,-5,0,0,0,1,0,1,2,323,3,3,25.9,73.8,81.6,81.8,,59.3,38.3,60.6,10,0,0,0,1,100,15,2,0,9,0,10,1,0.09,0.9,0,5,192,2,Fresno State,2025
Antoine Lane,Antoine-Lane,https://premium.pff.com/api/v1/players?league=ncaa&id=155989,155989,HB,GA STATE,3,11,2,1,39.6,21,0,53,0,0,2,25,41.3,2,4,175,0,1,73.5,72.6,73.7,,,,70.2,60.2,21,0,0,0,0,19,0,0,0,11,0,53,25,2.27,4.8,,10,19,0,Georgia State,2023
Byron Cardwell,Byron-Cardwell,https://premium.pff.com/api/v1/players?league=ncaa&id=86353,86353,HB,OREGON,2,11,3,1,21.1,16,0,76,0,0,3,44,80,3,6,264,0,7,73.9,77,73.8,,,65.8,78,,16,0,34,4,16,11,0,0,4,15,1,76,44,4,6.9,2.13,4,#N/A,2,California,2025
Zamar Wise,Zamar-Wise,https://premium.pff.com/api/v1/players?league=ncaa&id=128106,128106,QB,UMASS,4,10,3,1,37.5,15,0,38,0,0,3,31,77.5,1,2,216,0,8,72.7,53.2,76.2,43.3,,60.2,64.1,60.2,15,0,7,2,4,21,2,1,2,12,0,40,33,3,3.6,1.75,1,42,0,UMass,2025
Emeka Egbuka,Emeka-Egbuka,https://premium.pff.com/api/v1/players?league=ncaa&id=145055,145055,WR,OHIO STATE,13,11,9,3,66.7,58,0,87,5,7,9,57,97.5,3,4,260,0,1,86,82.9,87.6,,,83.7,76,52.5,27,1,1151,74,386,303,0,0,106,85,2,87,57,5.18,7.9,2.98,4,710,0,Ohio State,2025
Zac Larrier,Zac-Larrier,https://premium.pff.com/api/v1/players?league=ncaa&id=104193,104193,QB,AIR FORCE,6,11,3,2,69.8,44,0,63,1,0,3,39,88.6,3,4,101,0,3,73.1,68.3,74.6,,,59.5,69.1,57,28,0,37,1,6,24,0,0,2,12,0,63,39,3.55,5.7,6.17,6,30,0,Air Force,2024
A.J. Gates,A.J.-Gates,https://premium.pff.com/api/v1/players?league=ncaa&id=145444,145444,HB,UAB,5,11,2,0,0,0,0,13,0,0,2,16,26.4,0,1,321,0,2,73.5,62.8,75,,74.3,58.2,62.2,60,6,0,0,0,3,14,0,0,0,11,0,13,16,1.45,1.2,0,8,20,0,UAB,2023
Aaron Young,Aaron-Young,https://premium.pff.com/api/v1/players?league=ncaa&id=97161,97161,HB,RUTGERS,3,11,3,0,0,0,0,38,0,0,3,29,65.9,1,1,278,0,5,73.6,69.9,73,,71.8,72,67.5,60,14,0,18,1,6,12,0,0,1,12,0,38,29,2.64,3.5,3,6,20,0,Rutgers,2024
Julian Ross,Julian-Ross,https://premium.pff.com/api/v1/players?league=ncaa&id=57363,57363,HB,OHIO,5,11,3,1,31.6,18,0,57,0,0,3,43,106.6,2,2,259,1,9,24.7,55.3,0,,78.3,57.8,58.3,60,18,1,0,0,3,13,0,0,0,11,0,57,43,3.91,5.2,0,2,19,0,Ohio,2023
Hudson Card,Hudson-Card,https://premium.pff.com/api/v1/players?league=ncaa&id=123109,123109,QB,TEXAS,7,3,2,0,0,0,0,-2,0,0,0,0,0,4,5,311,1,1,57.8,70.1,83.5,67.8,,54.3,66.8,61.1,32,2,0,0,1,135,118,8,0,3,0,116,28,2.55,10.5,0,0,272,2,Purdue,2025
Preston Stone,Preston-Stone,https://premium.pff.com/api/v1/players?league=ncaa&id=124716,124716,QB,SMU,6,9,0,0,0,0,0,69,0,0,0,17,0,3,5,287,0,0,72.9,72.3,78.7,65.9,,,73.5,60,14,0,0,0,0,50,11,2,0,9,2,80,17,1.55,7.3,,8,106,0,SMU,2025
Dakereon Joyner,Dakereon-Joyner,https://premium.pff.com/api/v1/players?league=ncaa&id=83554,83554,WR,S CAROLINA,12,11,1,0,0,0,0,57,0,1,1,28,26.8,2,6,289,0,9,74.3,63.5,24.6,76.7,,58.2,71.6,54.4,13,1,120,8,87,61,0,0,9,19,2,57,28,2.55,5.2,1.38,2,155,0,South Carolina,2023
Jonathan Brady,Jonathan-Brady,https://premium.pff.com/api/v1/players?league=ncaa&id=156940,156940,WR,NEW MEX ST,13,10,0,2,83.9,73,0,87,2,3,0,16,14.1,3,2,242,0,5,77,65.2,84.5,,61.9,65.5,65.3,50.7,37,0,304,24,212,165,0,0,39,34,0,87,16,1.6,8.7,1.43,3,397,0,New Mexico State,2026
O'Maury Samuels,O'Maury-Samuels,https://premium.pff.com/api/v1/players?league=ncaa&id=57296,57296,HB,NEW MEX ST,4,10,3,1,41.4,36,0,87,0,0,3,52,156,3,4,242,0,3,73.1,75.6,73.8,,0.2,56.8,77.2,60,36,0,0,0,4,14,0,0,0,10,0,87,52,5.2,8.7,0,7,19,0,New Mexico State,2023
Jaylon Bester,Jaylon-Bester,https://premium.pff.com/api/v1/players?league=ncaa&id=61430,61430,HB,MIAMI OH,2,10,6,0,0,0,0,17,0,0,6,18,108,1,1,221,2,5,11.6,36.6,75.4,,7.7,54.4,41.3,60,11,0,0,0,13,12,0,0,0,10,0,17,18,1.8,1.7,0,5,30,0,Miami (OH),2023
Lorenzo Lingard,Lorenzo-Lingard,https://premium.pff.com/api/v1/players?league=ncaa&id=77779,77779,HB,FLORIDA,8,10,3,1,26.7,20,0,75,0,1,3,34,113.3,3,2,163,0,2,73.2,72.3,78,,20.7,67.5,76,60,20,0,22,2,13,20,0,0,2,12,1,75,34,3.4,7.5,1.69,8,42,2,Akron,2024
Brayden Willis,Brayden-Willis,https://premium.pff.com/api/v1/players?league=ncaa&id=77917,77917,TE,OKLAHOMA,13,10,1,0,0,0,0,26,3,15,1,21,68.6,0,1,261,1,9,49.7,71.7,77.2,72.6,81.3,63.6,62.2,80.3,6,2,503,39,367,391,0,0,59,49,0,26,21,2.1,2.6,1.37,1,809,0,Oklahoma,2023
Kenyon Sims,Kenyon-Sims,https://premium.pff.com/api/v1/players?league=ncaa&id=83679,83679,HB,S JOSE ST,8,10,2,0,0,0,0,52,0,0,2,32,64,1,3,285,0,6,73.1,76.2,74.8,,66.9,55.3,76.8,60,13,0,0,0,8,14,0,0,0,10,0,52,32,3.2,5.2,0,4,32,0,San José State,2024
Ronnie Walker Jr.,Ronnie-Walker-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=83681,83681,HB,VIRGINIA,3,10,0,0,0,0,0,40,0,0,0,14,0,0,6,335,0,2,73.1,70.7,72.8,,46.9,55.8,71.6,60,8,0,0,0,8,12,0,0,0,10,1,40,14,1.4,4,0,8,24,0,Virginia,2025
Jalen Mitchell,Jalen-Mitchell,https://premium.pff.com/api/v1/players?league=ncaa&id=97173,97173,HB,LOUISVILLE,5,10,2,1,50,24,0,48,1,0,2,35,70,1,2,210,0,0,73.3,62.8,77.4,,25,33,75,58.3,24,0,0,0,18,17,0,0,1,10,0,48,35,3.5,4.8,0,10,46,2,Connecticut,2024
Levi Williams,Levi-Williams,https://premium.pff.com/api/v1/players?league=ncaa&id=98365,98365,QB,UTAH ST,6,10,3,1,49,25,0,51,1,0,3,20,60,2,4,329,1,7,30,48.9,75.6,42.9,62.2,33.6,67,60,25,0,0,0,1,26,0,0,1,10,0,51,20,2,5.1,0,2,47,0,Utah State,2025
D'Wan Mathis,D'Wan-Mathis,https://premium.pff.com/api/v1/players?league=ncaa&id=99130,99130,WR,TEMPLE,9,8,0,0,0,0,0,11,0,0,0,13,0,2,2,306,4,3,13.9,41.1,27.3,54.5,,57.4,25.1,61.4,13,2,44,6,40,53,15,2,10,14,0,26,13,1.3,2.6,1.1,2,131,0,Temple,2024
Ryan Glover,Ryan-Glover,https://premium.pff.com/api/v1/players?league=ncaa&id=109047,109047,QB,MEMPHIS,4,9,2,2,70.5,43,0,52,0,0,2,43,106.2,2,2,218,1,5,72.1,80.3,74.7,58.9,,,78,60,28,0,0,0,0,31,9,1,0,9,0,61,43,4.3,6.1,,1,39,0,Memphis,2023
Nate Hope II,Nate-Hope-II,https://premium.pff.com/api/v1/players?league=ncaa&id=110014,110014,HB,COAST CAR,3,10,1,0,0,0,0,43,0,0,1,18,18,1,4,141,0,7,73.1,74.7,77.4,,67.7,55.2,76.4,60.2,11,0,0,0,10,26,0,0,0,10,1,43,18,1.8,4.3,0,3,37,0,Coastal Carolina,2023
Chandler Morris,Chandler-Morris,https://premium.pff.com/api/v1/players?league=ncaa&id=122938,122938,QB,TCU,4,8,2,1,75,15,0,12,0,0,2,0,0,1,1,305,1,1,71.5,63.2,21.9,72.3,,,50.2,60,15,2,0,0,0,31,8,2,0,8,0,20,1,0.1,2,,3,61,0,TCU,2025
Brendon Lewis,Brendon-Lewis,https://premium.pff.com/api/v1/players?league=ncaa&id=131687,131687,QB,COLORADO,2,4,2,0,0,0,0,7,0,0,0,2,0,2,3,143,1,4,31.9,51.8,20.5,52,,,58.5,60,24,1,0,0,0,26,51,6,0,4,0,58,32,3.2,5.8,,0,59,2,Nevada,2025
Tavierre Dunlap,Tavierre-Dunlap,https://premium.pff.com/api/v1/players?league=ncaa&id=132720,132720,HB,MICHIGAN,10,10,1,1,30,15,0,50,0,1,1,30,54.5,1,3,222,0,4,73.6,65.2,77.3,,38.4,54.6,73.6,45.6,15,0,5,1,23,17,0,0,1,11,0,50,30,3,5,0.22,6,54,0,Michigan,2025
Jake Rubley,Jake-Rubley,https://premium.pff.com/api/v1/players?league=ncaa&id=144589,144589,QB,KANSAS ST,4,8,1,0,,0,0,-6,0,0,1,3,4.7,0,1,199,0,1,71.6,54.9,73.7,55.8,,,56.8,60,3,0,0,0,0,20,6,2,0,8,0,0,3,0.3,0,,1,29,0,Kansas State,2025
Sam Jackson,Sam-Jackson,https://premium.pff.com/api/v1/players?league=ncaa&id=144682,144682,QB,TCU,5,9,0,1,44.4,32,0,67,0,0,0,10,0,3,5,305,0,2,72.1,87.1,74.9,81.2,,,73.4,60.1,32,0,0,0,0,31,5,1,0,9,2,72,10,1,7.2,,5,39,2,California,2025
BK Jackson,BK-Jackson,https://premium.pff.com/api/v1/players?league=ncaa&id=145318,145318,HB,N TEXAS,5,10,2,0,0,0,0,52,0,0,2,33,66,1,4,251,0,6,73.5,72.5,73.1,,74.2,55.8,71.2,67.7,13,0,0,0,7,17,0,0,0,10,0,52,33,3.3,5.2,0,4,27,0,North Texas,2025
Patrick Wilk,Patrick-Wilk,https://premium.pff.com/api/v1/players?league=ncaa&id=146935,146935,HB,TENNESSEE,3,10,3,0,0,0,0,44,0,0,3,31,93,1,3,307,0,3,73.1,68.2,73.1,,73.9,58.6,67.2,59,11,0,0,0,2,13,0,0,0,10,0,44,31,3.1,4.4,0,7,17,0,Tennessee,2025
LJ Johnson Jr.,LJ-Johnson-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=147003,147003,HB,TEXAS A&M,6,10,0,0,0,0,0,39,0,0,0,16,0,2,6,312,0,0,73.1,65.1,0,,9.1,56.4,72.4,60,14,1,0,0,3,11,0,0,0,10,2,39,16,1.6,3.9,0,10,21,0,Texas A&M,2026
Qualon Farrar,Qualon-Farrar,https://premium.pff.com/api/v1/players?league=ncaa&id=156606,156606,HB,N TEXAS,4,10,4,1,38.8,19,0,49,0,0,4,43,156.4,1,2,251,1,9,23.6,63.2,72.8,,70,58.2,63.9,57.8,19,0,1,1,6,15,0,0,1,11,0,49,43,4.3,4.9,0.17,1,22,0,North Texas,2026
Martin Blake,Martin-Blake,https://premium.pff.com/api/v1/players?league=ncaa&id=158778,158778,FB,S DIEGO ST,11,10,1,0,0,0,0,36,0,0,1,24,21.8,0,1,284,0,2,73.1,49.7,0,,23,67.1,65.5,41.7,9,1,29,1,10,57,0,0,1,11,0,36,24,2.4,3.6,2.9,6,77,0,San Diego State,2026
TC Caffey,TC-Caffey,https://premium.pff.com/api/v1/players?league=ncaa&id=162862,162862,HB,OHIO STATE,2,10,4,1,74.2,49,0,66,0,0,4,63,252,1,1,260,0,1,73.1,73.2,72.4,,,58.6,71.4,60,49,0,0,0,2,13,0,0,0,10,1,66,63,6.3,6.6,0,9,15,0,Ohio State,2026
Taven Curry,Taven-Curry,https://premium.pff.com/api/v1/players?league=ncaa&id=163012,163012,HB,UAB,2,10,0,0,0,0,0,45,0,0,0,19,0,2,3,321,0,3,73.1,75.5,73.5,,,59.8,73,60,14,0,0,0,1,11,0,0,0,10,0,45,19,1.9,4.5,0,7,12,0,UAB,2026
Harold Fannin Jr.,Harold-Fannin-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=163104,163104,TE,BOWL GREEN,12,10,5,1,45.3,24,0,53,1,6,5,47,178.3,1,6,122,0,2,74.4,68.1,57,54.8,65.4,65.7,71.1,63,24,2,218,19,149,124,0,0,25,29,4,53,47,4.7,5.3,1.46,0,304,0,Bowling Green,2026
Keegan Holles,Keegan-Holles,https://premium.pff.com/api/v1/players?league=ncaa&id=163325,163325,HB,COLO STATE,5,10,5,1,47.4,18,0,38,0,0,5,30,125,2,3,144,0,3,75.4,65.3,75.1,,13.1,59.5,68.6,,18,0,3,2,15,10,0,0,2,12,0,38,30,3,3.8,0.2,6,27,0,Colorado State,2026
Zack Martin,Zack-Martin,https://premium.pff.com/api/v1/players?league=ncaa&id=97190,97190,HB,LA MONROE,4,9,1,1,40.4,23,0,57,0,0,1,28,31.1,1,1,209,0,4,72.6,66.7,71,,19,64.9,66.2,60,23,0,-5,1,2,10,0,0,1,10,1,57,28,3.11,6.3,-2.5,5,13,0,Louisiana Monroe,2025
Maasai Maynor,Maasai-Maynor,https://premium.pff.com/api/v1/players?league=ncaa&id=101057,101057,QB,NAVY,3,7,1,0,0,0,0,8,0,0,1,10,20.4,1,3,237,1,4,26.5,59.3,75.2,58.4,,60,60.3,60,10,0,0,0,1,21,1,2,0,7,1,9,15,1.67,1,0,0,43,0,Navy,2023
Dayton Wade,Dayton-Wade,https://premium.pff.com/api/v1/players?league=ncaa&id=97181,97181,WR,OLE MISS,13,9,5,1,46.2,36,0,78,1,3,5,31,76.5,3,3,226,1,2,53.1,63.4,86,58.1,,62,69.2,59.1,36,0,309,27,228,271,0,0,37,36,0,78,31,3.44,8.7,1.36,0,521,0,Ole Miss,2024
Brock Bowers,Brock-Bowers,https://premium.pff.com/api/v1/players?league=ncaa&id=146715,146715,TE,GEORGIA,15,9,3,1,68.8,75,0,109,3,15,3,66,183.3,2,5,173,0,0,76.8,90,63.9,,76.9,90,73.9,73.8,75,2,942,63,397,418,0,0,82,72,3,109,66,7.33,12.1,2.37,0,851,0,Georgia,2025
Silas Bolden,Silas-Bolden,https://premium.pff.com/api/v1/players?league=ncaa&id=71674,71674,WR,OREGON ST,13,9,2,2,61.9,65,0,105,0,2,2,31,43.1,4,4,265,0,0,77.4,78.1,55,,,75.7,82.6,60.3,36,1,307,23,163,204,0,0,37,32,2,105,31,3.44,11.7,1.88,0,379,0,Oregon State,2025
Harrison Bailey,Harrison-Bailey,https://premium.pff.com/api/v1/players?league=ncaa&id=124266,124266,QB,UNLV,6,2,2,0,0,0,0,-7,0,0,0,0,0,2,3,325,0,0,71.5,47.9,45,44.5,,,65.7,60,10,1,0,0,0,56,43,7,0,2,1,36,19,2.11,4,,0,130,1,#N/A,#N/A
Eddie Lee Marburger,Eddie-Lee-Marburger,https://premium.pff.com/api/v1/players?league=ncaa&id=145511,145511,QB,UTSA,6,7,3,0,0,0,0,20,0,0,2,5,20.4,3,5,331,3,2,20.8,54.1,77.1,41.8,,,75,60,12,0,0,0,0,42,24,2,0,7,0,44,27,3,4.9,,0,74,0,UT San Antonio,2025
Kilohana Haasenritter,Kilohana-Haasenritter,https://premium.pff.com/api/v1/players?league=ncaa&id=128199,128199,HB,OREGON,2,9,7,0,0,0,0,46,0,0,7,38,295.6,0,3,264,0,5,72.6,75.6,70.7,,,64.6,73.3,60,9,0,1,1,2,11,0,0,1,10,1,46,38,4.22,5.1,0.5,4,13,0,Oregon,2025
Tate Rodemaker,Tate-Rodemaker,https://premium.pff.com/api/v1/players?league=ncaa&id=122414,122414,QB,FLORIDA ST,7,7,0,1,61.1,22,0,26,0,0,0,6,0,3,4,167,2,2,41,73,79.6,68.1,,,70.4,60,22,2,0,0,0,86,10,2,0,7,0,36,7,0.78,4,,0,129,0,Florida State,2024
Michael Cox,Michael-Cox,https://premium.pff.com/api/v1/players?league=ncaa&id=124200,124200,HB,MISSOURI,2,9,2,1,37,17,0,46,0,0,2,32,79,1,2,229,0,7,73.1,70.4,73.8,,0.5,58.5,71.6,57.8,17,0,0,0,2,14,0,0,0,9,0,46,32,3.56,5.1,0,2,18,0,Missouri,2025
Trent Battle,Trent-Battle,https://premium.pff.com/api/v1/players?league=ncaa&id=144683,144683,HB,TCU,14,9,1,0,0,0,0,37,0,2,1,33,68.8,1,2,305,1,2,27.7,64.2,80.1,,26.4,87.4,55.3,48.8,11,0,91,7,37,55,0,0,8,16,0,37,33,3.67,4.1,2.46,7,96,0,TCU,2025
