TEAM,TAN Rating,SP+ Rating,Opponent,TAN Rating,SP+ Rating,Home/Away,Conference,TAN Spread,SP+ Spread,TAN WIN%,SP+ WIN%
Penn State,85.7,15.9,Ohio,54.2,-10.1,H,,-34.1,-28.5,1,1
Penn State,85.7,15.9,Auburn,77.4,13.2,A,,-5.4,-0.2,0.65,0.5
Penn State,85.7,15.9,Central Michigan,66.9,-4,H,,-21.4,-22.4,1,1
Penn State,85.7,15.9,Northwestern,71.3,-4.2,H,c,-17,-22.6,0.91,1
Penn State,85.7,15.9,Michigan,86.2,21.5,A,c,3.4,8.1,0.39,0.26
Penn State,85.7,15.9,Minnesota,80.6,14.6,H,c,-7.7,-3.8,0.73,0.62
Penn State,85.7,15.9,Ohio State,109.2,30.8,H,c,20.8,12.4,0.01,0.18
Penn State,85.7,15.9,Indiana,63.5,-0.5,A,c,-19.3,-13.9,0.98,0.85
Penn State,85.7,15.9,Maryland,75.3,10,H,c,-13,-8.4,0.83,0.74
Penn State,85.7,15.9,Rutgers,71.8,-0.3,A,c,-11.7,-13.7,0.81,0.84
Penn State,85.7,15.9,Michigan State,81.8,15.3,H,c,-6.5,-3.1,0.68,0.57
Pittsburgh,90.9,16.2,West Virginia,69.3,5.6,H,,-23.7,-13.1,1,0.83
Pittsburgh,90.9,16.2,Tennessee,80.8,18.7,H,,-12.2,0,0.82,0.5
Pittsburgh,90.9,16.2,Western Michigan,58.3,2.3,A,,-29.8,-11.4,1,0.81
Pittsburgh,90.9,16.2,Rhode Island,44.5,-26,H,,-48.5,-44.7,1,1
Pittsburgh,90.9,16.2,Georgia Tech,71.1,-4.7,H,c,-21.9,-23.4,1,1
Pittsburgh,90.9,16.2,Virginia Tech,84.2,4.3,H,c,-8.8,-14.4,0.75,0.87
Pittsburgh,90.9,16.2,Louisville,83.9,12.7,A,c,-5.2,-1,0.64,0.51
Pittsburgh,90.9,16.2,North Carolina,82.2,10.1,A,c,-5.5,-3.6,0.65,0.61
Pittsburgh,90.9,16.2,Syracuse,76.8,4.5,H,c,-16.2,-14.2,0.89,0.85
Pittsburgh,90.9,16.2,Virginia,76.5,3.3,A,c,-11.3,-10.4,0.81,0.79
Pittsburgh,90.9,16.2,Duke,54.6,-13.7,H,c,-38.4,-32.4,1,1
Pittsburgh,90.9,16.2,Miami,91.9,14.6,A,c,3.8,0.9,0.38,0.49
Purdue,80.1,12.8,Penn State,85.7,15.9,H,c,3.7,0.6,0.39,0.5
Purdue,80.1,12.8,Indiana State,47,-23.5,H,,-34.9,-38.8,1,1
Purdue,80.1,12.8,Syracuse,76.8,4.5,A,,-0.8,-5.8,0.51,0.67
Purdue,80.1,12.8,Florida Atlantic,57.5,-7,H,,-24.4,-22.3,1,1
Purdue,80.1,12.8,Minnesota,80.6,14.6,A,c,3.5,4.3,0.39,0.37
Purdue,80.1,12.8,Maryland,75.3,10,A,c,-2.7,-0.3,0.54,0.5
Purdue,80.1,12.8,Nebraska,83.9,11.7,H,c,1.9,-3.6,0.47,0.61
Purdue,80.1,12.8,Wisconsin,84.3,17.7,A,c,6.5,7.4,0.32,0.26
Purdue,80.1,12.8,Iowa,87.7,13.1,H,c,5.7,-2.2,0.35,0.53
Purdue,80.1,12.8,Illinois,67.8,-2.2,A,c,-10.2,-12.5,0.77,0.83
Purdue,80.1,12.8,Northwestern,71.3,-4.2,H,c,-10.6,-19.5,0.79,0.98
Purdue,80.1,12.8,Indiana,63.5,-0.5,A,c,-13.7,-10.8,0.84,0.8
Rice,51.7,-19.2,USC,75.3,3.1,A,,26.3,24.8,0,0
Rice,51.7,-19.2,McNeese,47,-23.5,H,,-7.4,-6.8,0.72,0.7
Rice,51.7,-19.2,Louisiana,64.9,0.7,H,,10.4,17.4,0.21,0.06
Rice,51.7,-19.2,Houston,81.1,11.5,A,,31.8,33.2,0,0
Rice,51.7,-19.2,North Texas,61,-3,A,c,11.6,18.7,0.19,0.04
Rice,51.7,-19.2,Charlotte,56.2,-11,H,c,1.7,5.7,0.48,0.35
Rice,51.7,-19.2,UAB,71.1,4.8,H,c,16.6,21.5,0.1,0
Rice,51.7,-19.2,Western Kentucky,65.9,-6.4,A,c,16.4,15.3,0.1,0.12
Rice,51.7,-19.2,UTEP,58,-7.9,H,c,3.5,8.8,0.39,0.24
Rice,51.7,-19.2,Louisiana Tech,65,-12.1,A,c,15.5,9.6,0.12,0.23
Rice,51.7,-19.2,UT San Antonio,56.7,5,H,c,2.2,21.7,0.47,0
Rutgers,71.8,-0.3,Boston College,73.9,0,A,,4.9,2.8,0.36,0.43
Rutgers,71.8,-0.3,Wagner,16.5,-54,H,,-57.4,-56.2,1,1
Rutgers,71.8,-0.3,Temple,49.3,-14.9,A,,-19.2,-12.1,0.97,0.82
Rutgers,71.8,-0.3,Iowa,87.7,13.1,H,c,13.7,10.9,0.16,0.2
Rutgers,71.8,-0.3,Ohio State,109.2,30.8,A,c,39.8,33.6,0,0
Rutgers,71.8,-0.3,Nebraska,83.9,11.7,H,c,9.9,9.5,0.22,0.23
Rutgers,71.8,-0.3,Indiana,63.5,-0.5,H,c,-10.4,-2.7,0.79,0.54
Rutgers,71.8,-0.3,Minnesota,80.6,14.6,A,c,11.8,17.4,0.18,0.06
Rutgers,71.8,-0.3,Michigan,86.2,21.5,H,c,12.2,19.3,0.18,0.02
Rutgers,71.8,-0.3,Michigan State,81.8,15.3,A,c,11,18.1,0.2,0.05
Rutgers,71.8,-0.3,Penn State,85.7,15.9,H,c,11.7,13.7,0.19,0.16
Rutgers,71.8,-0.3,Maryland,75.3,10,A,c,5.5,12.8,0.35,0.17
San Diego State,62.3,1.8,Arizona,70.9,-6.6,H,,6.4,-10.9,0.32,0.8
San Diego State,62.3,1.8,Idaho State,39,-31.5,H,,-25.4,-35.8,1,1
San Diego State,62.3,1.8,Utah,91.4,16.2,A,,32.1,16.9,0,0.08
San Diego State,62.3,1.8,Toledo,79.8,6,H,,15.3,1.7,0.12,0.48
San Diego State,62.3,1.8,Boise State,71.9,8.5,A,c,11.6,9.2,0.19,0.24
San Diego State,62.3,1.8,Fresno State,72.4,10.5,A,c,12.8,11.2,0.17,0.2
San Diego State,62.3,1.8,Nevada,61,-15.5,A,c,1.6,-14.8,0.48,0.88
San Diego State,62.3,1.8,New Mexico,40,-19.3,A,c,-20.9,-18.6,1,0.96
San Diego State,62.3,1.8,Air Force,76.5,3,H,c,12,-1.3,0.18,0.52
San Diego State,62.3,1.8,Hawai'i,53.9,-16.5,H,c,-10.5,-20.8,0.79,1
San Diego State,62.3,1.8,San Jose State,71.5,-6.3,H,c,7,-10.6,0.3,0.79
San Diego State,62.3,1.8,UNLV,58.8,-10,H,c,-5.6,-14.3,0.65,0.87
San Jose State,71.5,-6.3,Portland State,49.5,-21,H,,-24.9,-17.2,1,0.91
San Jose State,71.5,-6.3,Auburn,77.4,13.2,A,,8.7,22,0.25,0
San Jose State,71.5,-6.3,Western Michigan,58.3,2.3,H,,-16.1,6.1,0.89,0.34
San Jose State,71.5,-6.3,New Mexico State,40.4,-26.2,A,,-29,-17.4,1,0.94
San Jose State,71.5,-6.3,Fresno State,72.4,10.5,A,c,3.6,19.3,0.39,0.02
San Jose State,71.5,-6.3,San Diego State,62.3,1.8,A,c,-7,10.6,0.7,0.21
San Jose State,71.5,-6.3,Colorado State,56.6,-3.8,H,c,-17.8,0,0.95,0.5
San Jose State,71.5,-6.3,Hawai'i,53.9,-16.5,H,c,-20.5,-12.7,0.99,0.83
San Jose State,71.5,-6.3,Nevada,61,-15.5,H,c,-13.4,-11.7,0.84,0.81
San Jose State,71.5,-6.3,UNLV,58.8,-10,H,c,-15.6,-6.2,0.88,0.67
San Jose State,71.5,-6.3,Utah State,62,-4.6,A,c,-6.3,4.2,0.68,0.38
San Jose State,71.5,-6.3,Wyoming,61.9,-3.4,A,c,-7,5.4,0.7,0.35
SMU,77.6,10.5,North Texas,61,-3,A,,-14.2,-11,0.85,0.8
SMU,77.6,10.5,Lamar,30,-40.5,H,,-50.6,-53.5,1,1
SMU,77.6,10.5,Maryland,75.3,10,A,,-0.2,2,0.5,0.47
SMU,77.6,10.5,TCU,84.2,7.3,H,,3.5,-5.7,0.39,0.65
SMU,77.6,10.5,UCF,77.6,11,A,c,3,3,0.43,0.43
SMU,77.6,10.5,Navy,65,-12.7,H,c,-15.6,-25.7,0.88,1
SMU,77.6,10.5,Cincinnati,87.1,17.2,H,c,6.4,4.2,0.32,0.38
SMU,77.6,10.5,Tulsa,63.3,-1.9,A,c,-12.7,-9.9,0.83,0.77
SMU,77.6,10.5,Houston,81.1,11.5,H,c,0.4,-1.5,0.5,0.52
SMU,77.6,10.5,South Florida,61.9,-5.4,A,c,-14.1,-13.4,0.85,0.84
SMU,77.6,10.5,Tulane,76.4,0.9,A,c,2.7,-7.1,0.46,0.7
SMU,77.6,10.5,Memphis,69.3,4,H,c,-11.3,-9,0.81,0.75
South Alabama,63,-9.6,Nicholls,53.5,-17,H,,-11.4,-9.9,0.81,0.77
South Alabama,63,-9.6,Central Michigan,66.9,-4,A,,5.8,8.1,0.34,0.26
South Alabama,63,-9.6,UCLA,78.4,8.4,A,,17.1,20.5,0.08,0.01
South Alabama,63,-9.6,Louisiana Tech,65,-12.1,H,,0,-5,0.5,0.64
South Alabama,63,-9.6,Coastal Carolina,70.5,0.6,A,c,9.1,12.7,0.24,0.18
South Alabama,63,-9.6,Georgia State,67.9,0.1,A,c,7,12.2,0.3,0.18
South Alabama,63,-9.6,Arkansas State,54.8,-15.7,A,c,-4.9,-3.6,0.64,0.61
South Alabama,63,-9.6,Louisiana,64.9,0.7,A,c,4.3,12.8,0.37,0.17
South Alabama,63,-9.6,Texas State,64.2,-14.3,H,c,-0.7,-7.2,0.5,0.7
South Alabama,63,-9.6,Louisiana Monroe,51.3,-21.2,H,c,-13.6,-14.1,0.84,0.85
South Alabama,63,-9.6,Troy,75.7,-4.9,H,c,10.7,2.2,0.21,0.47
South Alabama,63,-9.6,Appalachian State,75.2,4.2,H,c,10.2,11.3,0.22,0.19
South Carolina,63.7,7.2,Georgia State,67.9,0.1,H,,1.8,-9.6,0.47,0.76
South Carolina,63.7,7.2,Arkansas,82.6,12.8,A,c,21.8,8.1,0,0.26
South Carolina,63.7,7.2,Georgia,92,28.7,H,c,25.9,19,0,0.03
South Carolina,63.7,7.2,Charlotte,56.2,-11,H,,-9.8,-20.7,0.77,0.99
South Carolina,63.7,7.2,SC State,41,-29.5,H,,-25,-39.2,1,1
South Carolina,63.7,7.2,Kentucky,81.4,14.5,A,c,20,9.8,0.01,0.22
South Carolina,63.7,7.2,Texas A&M,88.8,20.1,H,c,22.7,10.4,0,0.21
South Carolina,63.7,7.2,Missouri,61,5.3,H,c,-5,-4.4,0.64,0.63
South Carolina,63.7,7.2,Vanderbilt,55.2,-12.1,A,c,-6.1,-16.8,0.67,0.91
South Carolina,63.7,7.2,Florida,84.1,15,A,c,22.8,10.3,0,0.21
South Carolina,63.7,7.2,Tennessee,80.8,18.7,H,c,14.7,9,0.14,0.24
South Carolina,63.7,7.2,Clemson,96.7,21,A,,35.5,16.3,0,0.1
Southern Mississippi,61.4,-6.6,Liberty,71.8,1.5,H,,8.5,5.6,0.25,0.35
Southern Mississippi,61.4,-6.6,Miami,91.9,14.6,A,,33.3,23.7,0,0
Southern Mississippi,61.4,-6.6,Northwestern State,36,-34.5,H,,-27.3,-30.4,1,1
Southern Mississippi,61.4,-6.6,Tulane,76.4,0.9,A,,18.9,10,0.03,0.22
Southern Mississippi,61.4,-6.6,Louisiana Tech,65,-12.1,H,c,1.7,-8,0.48,0.74
Southern Mississippi,61.4,-6.6,UTEP,58,-7.9,A,c,-2.1,1.2,0.53,0.49
Southern Mississippi,61.4,-6.6,North Texas,61,-3,A,c,1.9,6.1,0.47,0.34
Southern Mississippi,61.4,-6.6,UT San Antonio,56.7,5,H,c,-6.6,9.1,0.68,0.24
Southern Mississippi,61.4,-6.6,Middle Tennessee,65.3,-8.4,H,c,1.9,-4.3,0.47,0.63
Southern Mississippi,61.4,-6.6,Florida International,41.7,-19,A,c,-17.6,-9.9,0.94,0.77
Southern Mississippi,61.4,-6.6,Rice,51.7,-19.2,H,c,-11.6,-15.1,0.81,0.88
Southern Mississippi,61.4,-6.6,UAB,71.1,4.8,A,c,13.4,13.9,0.16,0.15
Stanford,70,1.7,Colgate,33.5,-37,H,,-39.2,-41.2,1,1
Stanford,70,1.7,USC,75.3,3.1,H,c,2.5,-1.1,0.46,0.51
Stanford,70,1.7,Washington,83.3,4.1,A,c,15.8,4.9,0.11,0.36
Stanford,70,1.7,Oregon,83.8,12.3,A,c,15.4,13.1,0.12,0.17
Stanford,70,1.7,Oregon State,75.5,8,H,c,2.7,3.8,0.46,0.38
Stanford,70,1.7,Notre Dame,82.2,19,A,,14.8,19.8,0.13,0.01
Stanford,70,1.7,Arizona State,81.3,12.4,H,c,8.5,8.2,0.25,0.26
Stanford,70,1.7,UCLA,78.4,8.4,A,c,10.1,9.2,0.22,0.24
Stanford,70,1.7,Washington State,69.2,1.2,H,c,-3.5,-3,0.61,0.57
Stanford,70,1.7,Utah,91.4,16.2,A,c,24.4,17,0,0.08
Stanford,70,1.7,California,68.9,0.2,A,c,0.5,1,0.5,0.49
Stanford,70,1.7,BYU,90.4,14.1,H,,17.6,9.9,0.06,0.22
Syracuse,76.8,4.5,Louisville,83.9,12.7,H,c,4.6,5.7,0.37,0.35
Syracuse,76.8,4.5,Connecticut,51.2,-20.6,A,,-24.5,-22.6,1,1
Syracuse,76.8,4.5,Purdue,80.1,12.8,H,,0.8,5.8,0.49,0.34
Syracuse,76.8,4.5,Virginia,76.5,3.3,H,c,-2.7,-3.7,0.54,0.61
Syracuse,76.8,4.5,Wagner,16.5,-54,H,,-62.7,-61,1,1
Syracuse,76.8,4.5,NC State,92.1,16,H,c,12.8,9,0.17,0.24
Syracuse,76.8,4.5,Clemson,96.7,21,A,c,22.4,19,0,0.03
Syracuse,76.8,4.5,Notre Dame,82.2,19,H,,2.9,12,0.43,0.18
Syracuse,76.8,4.5,Pittsburgh,90.9,16.2,A,c,16.2,14.2,0.11,0.15
Syracuse,76.8,4.5,Florida State,87,13.4,H,c,7.7,6.4,0.26,0.32
Syracuse,76.8,4.5,Wake Forest,79,7.4,A,c,5.1,5.4,0.36,0.35
Syracuse,76.8,4.5,Boston College,73.9,0,A,c,0,-2,0.5,0.53
TCU,84.2,7.3,Colorado,68.5,-7.8,A,,-13.3,-12.6,0.84,0.83
TCU,84.2,7.3,Tarleton State,43,-27.5,H,,-42.9,-37.3,1,1
TCU,84.2,7.3,SMU,77.6,10.5,A,,-3.5,5.7,0.61,0.35
TCU,84.2,7.3,Oklahoma,81.6,19.2,H,c,-4.3,9.4,0.63,0.23
TCU,84.2,7.3,Kansas,64,-12.2,A,c,-18.7,-17,0.96,0.91
TCU,84.2,7.3,Oklahoma State,82.4,11.4,H,c,-3.5,1.6,0.61,0.48
TCU,84.2,7.3,Kansas State,76.6,9.9,H,c,-9.3,0,0.76,0.5
TCU,84.2,7.3,West Virginia,69.3,5.6,A,c,-12.1,0.8,0.82,0.49
TCU,84.2,7.3,Texas Tech,72.4,6.4,H,c,-13.5,-3.4,0.84,0.61
TCU,84.2,7.3,Texas,84.8,12.3,A,c,2.5,7.5,0.46,0.26
TCU,84.2,7.3,Baylor,76.2,12.6,A,c,-5,7.8,0.64,0.26
TCU,84.2,7.3,Iowa State,76.7,5.8,H,c,-9.2,-4,0.75,0.62
Temple,49.3,-14.9,Duke,54.6,-13.7,A,,7.8,3.7,0.26,0.39
Temple,49.3,-14.9,Lafayette,32.5,-38,H,,-20,-25.6,0.99,1
Temple,49.3,-14.9,Rutgers,71.8,-0.3,H,,19.2,12.1,0.03,0.18
Temple,49.3,-14.9,UMass,47.1,-20.7,H,,-5.4,-8.3,0.65,0.74
Temple,49.3,-14.9,Memphis,69.3,4,A,c,23.1,21.4,0,0
Temple,49.3,-14.9,UCF,77.6,11,A,c,31.3,28.4,0,0
Temple,49.3,-14.9,Tulsa,63.3,-1.9,H,c,10.7,10.5,0.21,0.21
Temple,49.3,-14.9,Navy,65,-12.7,A,c,18.9,4.7,0.03,0.37
Temple,49.3,-14.9,South Florida,61.9,-5.4,H,c,9.3,7,0.23,0.3
Temple,49.3,-14.9,Houston,81.1,11.5,A,c,34.2,28.9,0,0
Temple,49.3,-14.9,Cincinnati,87.1,17.2,H,c,34.5,29.6,0,0
Temple,49.3,-14.9,East Carolina,74.2,-1.8,H,c,21.6,10.6,0,0.21
Tennessee,80.8,18.7,Ball State,52.4,-18.9,H,,-29.8,-40.1,1,1
Tennessee,80.8,18.7,Pittsburgh,90.9,16.2,A,,12.2,0,0.18,0.5
Tennessee,80.8,18.7,Akron,53.4,-21.2,H,,-28.8,-42.4,1,1
Tennessee,80.8,18.7,Florida,84.1,15,H,c,1.8,-6.2,0.47,0.67
Tennessee,80.8,18.7,LSU,74.2,8,A,c,-4,-8.2,0.62,0.74
Tennessee,80.8,18.7,Alabama,107.2,27.4,H,c,24.9,6.2,0,0.34
Tennessee,80.8,18.7,UT Martin,51,-19.5,H,,-31.2,-40.7,1,1
Tennessee,80.8,18.7,Kentucky,81.4,14.5,H,c,-0.8,-6.7,0.51,0.68
Tennessee,80.8,18.7,Georgia,92,28.7,A,c,13.4,12.5,0.16,0.18
Tennessee,80.8,18.7,Missouri,61,5.3,H,c,-21.2,-15.9,1,0.89
Tennessee,80.8,18.7,South Carolina,63.7,7.2,A,c,-14.7,-9,0.87,0.75
Tennessee,80.8,18.7,Vanderbilt,55.2,-12.1,A,c,-23.2,-28.3,1,1
Texas,84.8,12.3,Louisiana Monroe,51.3,-21.2,H,,-35.4,-36,1,1
Texas,84.8,12.3,Alabama,107.2,27.4,H,,20.4,12.6,0.01,0.18
Texas,84.8,12.3,UT San Antonio,56.7,5,H,,-30,-9.8,1,0.77
Texas,84.8,12.3,Texas Tech,72.4,6.4,A,c,-9.1,-3.4,0.75,0.61
Texas,84.8,12.3,West Virginia,69.3,5.6,H,c,-17.4,-9.2,0.94,0.75
Texas,84.8,12.3,Oklahoma,81.6,19.2,N,c,-3.1,4.4,0.57,0.37
Texas,84.8,12.3,Iowa State,76.7,5.8,H,c,-10,-9,0.77,0.75
Texas,84.8,12.3,Oklahoma State,82.4,11.4,A,c,0.7,1.6,0.5,0.48
Texas,84.8,12.3,Kansas State,76.6,9.9,A,c,-4.7,0,0.63,0.5
Texas,84.8,12.3,TCU,84.2,7.3,H,c,-2.5,-7.5,0.54,0.72
Texas,84.8,12.3,Kansas,64,-12.2,A,c,-19.3,-22,0.98,1
Texas,84.8,12.3,Baylor,76.2,12.6,H,c,-10.5,-2.2,0.79,0.53
Texas A&M,88.8,20.1,Sam Houston State,64.5,-6,H,,-26.6,-28.6,1,1
Texas A&M,88.8,20.1,Appalachian State,75.2,4.2,H,,-15.9,-18.4,0.89,0.96
Texas A&M,88.8,20.1,Miami,91.9,14.6,H,,0.7,-8,0.5,0.74
Texas A&M,88.8,20.1,Arkansas,82.6,12.8,N,c,-6.2,-9.8,0.67,0.77
Texas A&M,88.8,20.1,Mississippi State,78.6,16.8,A,c,-6.8,-0.8,0.7,0.51
Texas A&M,88.8,20.1,Alabama,107.2,27.4,A,c,21.2,9.8,0,0.22
Texas A&M,88.8,20.1,South Carolina,63.7,7.2,A,c,-22.7,-10.4,1,0.79
Texas A&M,88.8,20.1,Ole Miss,74.8,14.4,H,c,-16.3,-8.2,0.89,0.74
Texas A&M,88.8,20.1,Florida,84.1,15,H,c,-7,-7.6,0.7,0.73
Texas A&M,88.8,20.1,Auburn,77.4,13.2,A,c,-8.5,-4.4,0.74,0.63
Texas A&M,88.8,20.1,UMass,47.1,-20.7,H,,-44,-43.3,1,1
Texas A&M,88.8,20.1,LSU,74.2,8,H,c,-16.9,-14.6,0.91,0.87
Texas State,64.2,-14.3,Nevada,61,-15.5,A,,-0.2,1.3,0.5,0.48
Texas State,64.2,-14.3,Florida International,41.7,-19,H,,-24.4,-7.2,1,0.7
Texas State,64.2,-14.3,Baylor,76.2,12.6,A,,14.9,29.4,0.13,0
Texas State,64.2,-14.3,Houston Baptist,27,-43.5,H,,-39.1,-31.7,1,1
Texas State,64.2,-14.3,James Madison,71,0.5,A,c,9.3,17.3,0.23,0.06
Texas State,64.2,-14.3,Appalachian State,75.2,4.2,H,c,9,16,0.24,0.11
Texas State,64.2,-14.3,Troy,75.7,-4.9,A,c,12.7,11.9,0.18,0.18
Texas State,64.2,-14.3,Southern Mississippi,61.4,-6.6,H,c,-4.7,5.2,0.63,0.36
Texas State,64.2,-14.3,Louisiana Monroe,51.3,-21.2,A,c,-12.3,-4.4,0.83,0.63
Texas State,64.2,-14.3,South Alabama,63,-9.6,A,c,0.7,7.2,0.5,0.3
Texas State,64.2,-14.3,Arkansas State,54.8,-15.7,H,c,-11.3,-3.9,0.81,0.62
Texas State,64.2,-14.3,Louisiana,64.9,0.7,H,c,-1.2,12.5,0.51,0.18
Texas Tech,72.4,6.4,Murray State,42,-28.5,H,,-33.6,-37.4,1,1
Texas Tech,72.4,6.4,Houston,81.1,11.5,H,,5.4,2.6,0.35,0.46
Texas Tech,72.4,6.4,NC State,92.1,16,A,,22.3,12.1,0,0.18
Texas Tech,72.4,6.4,Texas,84.8,12.3,H,c,9.1,3.4,0.24,0.39
Texas Tech,72.4,6.4,Kansas State,76.6,9.9,A,c,7.6,6,0.26,0.34
Texas Tech,72.4,6.4,Oklahoma State,82.4,11.4,A,c,13.1,7.5,0.17,0.26
Texas Tech,72.4,6.4,West Virginia,69.3,5.6,H,c,-6.3,-3.3,0.68,0.61
Texas Tech,72.4,6.4,Baylor,76.2,12.6,H,c,0.5,3.7,0.5,0.39
Texas Tech,72.4,6.4,TCU,84.2,7.3,A,c,13.5,3.4,0.16,0.39
Texas Tech,72.4,6.4,Kansas,64,-12.2,H,c,-11.6,-21.1,0.81,1
Texas Tech,72.4,6.4,Iowa State,76.7,5.8,A,c,7.1,1.9,0.3,0.47
Texas Tech,72.4,6.4,Oklahoma,81.6,19.2,H,c,5.9,10.3,0.34,0.21
Toledo,79.8,6,Long Island,21,-49.5,H,,-61.7,-58,1,1
Toledo,79.8,6,UMass,47.1,-20.7,H,,-35.6,-29.2,1,1
Toledo,79.8,6,Ohio State,109.2,30.8,A,,31.8,27.3,0,0
Toledo,79.8,6,San Diego State,62.3,1.8,A,,-15.3,-1.7,0.88,0.52
Toledo,79.8,6,Central Michigan,66.9,-4,H,c,-15.8,-12.5,0.89,0.83
Toledo,79.8,6,Northern Illinois,69.4,-4.1,A,c,-8.4,-7.6,0.74,0.73
Toledo,79.8,6,Kent State,53.2,-10,H,c,-29.5,-18.5,1,0.96
Toledo,79.8,6,Buffalo,56.1,-9.3,A,c,-19.2,-12.8,0.97,0.83
Toledo,79.8,6,Eastern Michigan,66.3,-12,A,c,-12.2,-15.5,0.82,0.88
Toledo,79.8,6,Ball State,52.4,-18.9,H,c,-30.3,-27.4,1,1
Toledo,79.8,6,Bowling Green,55.5,-7.4,H,c,-27.2,-15.9,1,0.89
Toledo,79.8,6,Western Michigan,58.3,2.3,A,c,-18.7,-1.2,0.96,0.51
Troy,75.7,-4.9,Ole Miss,74.8,14.4,A,,1.3,21.8,0.48,0
Troy,75.7,-4.9,Alabama A&M,38.5,-32,H,,-38.4,-29.6,1,1
Troy,75.7,-4.9,Appalachian State,75.2,4.2,A,c,1.3,11.6,0.48,0.19
Troy,75.7,-4.9,Marshall,70.3,4.8,H,,-6.6,7.2,0.68,0.3
Troy,75.7,-4.9,Western Kentucky,65.9,-6.4,A,,-7.5,1,0.72,0.49
Troy,75.7,-4.9,Southern Mississippi,61.4,-6.6,H,c,-15.5,-4.2,0.88,0.62
Troy,75.7,-4.9,Texas State,64.2,-14.3,H,c,-12.7,-11.9,0.83,0.82
Troy,75.7,-4.9,South Alabama,63,-9.6,A,c,-10.7,-2.2,0.79,0.53
Troy,75.7,-4.9,Louisiana,64.9,0.7,A,c,-8.3,8.1,0.74,0.26
Troy,75.7,-4.9,Army,66.2,-0.8,H,c,-10.7,1.6,0.79,0.48
Troy,75.7,-4.9,Louisiana Monroe,51.3,-21.2,H,c,-25.6,-18.8,1,0.97
Troy,75.7,-4.9,Arkansas State,54.8,-15.7,A,c,-17.6,-8.3,0.94,0.74
Tulane,76.4,0.9,UMass,47.1,-20.7,H,,-33.2,-24.1,1,1
Tulane,76.4,0.9,Alcorn State,38,-32.5,H,,-42.3,-35.9,1,1
Tulane,76.4,0.9,Kansas State,76.6,9.9,A,,3.6,11.5,0.39,0.19
Tulane,76.4,0.9,Southern Mississippi,61.4,-6.6,H,,-18.9,-10,0.97,0.77
Tulane,76.4,0.9,Houston,81.1,11.5,A,c,7.1,13.1,0.3,0.17
Tulane,76.4,0.9,East Carolina,74.2,-1.8,H,c,-6.1,-5.2,0.67,0.64
Tulane,76.4,0.9,South Florida,61.9,-5.4,A,c,-12.9,-3.8,0.83,0.62
Tulane,76.4,0.9,Memphis,69.3,4,H,c,-11,0.6,0.8,0.5
Tulane,76.4,0.9,Tulsa,63.3,-1.9,A,c,-11.5,-0.3,0.81,0.5
Tulane,76.4,0.9,UCF,77.6,11,H,c,-2.7,7.6,0.54,0.26
Tulane,76.4,0.9,SMU,77.6,10.5,H,c,-2.7,7.1,0.54,0.3
Tulane,76.4,0.9,Cincinnati,87.1,17.2,A,c,13.5,18.8,0.16,0.03
Tulsa,63.3,-1.9,Wyoming,61.9,-3.4,A,,1.1,1,0.49,0.49
Tulsa,63.3,-1.9,Northern Illinois,69.4,-4.1,H,,4.5,-4.7,0.37,0.63
Tulsa,63.3,-1.9,Jacksonville State,48.5,-22,H,,-16.3,-22.6,0.89,1
Tulsa,63.3,-1.9,Ole Miss,74.8,14.4,A,,13.7,18.8,0.16,0.03
Tulsa,63.3,-1.9,Cincinnati,87.1,17.2,H,c,22.2,16.6,0,0.1
Tulsa,63.3,-1.9,Navy,65,-12.7,A,c,4.9,-8.3,0.36,0.74
Tulsa,63.3,-1.9,Temple,49.3,-14.9,A,c,-10.7,-10.5,0.79,0.79
Tulsa,63.3,-1.9,SMU,77.6,10.5,H,c,12.7,9.9,0.18,0.22
Tulsa,63.3,-1.9,Tulane,76.4,0.9,H,c,11.5,0.3,0.19,0.5
Tulsa,63.3,-1.9,Memphis,69.3,4,A,c,9.1,8.4,0.24,0.25
Tulsa,63.3,-1.9,South Florida,61.9,-5.4,H,c,-2.9,-6,0.57,0.67
Tulsa,63.3,-1.9,Houston,81.1,11.5,A,c,20.2,15.9,0.01,0.11
UAB,71.1,4.8,Alabama A&M,38.5,-32,H,,-36.3,-39.3,1,1
UAB,71.1,4.8,Liberty,71.8,1.5,A,,4,-0.8,0.38,0.51
UAB,71.1,4.8,Georgia Southern,59.1,-8.8,H,c,-15.7,-16.1,0.88,0.89
UAB,71.1,4.8,Florida Atlantic,57.5,-7,A,,-11.9,-9.3,0.82,0.76
UAB,71.1,4.8,Louisiana Tech,65,-12.1,A,,-3.8,-14.4,0.62,0.87
UAB,71.1,4.8,Rice,51.7,-19.2,A,c,-16.6,-21.5,0.89,1
UAB,71.1,4.8,North Texas,61,-3,H,c,-13.8,-10.3,0.85,0.79
UAB,71.1,4.8,UT San Antonio,56.7,5,H,c,-18.1,-2.3,0.95,0.54
UAB,71.1,4.8,UTEP,58,-7.9,A,c,-11.8,-10.2,0.82,0.77
UAB,71.1,4.8,LSU,74.2,8,A,c,5.6,5.7,0.35,0.35
UCF,77.6,11,SC State,41,-29.5,H,,-39.6,-43,1,1
UCF,77.6,11,Louisville,83.9,12.7,H,,3.2,-0.8,0.43,0.51
