"","week","home_team","home_conference","away_team","away_conference","TAN_Proj_Spread","home_points","away_points","Home_TAN23","Home_SP","HFACW","Away_TAN","Away_SP","TANSpread","TANFAV"
"2187",7,"Wheaton College (Ill)","CCIW","Carthage","CCIW","NA NA",50,13,NA,NA,NA,NA,NA,NA,NA
"2188",7,"Notre Dame","FBS Independents","USC","Pac-12","Notre Dame -9.7",48,20,90.5,19.1,2.704,83.5,7.9,-9.7,"Notre Dame"
"2189",7,"Kentucky","SEC","Missouri","SEC","Missouri -5.8",21,38,80,9.3,2.744,88.5,17.8,-5.8,"Missouri"
"2190",7,"North Carolina","ACC","Miami","ACC","North Carolina -2.1",41,31,79.5,10.2,2.576,80,11.7,-2.1,"North Carolina"
"2191",7,"Midwestern State","Lone Star","Central Washington","Lone Star","NA NA",7,10,NA,NA,NA,NA,NA,NA,NA
"2192",7,"Texas A&M-Kingsville","Lone Star","Angelo State","Lone Star","NA NA",16,38,NA,NA,NA,NA,NA,NA,NA
"2193",7,"West Texas A&M","Lone Star","Western New Mexico","Lone Star","NA NA",49,27,NA,NA,NA,NA,NA,NA,NA
"2194",7,"Weber State","Big Sky","UC Davis","Big Sky","Weber State -6.5",16,17,59.5,-11,1,54,-16.5,-6.5,"Weber State"
"2195",7,"Montana State","Big Sky","Cal Poly","Big Sky","Montana State -31.5",59,19,65,-5.5,1,34.5,-36,-31.5,"Montana State"
"2196",7,"UT San Antonio","American Athletic","UAB","American Athletic","NA NA",41,20,NA,NA,NA,64,-15.2,NA,NA
"2197",7,"Duke","ACC","NC State","ACC","NC State -1.3",24,3,74.5,9.5,3.242,79,9.4,-1.3,"NC State"
"2198",7,"Oregon State","Pac-12","UCLA","Pac-12","Oregon State -6.5",36,24,85,14.7,3.012,81.5,7.9,-6.5,"Oregon State"
"2199",7,"Colorado State","Mountain West","Boise State","Mountain West","Boise State -12.9",31,30,61.5,-9.1,2.638,77,7.4,-12.9,"Boise State"
"2200",7,"Pomona-Pitzer","So. Cal.","Chapman","So. Cal.","NA NA",0,21,NA,NA,NA,NA,NA,NA,NA
"2201",7,"Redlands","So. Cal.","Cal Lutheran","So. Cal.","NA NA",20,10,NA,NA,NA,NA,NA,NA,NA
"2202",7,"Idaho","Big Sky","Montana","Big Sky","Montana -18.5",21,23,46,-24.5,1,65.5,-5,-18.5,"Montana"
"2203",7,"Hawai'i","Mountain West","San Diego State","Mountain West","San Diego State -4.9",34,41,56.5,-16.7,2.052,63.5,-10.5,-4.9,"San Diego State"
"2204",8,"Liberty","Conference USA","Middle Tennessee","Conference USA","Liberty -19.5",42,35,76,11.8,3.468,60,-9.4,-19.5,"Liberty"
"2205",8,"South Alabama","Sun Belt","Southern Mississippi","Sun Belt","NA NA",55,3,71.5,3,2.722,NA,NA,NA,NA
"2206",8,"Jacksonville State","Conference USA","Western Kentucky","Conference USA","Jacksonville State -3.5",20,17,66,-0.7,2.5,65,-1.5,-3.5,"Jacksonville State"
"2207",8,"Sam Houston State","Conference USA","Florida International","Conference USA","NA NA",27,33,NA,NA,NA,52.5,-20.9,NA,NA
"2208",8,"UTEP","Conference USA","New Mexico State","Conference USA","New Mexico State -9.6",7,28,54.5,-15.9,2.41,66.5,1,-9.6,"New Mexico State"
"2209",8,"Marshall","Sun Belt","James Madison","Sun Belt","James Madison -10.9",9,20,65.5,-8.2,1.62,78,13.3,-10.9,"James Madison"
"2210",8,"Tulsa","American Athletic","Rice","American Athletic","Rice -4.5",10,42,58,-14.2,0.982,63.5,-8.3,-4.5,"Rice"
"2211",8,"West Virginia State","Mountain East","Frostburg State","Mountain East","NA NA",14,28,NA,NA,NA,NA,NA,NA,NA
"2212",8,"Morgan State","MEAC","North Carolina Central","MEAC","NA NA",10,16,23.5,-47,1,NA,NA,NA,NA
"2213",8,"Northwestern State","Southland","Southeastern Louisiana","Southland","Southeastern Louisiana -20.5",20,37,36,-34.5,1,57.5,-13,-20.5,"Southeastern Louisiana"
"2214",8,"Temple","American Athletic","SMU","American Athletic","SMU -23",0,55,54,-21.8,3.04,80,10.5,-23,"SMU"
"2215",8,"Western Connecticut State","MSCAC","Mass Maritime","MSCAC","NA NA",28,0,NA,NA,NA,NA,NA,NA,NA
"2216",8,"Wagner","NEC","Central Connecticut","NEC","Central Connecticut -2.5",3,17,16.5,-54,1,20,-19,-2.5,"Central Connecticut"
"2217",8,"Arkansas","SEC","Mississippi State","SEC","Arkansas -0.4",3,7,73.5,2.7,2.922,76,-0.4,-0.4,"Arkansas"
"2218",8,"American International","Northeast 10","Bentley","Northeast 10","NA NA",12,62,NA,NA,NA,NA,NA,NA,NA
"2219",8,"Springfield","NEWMAC","Salve Regina","Commonwealth Coast","NA NA",31,21,NA,NA,NA,NA,NA,NA,NA
"2220",8,"Greensboro","USA South","Huntingdon","USA South","NA NA",8,56,NA,NA,NA,NA,NA,NA,NA
"2221",8,"Georgia Tech","ACC","Boston College","ACC","Georgia Tech -9.5",23,38,74,-1.3,1.496,66,-4.9,-9.5,"Georgia Tech"
"2222",8,"Ohio State","Big Ten","Penn State","Big Ten","Ohio State -9.1",20,12,96,26.7,2.558,89.5,26,-9.1,"Ohio State"
"2223",8,"Long Island University","NEC","Merrimack","NEC","NA NA",0,39,NA,NA,NA,NA,NA,NA,NA
"2224",8,"Yale","Ivy","Pennsylvania","Ivy","NA NA",17,27,49.5,-21,1,NA,NA,NA,NA
"2225",8,"Navy","American Athletic","Air Force","Mountain West","Air Force -7.5",6,17,61.5,-13.9,3.032,72,5.2,-7.5,"Air Force"
"2226",8,"Indiana","Big Ten","Rutgers","Big Ten","Rutgers -2.4",14,31,68.5,-7.4,2.112,73,2.3,-2.4,"Rutgers"
"2227",8,"Howard","MEAC","Norfolk State","MEAC","Norfolk State -9.5",27,23,25.5,-45,1,36,-34.5,-9.5,"Norfolk State"
"2228",8,"Delaware State","MEAC","South Carolina State","MEAC","NA NA",7,35,NA,NA,NA,NA,NA,NA,NA
"2229",8,"Ohio","Mid-American","Western Michigan","Mid-American","Ohio -13.5",20,17,68,-2.2,2.994,57.5,-15.9,-13.5,"Ohio"
"2230",8,"Lawrence","Midwest","Illinois College","Midwest","NA NA",0,72,NA,NA,NA,NA,NA,NA,NA
"2231",8,"Merchant Marine","NEWMAC","Worcester Polytechnic","NEWMAC","NA NA",40,28,NA,NA,NA,NA,NA,NA,NA
"2232",8,"SUNY Maritime","NEWMAC","MIT","NEWMAC","NA NA",28,35,NA,NA,NA,NA,NA,NA,NA
"2233",8,"Belhaven College","USA South","Methodist","USA South","NA NA",45,10,NA,NA,NA,NA,NA,NA,NA
"2234",8,"Kenyon","North Coast","Wabash College","North Coast","NA NA",18,67,NA,NA,NA,NA,NA,NA,NA
"2235",8,"Shepherd","Pennsylvania State Athletic","West Chester","Pennsylvania State Athletic","NA NA",59,21,NA,NA,NA,NA,NA,NA,NA
"2236",8,"King's College (PA)","Mid Atlantic","Eastern University","Mid Atlantic","NA NA",28,18,NA,NA,NA,NA,NA,NA,NA
"2237",8,"Thomas More",NA,"Hillsdale","Great Midwest Athletic","NA NA",33,35,NA,NA,NA,NA,NA,NA,NA
"2238",8,"Alfred","Empire 8","Utica","Empire 8","NA NA",0,28,NA,NA,NA,NA,NA,NA,NA
"2239",8,"FDU-Florham","Mid Atlantic","Alvernia University","Mid Atlantic","NA NA",41,16,NA,NA,NA,NA,NA,NA,NA
"2240",8,"Assumption","Northeast 10","St. Anselm","Northeast 10","NA NA",0,14,NA,NA,NA,NA,NA,NA,NA
"2241",8,"Nichols","Commonwealth Coast","Endicott College","Commonwealth Coast","NA NA",0,48,NA,NA,NA,NA,NA,NA,NA
"2242",8,"NC Wesleyan","USA South","Southern Virginia","USA South","NA NA",34,7,NA,NA,NA,NA,NA,NA,NA
"2243",8,"Edinboro","Pennsylvania State Athletic","Clarion","Pennsylvania State Athletic","NA NA",20,34,NA,NA,NA,NA,NA,NA,NA
"2244",8,"Plymouth State","MSCAC","Worcester State College","MSCAC","NA NA",35,0,NA,NA,NA,NA,NA,NA,NA
"2245",8,"Stevenson","Mid Atlantic","Misericordia","Mid Atlantic","NA NA",33,21,NA,NA,NA,NA,NA,NA,NA
"2246",8,"Dean College","ECFC","Anna Maria College","ECFC","NA NA",20,52,NA,NA,NA,NA,NA,NA,NA
"2247",8,"UAB","American Athletic","Memphis","American Athletic","Memphis -5",21,45,64,-15.2,3.524,72.5,2.8,-5,"Memphis"
"2248",8,"Union","Liberty League","Hobart","Liberty League","NA NA",27,10,NA,NA,NA,NA,NA,NA,NA
"2249",8,"Rochester","Liberty League","Ithaca","Liberty League","NA NA",10,24,NA,NA,NA,NA,NA,NA,NA
"2250",8,"Juniata","Landmark Conference","Moravian","Landmark Conference","NA NA",13,44,NA,NA,NA,NA,NA,NA,NA
"2251",8,"St. John Fisher","Empire 8","SUNY Cortland","Empire 8","NA NA",14,42,NA,NA,NA,NA,NA,NA,NA
"2252",8,"Albright","Mid Atlantic","Widener","Mid Atlantic","NA NA",3,48,NA,NA,NA,NA,NA,NA,NA
"2253",8,"Cincinnati","Big 12","Baylor","Big 12","Cincinnati -8",29,32,71.5,-7.2,2.472,66,-8.8,-8,"Cincinnati"
"2254",8,"Oklahoma","Big 12","UCF","Big 12","Oklahoma -10.5",31,29,88.5,16.4,2.956,81,4.5,-10.5,"Oklahoma"
"2255",8,"Otterbein","Ohio","Baldwin-Wallace","Ohio","NA NA",0,24,NA,NA,NA,NA,NA,NA,NA
"2256",8,"Northern Michigan","GLIAC","Grand Valley State","GLIAC","NA NA",14,73,NA,NA,NA,NA,NA,NA,NA
"2257",8,"Hampden-Sydney","Old Dominion","Washington & Lee","Old Dominion","NA NA",17,21,NA,NA,NA,NA,NA,NA,NA
"2258",8,"Maryville TN","USA South","LaGrange College","USA South","NA NA",26,6,NA,NA,NA,NA,NA,NA,NA
"2259",8,"St Lawrence","Liberty League","Rensselaer","Liberty League","NA NA",7,37,NA,NA,NA,NA,NA,NA,NA
"2260",8,"Indiana State","MVFC","South Dakota","MVFC","South Dakota -11.5",3,17,47,-23.5,1,59.5,-11,-11.5,"South Dakota"
"2261",8,"Michigan Tech","GLIAC","Ferris State","GLIAC","NA NA",21,35,NA,NA,NA,NA,NA,NA,NA
"2262",8,"Colby","NESCAC","Hamilton","NESCAC","NA NA",6,17,NA,NA,NA,NA,NA,NA,NA
"2263",8,"Virginia Union","CIAA","Lincoln (PA)","CIAA","NA NA",57,0,NA,NA,NA,NA,NA,NA,NA
"2264",8,"Princeton","Ivy","Harvard","Ivy","NA NA",21,14,NA,NA,NA,NA,NA,NA,NA
"2265",8,"Curry","Commonwealth Coast","University of New England","Commonwealth Coast","NA NA",13,19,NA,NA,NA,NA,NA,NA,NA
"2266",8,"Westminster","Upper Midwest","Minnesota-Morris","Upper Midwest","NA NA",13,34,NA,NA,NA,NA,NA,NA,NA
"2267",8,"Davidson","Pioneer","Valparaiso","Pioneer","NA NA",42,21,NA,NA,NA,NA,NA,NA,NA
"2268",8,"Dayton","Pioneer","Butler","Pioneer","NA NA",10,37,NA,NA,NA,NA,NA,NA,NA
"2269",8,"Bluefield","Independent DII","Bowie State","CIAA","NA NA",11,40,NA,NA,NA,NA,NA,NA,NA
"2270",8,"Lock Haven","Pennsylvania State Athletic","Kutztown","Pennsylvania State Athletic","NA NA",3,7,NA,NA,NA,NA,NA,NA,NA
"2271",8,"Gallaudet","ECFC","Alfred State College","ECFC","NA NA",38,24,NA,NA,NA,NA,NA,NA,NA
"2272",8,"WV Wesleyan","Mountain East","UNC Pembroke","Mountain East","NA NA",0,56,NA,NA,NA,NA,NA,NA,NA
"2273",8,"Chattanooga","Southern","East Tennessee State","Southern","Chattanooga -19.5",34,3,55,-15.5,1,36.5,-34,-19.5,"Chattanooga"
"2274",8,"Stetson","Pioneer","St. Thomas (MN)","Pioneer","NA NA",6,38,NA,NA,NA,NA,NA,NA,NA
"2275",8,"North Carolina A&T","CAA","Richmond","CAA","Richmond -8",10,33,42,-28.5,1,51,-19.5,-8,"Richmond"
"2276",8,"Presbyterian College","Pioneer","Marist","Pioneer","NA NA",10,19,NA,NA,NA,NA,NA,NA,NA
"2277",8,"Cornell","Ivy","Brown","Ivy","NA NA",36,14,NA,NA,NA,NA,NA,NA,NA
"2278",8,"Dickinson","Centennial","Muhlenberg","Centennial","NA NA",21,42,NA,NA,NA,NA,NA,NA,NA
"2279",8,"Wesleyan","NESCAC","Bowdoin","NESCAC","NA NA",35,30,NA,NA,NA,NA,NA,NA,NA
"2280",8,"Christopher Newport","New Jersey","Kean","New Jersey","NA NA",34,10,NA,NA,NA,NA,NA,NA,NA
"2281",8,"Susquehanna","Landmark Conference","Wilkes","Landmark Conference","NA NA",34,7,NA,NA,NA,NA,NA,NA,NA
"2282",8,"Delaware Valley","Mid Atlantic","Lebanon Valley","Mid Atlantic","NA NA",21,17,NA,NA,NA,NA,NA,NA,NA
"2283",8,"Albion","Michigan","Trine","Michigan","NA NA",28,35,NA,NA,NA,NA,NA,NA,NA
"2284",8,"Alma College","Michigan","Kalamazoo","Michigan","NA NA",43,10,NA,NA,NA,NA,NA,NA,NA
"2285",8,"Rowan","New Jersey","Salisbury","New Jersey","NA NA",20,35,NA,NA,NA,NA,NA,NA,NA
"2286",8,"Middlebury","NESCAC","Bates College","NESCAC","NA NA",48,7,NA,NA,NA,NA,NA,NA,NA
"2287",8,"Amherst College","NESCAC","Tufts","NESCAC","NA NA",14,34,NA,NA,NA,NA,NA,NA,NA
"2288",8,"Duquesne","NEC","St Francis (PA)","NEC","NA NA",38,35,38,-32.5,1,NA,NA,NA,NA
"2289",8,"Stonehill","NEC","Sacred Heart","NEC","NA NA",22,19,NA,NA,NA,NA,NA,NA,NA
"2290",8,"Bucknell","Patriot","Lehigh","Patriot","NA NA",18,27,20,-50.5,1,NA,NA,NA,NA
"2291",8,"Holy Cross","Patriot","Lafayette","Patriot","Holy Cross -20",35,38,51.5,-19,1,32.5,-38,-20,"Holy Cross"
"2292",8,"Western New England","Commonwealth Coast","Husson","Commonwealth Coast","NA NA",10,9,NA,NA,NA,NA,NA,NA,NA
"2293",8,"Emory & Henry","South Atlantic","Tusculum","South Atlantic","NA NA",27,24,NA,NA,NA,NA,NA,NA,NA
"2294",8,"Wheeling Jesuit","Mountain East","Alderson-Broaddus","Mountain East","NA NA",0,0,NA,NA,NA,NA,NA,NA,NA
"2295",8,"Shippensburg","Pennsylvania State Athletic","Millersville","Pennsylvania State Athletic","NA NA",13,7,NA,NA,NA,NA,NA,NA,NA
"2296",8,"Sul Ross State","American Southwest","Hardin-Simmons","American Southwest","NA NA",7,55,NA,NA,NA,NA,NA,NA,NA
"2297",8,"Johns Hopkins","Centennial","Ursinus","Centennial","NA NA",42,14,NA,NA,NA,NA,NA,NA,NA
"2298",8,"Millsaps","Southern Athletic","Centre","Southern Athletic","NA NA",20,59,NA,NA,NA,NA,NA,NA,NA
"2299",8,"Slippery Rock","Pennsylvania State Athletic","California (PA)","Pennsylvania State Athletic","NA NA",42,21,NA,NA,NA,NA,NA,NA,NA
"2300",8,"Pace","Northeast 10","Southern Connecticut State","Northeast 10","NA NA",23,25,NA,NA,NA,NA,NA,NA,NA
"2301",8,"William Paterson","New Jersey","Montclair State","New Jersey","NA NA",13,14,NA,NA,NA,NA,NA,NA,NA
"2302",8,"Keystone","Landmark Conference","Lycoming","Landmark Conference","NA NA",7,34,NA,NA,NA,NA,NA,NA,NA
"2303",8,"Morrisville State","Empire 8","Brockport State (NY)","Empire 8","NA NA",0,49,NA,NA,NA,NA,NA,NA,NA
"2304",8,"Carson-Newman","South Atlantic","Mars Hill","South Atlantic","NA NA",17,21,NA,NA,NA,NA,NA,NA,NA
"2305",8,"Hiram","North Coast","Oberlin","North Coast","NA NA",27,19,NA,NA,NA,NA,NA,NA,NA
"2306",8,"McDaniel College","Centennial","Franklin & Marshall","Centennial","NA NA",17,27,NA,NA,NA,NA,NA,NA,NA
"2307",8,"Randolph-Macon","Old Dominion","Shenandoah","Old Dominion","NA NA",48,13,NA,NA,NA,NA,NA,NA,NA
"2308",8,"Greenville","Upper Midwest","Northwestern (MN)","Upper Midwest","NA NA",12,32,NA,NA,NA,NA,NA,NA,NA
"2309",8,"Ashland","Great Midwest Athletic","Lake Erie College","Great Midwest Athletic","NA NA",31,19,NA,NA,NA,NA,NA,NA,NA
"2310",8,"Walsh","Great Midwest Athletic","Findlay","Great Midwest Athletic","NA NA",0,23,NA,NA,NA,NA,NA,NA,NA
"2311",8,"Nebraska-Kearney","Mid America","Missouri Western","Mid America","NA NA",17,20,NA,NA,NA,NA,NA,NA,NA
"2312",8,"Grove City College","Presidents'","St. Vincent","Presidents'","NA NA",49,0,NA,NA,NA,NA,NA,NA,NA
"2313",8,"Glenville State","Mountain East","Concord","Mountain East","NA NA",44,7,NA,NA,NA,NA,NA,NA,NA
"2314",8,"Charleston (WV)","Mountain East","Fairmont State","Mountain East","NA NA",30,33,NA,NA,NA,NA,NA,NA,NA
"2315",8,"Franklin Pierce","Northeast 10","Post University","Independent DII","NA NA",13,16,NA,NA,NA,NA,NA,NA,NA
"2316",8,"University of Mary","Northern Sun","Davenport","GLIAC","NA NA",34,44,NA,NA,NA,NA,NA,NA,NA
"2317",8,"Ohio Dominican","Great Midwest Athletic","Northwood (MI)","Great Midwest Athletic","NA NA",15,0,NA,NA,NA,NA,NA,NA,NA
"2318",8,"East Stroudsburg","Pennsylvania State Athletic","Bloomsburg","Pennsylvania State Athletic","NA NA",21,16,NA,NA,NA,NA,NA,NA,NA
"2319",8,"Franklin","Heartland","Rose-Hulman","Heartland","NA NA",35,50,NA,NA,NA,NA,NA,NA,NA
"2320",8,"Coast Guard","NEWMAC","Norwich","NEWMAC","NA NA",52,17,NA,NA,NA,NA,NA,NA,NA
"2321",8,"Livingstone","CIAA","Shaw","CIAA","NA NA",27,26,NA,NA,NA,NA,NA,NA,NA
"2322",8,"Bluffton","Heartland","Manchester","Heartland","NA NA",50,12,NA,NA,NA,NA,NA,NA,NA
"2323",8,"Wilmington (OH)","Ohio","Mount Union","Ohio","NA NA",0,69,NA,NA,NA,NA,NA,NA,NA
"2324",8,"Mount St. Joseph","Heartland","Hanover","Heartland","NA NA",52,27,NA,NA,NA,NA,NA,NA,NA
"2325",8,"Winston-Salem","CIAA","St. Augustine's","CIAA","NA NA",24,17,NA,NA,NA,NA,NA,NA,NA
"2326",8,"Anderson (IN)","Heartland","Defiance","Heartland","NA NA",6,36,NA,NA,NA,NA,NA,NA,NA
"2327",8,"Williams","NESCAC","Trinity (CT)","NESCAC","NA NA",14,41,NA,NA,NA,NA,NA,NA,NA
"2328",8,"Capital","Ohio","John Carroll","Ohio","NA NA",17,63,NA,NA,NA,NA,NA,NA,NA
"2329",8,"VMI","Southern","Samford","Southern","Samford -1",14,27,45,-25.5,1,47,-23.5,-1,"Samford"
"2330",8,"Dartmouth","Ivy","Columbia","Ivy","NA NA",20,9,NA,NA,NA,NA,NA,NA,NA
"2331",8,"Concordia (WI)","NACC","St. Norbert","NACC","NA NA",7,13,NA,NA,NA,NA,NA,NA,NA
"2332",8,"Sewanee Univ. of the South","Southern Athletic","Berry College","Southern Athletic","NA NA",23,61,NA,NA,NA,NA,NA,NA,NA
"2333",8,"Aurora","NACC","Wisconsin Lutheran","NACC","NA NA",70,7,NA,NA,NA,NA,NA,NA,NA
"2334",8,"Cornell College (IA)","Midwest","Chicago","Midwest","NA NA",47,34,NA,NA,NA,NA,NA,NA,NA
"2335",8,"Gustavus Adolphus","Minnesota","St. Johns (MN)","Minnesota","NA NA",38,35,NA,NA,NA,NA,NA,NA,NA
"2336",8,"Concordia (MN)","Minnesota","Macalester","Minnesota","NA NA",49,8,NA,NA,NA,NA,NA,NA,NA
"2337",8,"Carthage","CCIW","Illinois Wesleyan","CCIW","NA NA",7,34,NA,NA,NA,NA,NA,NA,NA
"2338",8,"Elon","CAA","Monmouth","CAA","Monmouth -3",28,26,48,-22.5,1,52,-18.5,-3,"Monmouth"
"2339",8,"Carroll (WI)","CCIW","Wheaton College (Ill)","CCIW","NA NA",6,52,NA,NA,NA,NA,NA,NA,NA
"2340",8,"Bethel (MN)","Minnesota","Hamline","Minnesota","NA NA",49,7,NA,NA,NA,NA,NA,NA,NA
"2341",8,"St. Olaf College","Minnesota","Augsburg","Minnesota","NA NA",36,56,NA,NA,NA,NA,NA,NA,NA
"2342",8,"McMurry","American Southwest","Howard Payne","American Southwest","NA NA",45,21,NA,NA,NA,NA,NA,NA,NA
"2343",8,"Austin College","American Southwest","Mary Hardin-Baylor","American Southwest","NA NA",14,49,NA,NA,NA,NA,NA,NA,NA
"2344",8,"Loras College","American Rivers","Wartburg","American Rivers","NA NA",7,62,NA,NA,NA,NA,NA,NA,NA
"2345",8,"Fort Valley State","SIAC","Morehouse","SIAC","NA NA",31,3,NA,NA,NA,NA,NA,NA,NA
"2346",8,"Carleton","Minnesota","St. Scholastica","Minnesota","NA NA",42,21,NA,NA,NA,NA,NA,NA,NA
"2347",8,"Wisconsin-Eau Claire","Wisconsin","Wisconsin-Platteville","Wisconsin","NA NA",14,47,NA,NA,NA,NA,NA,NA,NA
"2348",8,"Crown College","Upper Midwest","Martin Luther College","Upper Midwest","NA NA",3,13,NA,NA,NA,NA,NA,NA,NA
"2349",8,"Concordia (IL)","NACC","Eureka College","NACC","NA NA",28,27,NA,NA,NA,NA,NA,NA,NA
"2350",8,"Ripon","Midwest","Lake Forest","Midwest","NA NA",12,0,NA,NA,NA,NA,NA,NA,NA
"2351",8,"Beloit College","Midwest","Monmouth (IL)","Midwest","NA NA",3,59,NA,NA,NA,NA,NA,NA,NA
"2352",8,"North Central","CCIW","Washington (MO)","CCIW","NA NA",49,3,NA,NA,NA,NA,NA,NA,NA
"2353",8,"Wisconsin-Stevens Point","Wisconsin","UW-River Falls","Wisconsin","NA NA",14,75,NA,NA,NA,NA,NA,NA,NA
"2354",8,"Case Western Reserve","Presidents'","Waynesburg","Presidents'","NA NA",35,0,NA,NA,NA,NA,NA,NA,NA
"2355",8,"Averett","Old Dominion","Bridgewater (VA)","Old Dominion","NA NA",24,53,NA,NA,NA,NA,NA,NA,NA
"2356",8,"Clark Atlanta","SIAC","Central State","SIAC","NA NA",21,48,NA,NA,NA,NA,NA,NA,NA
"2357",8,"Benedict College","SIAC","Kentucky State","SIAC","NA NA",63,14,NA,NA,NA,NA,NA,NA,NA
"2358",8,"UVA-Wise","South Atlantic","Erskine","South Atlantic","NA NA",34,23,NA,NA,NA,NA,NA,NA,NA
"2359",8,"South Dakota Mines","Rocky Mountain","Fort Lewis","Rocky Mountain","NA NA",48,10,NA,NA,NA,NA,NA,NA,NA
"2360",8,"Chadron State","Rocky Mountain","Colorado State-Pueblo","Rocky Mountain","NA NA",3,28,NA,NA,NA,NA,NA,NA,NA
"2361",8,"Minot State","Northern Sun","Minnesota-Duluth","Northern Sun","NA NA",7,42,NA,NA,NA,NA,NA,NA,NA
"2362",8,"Augustana (SD)","Northern Sun","Minnesota State","Northern Sun","NA NA",28,10,NA,NA,NA,NA,NA,NA,NA
"2363",8,"Bemidji State","Northern Sun","Concordia-St. Paul","Northern Sun","NA NA",38,3,NA,NA,NA,NA,NA,NA,NA
"2364",8,"Olivet College","Michigan","Hope","Michigan","NA NA",7,45,NA,NA,NA,NA,NA,NA,NA
"2365",8,"Elmhurst","CCIW","Millikin","CCIW","NA NA",29,27,NA,NA,NA,NA,NA,NA,NA
"2366",8,"Augustana (IL)","CCIW","North Park","CCIW","NA NA",42,28,NA,NA,NA,NA,NA,NA,NA
"2367",8,"Barton College","South Atlantic","Wingate","South Atlantic","NA NA",24,38,NA,NA,NA,NA,NA,NA,NA
"2368",8,"Sioux Falls","Northern Sun","Winona State","Northern Sun","NA NA",35,42,NA,NA,NA,NA,NA,NA,NA
"2369",8,"Grinnell","Midwest","Knox College","Midwest","NA NA",7,14,NA,NA,NA,NA,NA,NA,NA
"2370",8,"Washburn","Mid America","Fort Hays State","Mid America","NA NA",28,31,NA,NA,NA,NA,NA,NA,NA
"2371",8,"Wisconsin-La Crosse","Wisconsin","UW-Oshkosh","Wisconsin","NA NA",31,28,NA,NA,NA,NA,NA,NA,NA
"2372",8,"Wittenberg","North Coast","DePauw","North Coast","NA NA",35,41,NA,NA,NA,NA,NA,NA,NA
"2373",8,"Benedictine (IL)","NACC","Lakeland University","NACC","NA NA",31,6,NA,NA,NA,NA,NA,NA,NA
"2374",8,"Muskingum","Ohio","Ohio Northern","Ohio","NA NA",17,27,NA,NA,NA,NA,NA,NA,NA
"2375",8,"Youngstown State","MVFC","Illinois State","MVFC","Youngstown State -3.5",41,38,52.5,-18,1,50,-20.5,-3.5,"Youngstown State"
"2376",8,"East Carolina","American Athletic","Charlotte","American Athletic","East Carolina -5.5",7,10,61,-13.3,0,55.5,-22.1,-5.5,"East Carolina"
"2377",8,"Georgia Southern","Sun Belt","Louisiana Monroe","Sun Belt","NA NA",38,28,63,-4.4,3.628,NA,NA,NA,NA
"2378",8,"Central","American Rivers","Nebraska Wesleyan University","American Rivers","NA NA",72,0,NA,NA,NA,NA,NA,NA,NA
"2379",8,"Quincy","Great Lakes","Indianapolis","Great Lakes","NA NA",14,24,NA,NA,NA,NA,NA,NA,NA
"2380",8,"Luther","American Rivers","Simpson College","American Rivers","NA NA",14,56,NA,NA,NA,NA,NA,NA,NA
"2381",8,"Saginaw Valley","GLIAC","Wayne State (MI)","GLIAC","NA NA",17,10,NA,NA,NA,NA,NA,NA,NA
"2382",8,"McKendree","Great Lakes","Missouri S&T","Great Lakes","NA NA",20,17,NA,NA,NA,NA,NA,NA,NA
"2383",8,"Southwest Minnesota State","Northern Sun","Minnesota St-Moorhead","Northern Sun","NA NA",17,34,NA,NA,NA,NA,NA,NA,NA
"2384",8,"Upper Iowa","Northern Sun","Southwest Baptist","Great Lakes","NA NA",35,13,NA,NA,NA,NA,NA,NA,NA
"2385",8,"Bowling Green","Mid-American","Akron","Mid-American","Bowling Green -13.5",41,14,64.5,-5.9,1.47,52.5,-21.6,-13.5,"Bowling Green"
"2386",8,"Virginia State","CIAA","Elizabeth City State","CIAA","NA NA",16,17,NA,NA,NA,NA,NA,NA,NA
"2387",8,"Ouachita Baptist","Great American","Arkansas Tech","Great American","NA NA",31,24,NA,NA,NA,NA,NA,NA,NA
"2388",8,"Hampton","CAA","Delaware","CAA","Delaware -9.5",3,47,36.5,-34,1,47,-23.5,-9.5,"Delaware"
"2389",8,"Southwestern University","Southern Athletic","Trinity (TX)","Southern Athletic","NA NA",7,57,NA,NA,NA,NA,NA,NA,NA
"2390",8,"Fayetteville State","CIAA","Johnson C Smith","CIAA","NA NA",14,7,NA,NA,NA,NA,NA,NA,NA
"2391",8,"Central Missouri State","Mid America","Emporia State","Mid America","NA NA",77,27,NA,NA,NA,NA,NA,NA,NA
"2392",8,"Western Carolina","Southern","Furman","Southern","Furman -5",17,29,43.5,-27,1,49.5,-21,-5,"Furman"
"2393",8,"Tennessee Tech","Big South-OVC","Southeast Missouri State","Big South-OVC","Southeast Missouri State -30.5",3,28,31.5,-39,1,63,-7.5,-30.5,"Southeast Missouri State"
"2394",8,"Mercyhurst","Pennsylvania State Athletic","Gannon","Pennsylvania State Athletic","NA NA",28,31,NA,NA,NA,NA,NA,NA,NA
"2395",8,"Southeastern Oklahoma","Great American","Southwestern Oklahoma","Great American","NA NA",32,13,NA,NA,NA,NA,NA,NA,NA
"2396",8,"Southern Arkansas","Great American","Harding","Great American","NA NA",20,54,NA,NA,NA,NA,NA,NA,NA
"2397",8,"Georgetown","Patriot","Colgate","Patriot","NA NA",18,28,NA,NA,NA,33.5,-37,NA,NA
