"","week","home_team","home_conference","away_team","away_conference","TAN_Proj_Spread","home_points","away_points","Home_TAN23","Home_SP","HFACW","Away_TAN","Away_SP","TANSpread","TANFAV"
"872",3,"Iowa","Big Ten","Western Michigan","Mid-American","Iowa -19.3",41,10,74.5,8.1,2.318,57.5,-15.9,-19.3,"Iowa"
"873",3,"Claremont","So. Cal.","George Fox University","Northwest","NA NA",16,7,NA,NA,NA,NA,NA,NA,NA
"874",3,"Georgia","SEC","South Carolina","SEC","Georgia -22.5",24,14,97.5,29.5,2.034,77,3.4,-22.5,"Georgia"
"875",3,"Maine","CAA","Rhode Island","CAA","Maine -2",17,34,45.5,-25,1,44.5,-26,-2,"Maine"
"876",3,"South Dakota State","MVFC","Drake","Pioneer","NA NA",70,7,70,-0.5,1,NA,NA,NA,NA
"877",3,"Connecticut","FBS Independents","Florida International","Conference USA","NA NA",17,24,NA,NA,NA,52.5,-20.9,NA,NA
"878",3,"Oregon State","Pac-12","San Diego State","Mountain West","Oregon State -24.5",26,9,85,14.7,3.012,63.5,-10.5,-24.5,"Oregon State"
"879",3,"Tulsa","American Athletic","Oklahoma","Big 12","Oklahoma -29.5",17,66,58,-14.2,0.982,88.5,16.4,-29.5,"Oklahoma"
"880",3,"Howard","MEAC","Hampton","CAA","Hampton -10",34,35,25.5,-45,1,36.5,-34,-10,"Hampton"
"881",3,"Richmond","CAA","Delaware State","MEAC","NA NA",38,6,51,-19.5,1,NA,NA,NA,NA
"882",3,"North Dakota State","MVFC","Central Arkansas","UAC","North Dakota State -28",49,31,76,5.5,1,49,-21.5,-28,"North Dakota State"
"883",3,"Duke","ACC","Northwestern","Big Ten","Duke -4.2",38,14,74.5,9.5,3.242,73.5,-1.4,-4.2,"Duke"
"884",3,"South Florida","American Athletic","Alabama","SEC","Alabama -32.3",3,17,62,-9.5,2.244,96.5,23.7,-32.3,"Alabama"
"885",3,"Eastern Washington","Big Sky","Southeastern Louisiana","Southland","Eastern Washington -8.5",40,29,65,-5.5,1,57.5,-13,-8.5,"Eastern Washington"
"886",3,"Bryant","Big South-OVC","Brown","Ivy","NA NA",25,29,36.5,-34,1,NA,NA,NA,NA
"887",3,"Charleston Southern","Big South-OVC","William & Mary","CAA","William & Mary -3",7,15,43.5,-27,1,47.5,-23,-3,"William & Mary"
"888",3,"San Diego","Pioneer","Princeton","Ivy","NA NA",12,23,NA,NA,NA,NA,NA,NA,NA
"889",3,"California","Pac-12","Idaho","Big Sky","California -32.6",31,17,76,1.1,2.578,46,-24.5,-32.6,"California"
"890",3,"Northern Arizona","Big Sky","Utah Tech","UAC","NA NA",36,50,46,-24.5,1,NA,NA,NA,NA
"891",3,"Portland State","Big Sky","North American University",NA,"NA NA",91,0,49.5,-21,1,NA,NA,NA,NA
"892",3,"Western State","Rocky Mountain","Colorado State-Pueblo","Rocky Mountain","NA NA",30,14,NA,NA,NA,NA,NA,NA,NA
"893",3,"Fort Lewis","Rocky Mountain","New Mexico Highlands","Rocky Mountain","NA NA",17,31,NA,NA,NA,NA,NA,NA,NA
"894",3,"Alma College","Michigan","Anderson (IN)","Heartland","NA NA",60,14,NA,NA,NA,NA,NA,NA,NA
"895",3,"Christopher Newport","New Jersey","Gettysburg","Centennial","NA NA",49,17,NA,NA,NA,NA,NA,NA,NA
"896",3,"Puget Sound","Northwest","La Verne","So. Cal.","NA NA",21,26,NA,NA,NA,NA,NA,NA,NA
"897",3,"Montana-Western",NA,"Lewis & Clark","Northwest","NA NA",48,13,NA,NA,NA,NA,NA,NA,NA
"898",3,"Ohio State","Big Ten","Western Kentucky","Conference USA","Ohio State -33.6",63,10,96,26.7,2.558,65,-1.5,-33.6,"Ohio State"
"899",3,"Texas A&M","SEC","Louisiana Monroe","Sun Belt","NA NA",47,3,83,15.4,2.438,NA,NA,NA,NA
"900",3,"Southern Mississippi","Sun Belt","Tulane","American Athletic","NA NA",3,21,NA,NA,NA,73.5,4.1,NA,NA
"901",3,"Barton College","South Atlantic","UVA-Wise","South Atlantic","NA NA",28,24,NA,NA,NA,NA,NA,NA,NA
"902",3,"Worcester Polytechnic","NEWMAC","Rensselaer","Liberty League","NA NA",0,25,NA,NA,NA,NA,NA,NA,NA
"903",3,"Michigan State","Big Ten","Washington","Pac-12","Washington -23.1",7,41,67.5,-6.9,1.938,92.5,18.6,-23.1,"Washington"
"904",3,"Kennesaw State","FCS Independents","Furman","Southern","Kennesaw State -9",28,31,57.5,-13,1,49.5,-21,-9,"Kennesaw State"
"905",3,"Arkansas-Pine Bluff","SWAC","Miles","SIAC","NA NA",21,20,50,-25,1,NA,NA,NA,NA
"906",3,"UCLA","Pac-12","North Carolina Central","MEAC","NA NA",59,7,81.5,7.9,2.096,NA,NA,NA,NA
"907",3,"Washington State","Pac-12","Northern Colorado","Big Sky","Washington State -44.3",64,21,79.5,4.6,3.292,38.5,-32,-44.3,"Washington State"
"908",3,"Savannah State","SIAC","Clark Atlanta","SIAC","NA NA",28,21,NA,NA,NA,NA,NA,NA,NA
"909",3,"Butler","Pioneer","Wabash College","North Coast","NA NA",47,21,NA,NA,NA,NA,NA,NA,NA
"910",3,"Chattanooga","Southern","The Citadel","Southern","Chattanooga -18",48,3,55,-15.5,1,38,-32.5,-18,"Chattanooga"
"911",3,"Idaho State","Big Sky","Northern Iowa","MVFC","Northern Iowa -24",17,41,39,-31.5,1,64,-6.5,-24,"Northern Iowa"
"912",3,"Eastern Kentucky","UAC","Western Carolina","Southern","Eastern Kentucky -9.5",24,27,52,-18.5,1,43.5,-27,-9.5,"Eastern Kentucky"
"913",3,"Merrimack","NEC","Virginia Lynchburg",NA,"NA NA",44,0,NA,NA,NA,NA,NA,NA,NA
"914",3,"Delaware","CAA","St Francis (PA)","NEC","NA NA",42,14,47,-23.5,1,NA,NA,NA,NA
"915",3,"Morgan State","MEAC","Towson","CAA","Towson -19",10,20,23.5,-47,1,43.5,-27,-19,"Towson"
"916",3,"Wittenberg","North Coast","Kenyon","North Coast","NA NA",56,17,NA,NA,NA,NA,NA,NA,NA
"917",3,"Ohio Northern","Ohio","Heidelberg","Ohio","NA NA",14,35,NA,NA,NA,NA,NA,NA,NA
"918",3,"Brevard College","USA South","Averett","Old Dominion","NA NA",14,17,NA,NA,NA,NA,NA,NA,NA
"919",3,"Allen","SIAC","Kentucky State","SIAC","NA NA",34,30,NA,NA,NA,NA,NA,NA,NA
"920",3,"Fort Valley State","SIAC","Edward Waters","SIAC","NA NA",34,31,NA,NA,NA,NA,NA,NA,NA
"921",3,"Winston-Salem","CIAA","Elizabeth City State","CIAA","NA NA",24,7,NA,NA,NA,NA,NA,NA,NA
"922",3,"Rowan","New Jersey","Ursinus","Centennial","NA NA",21,44,NA,NA,NA,NA,NA,NA,NA
"923",3,"Wofford","Southern","Presbyterian College","Pioneer","NA NA",20,23,37.5,-33,1,NA,NA,NA,NA
"924",3,"Tennessee State","Big South-OVC","Gardner-Webb","Big South-OVC","Gardner-Webb -0.5",27,25,36.5,-34,1,38,-32.5,-0.5,"Gardner-Webb"
"925",3,"Elon","CAA","North Carolina A&T","CAA","Elon -7",27,3,48,-22.5,1,42,-28.5,-7,"Elon"
"926",3,"New Hampshire","CAA","Dartmouth","Ivy","NA NA",24,7,40,-30.5,1,NA,NA,NA,NA
"927",3,"Florida A&M","SWAC","West Florida","Gulf South","NA NA",31,10,46,-24.5,1,NA,NA,NA,NA
"928",3,"Fayetteville State","CIAA","Lincoln (PA)","CIAA","NA NA",20,17,NA,NA,NA,NA,NA,NA,NA
"929",3,"Johnson C Smith","CIAA","Bluefield","Independent DII","NA NA",30,13,NA,NA,NA,NA,NA,NA,NA
"930",3,"Lenoir-Rhyne","South Atlantic","Erskine","South Atlantic","NA NA",62,0,NA,NA,NA,NA,NA,NA,NA
"931",3,"Indianapolis","Great Lakes","Wayne State (MI)","GLIAC","NA NA",21,7,NA,NA,NA,NA,NA,NA,NA
"932",3,"Wingate","South Atlantic","Tusculum","South Atlantic","NA NA",21,23,NA,NA,NA,NA,NA,NA,NA
"933",3,"Slippery Rock","Pennsylvania State Athletic","Millersville","Pennsylvania State Athletic","NA NA",42,21,NA,NA,NA,NA,NA,NA,NA
"934",3,"Newberry","South Atlantic","Emory & Henry","South Atlantic","NA NA",25,23,NA,NA,NA,NA,NA,NA,NA
"935",3,"St. Augustine's","CIAA","Virginia State","CIAA","NA NA",12,55,NA,NA,NA,NA,NA,NA,NA
"936",3,"Catawba","South Atlantic","Mars Hill","South Atlantic","NA NA",20,35,NA,NA,NA,NA,NA,NA,NA
"937",3,"Charlotte","American Athletic","Georgia State","Sun Belt","Georgia State -5.5",25,41,55.5,-22.1,2.022,63,-9.4,-5.5,"Georgia State"
"938",3,"Livingstone","CIAA","Virginia Union","CIAA","NA NA",20,28,NA,NA,NA,NA,NA,NA,NA
"939",3,"UCF","Big 12","Villanova","CAA","UCF -24.2",48,14,81,4.5,2.708,59.5,-11,-24.2,"UCF"
"940",3,"Western Illinois","MVFC","Lindenwood","Big South-OVC","NA NA",40,43,NA,NA,NA,NA,NA,NA,NA
"941",3,"Coastal Carolina","Sun Belt","Duquesne","NEC","Coastal Carolina -27",66,7,63,-2.9,2.044,38,-32.5,-27,"Coastal Carolina"
"942",3,"Lincoln (MO)","Independent DII","Washburn","Mid America","NA NA",10,24,NA,NA,NA,NA,NA,NA,NA
"943",3,"Lake Erie College","Great Midwest Athletic","Findlay","Great Midwest Athletic","NA NA",3,45,NA,NA,NA,NA,NA,NA,NA
"944",3,"Ashland","Great Midwest Athletic","Hillsdale","Great Midwest Athletic","NA NA",38,14,NA,NA,NA,NA,NA,NA,NA
"945",3,"Augustana (IL)","CCIW","Elmhurst","CCIW","NA NA",74,6,NA,NA,NA,NA,NA,NA,NA
"946",3,"Southern","SWAC","Alabama A&M","SWAC","Alabama A&M -4",20,10,33.5,-37,1,38.5,-32,-4,"Alabama A&M"
"947",3,"Rice","American Athletic","Texas Southern","SWAC","Rice -38.1",59,7,63.5,-8.3,2.572,28,-42.5,-38.1,"Rice"
"948",3,"Middle Tennessee","Conference USA","Murray State","MVFC","Middle Tennessee -21.6",35,14,60,-9.4,3.586,42,-28.5,-21.6,"Middle Tennessee"
"949",3,"Arkansas State","Sun Belt","Stony Brook","CAA","Arkansas State -21.7",31,7,64.5,-7.5,2.65,45.5,-25,-21.7,"Arkansas State"
"950",3,"Northern State","Northern Sun","University of Mary","Northern Sun","NA NA",41,10,NA,NA,NA,NA,NA,NA,NA
"951",3,"Wayne State (NE)","Northern Sun","Southwest Minnesota State","Northern Sun","NA NA",49,10,NA,NA,NA,NA,NA,NA,NA
"952",3,"Case Western Reserve","Presidents'","Grove City College","Presidents'","NA NA",24,27,NA,NA,NA,NA,NA,NA,NA
"953",3,"Thomas More",NA,"Ohio Dominican","Great Midwest Athletic","NA NA",18,17,NA,NA,NA,NA,NA,NA,NA
"954",3,"Southern Oregon",NA,"Willamette","Northwest","NA NA",49,7,NA,NA,NA,NA,NA,NA,NA
"955",3,"Delta State","Gulf South","Mississippi Valley State","SWAC","NA NA",35,7,NA,NA,NA,NA,NA,NA,NA
"956",3,"Texas Tech","Big 12","Tarleton State","UAC","Texas Tech -38",41,3,78,3.7,3.046,43,-27.5,-38,"Texas Tech"
"957",3,"Southeast Missouri State","Big South-OVC","Southern Illinois","MVFC","NA NA",25,26,63,-7.5,NA,61,-9.5,NA,NA
"958",3,"UT Martin","Big South-OVC","Houston Christian","Southland","NA NA",66,7,51,-19.5,1,NA,NA,NA,NA
"959",3,"Northwestern State","Southland","Stephen F. Austin","UAC","Stephen F. Austin -19",7,41,36,-34.5,1,56,-14.5,-19,"Stephen F. Austin"
"960",3,"Arkansas Tech","Great American","Henderson State","Great American","NA NA",24,27,NA,NA,NA,NA,NA,NA,NA
"961",3,"Northeastern State","Mid America","Emporia State","Mid America","NA NA",0,38,NA,NA,NA,NA,NA,NA,NA
"962",3,"Tennessee Tech","Big South-OVC","North Alabama","UAC","North Alabama -8.5",7,20,31.5,-39,1,41,-29.5,-8.5,"North Alabama"
"963",3,"North Greenville","Gulf South","West Alabama","Gulf South","NA NA",23,16,NA,NA,NA,NA,NA,NA,NA
"964",3,"SMU","American Athletic","Prairie View","SWAC","NA NA",69,0,80,10.5,3.014,NA,NA,NA,NA
"965",3,"Valdosta State","Gulf South","Keiser University",NA,"NA NA",49,25,NA,NA,NA,NA,NA,NA,NA
"966",3,"Kentucky Wesleyan","Great Midwest Athletic","Walsh","Great Midwest Athletic","NA NA",31,28,NA,NA,NA,NA,NA,NA,NA
"967",3,"Austin Peay","UAC","East Tennessee State","Southern","Austin Peay -14.5",63,3,50,-20.5,1,36.5,-34,-14.5,"Austin Peay"
"968",3,"Harding","Great American","Arkansas-Monticello","Great American","NA NA",59,19,NA,NA,NA,NA,NA,NA,NA
"969",3,"Texas Lutheran","American Southwest","Ave Maria",NA,"NA NA",14,27,NA,NA,NA,NA,NA,NA,NA
"970",3,"Ohio Wesleyan","North Coast","Wooster","North Coast","NA NA",49,20,NA,NA,NA,NA,NA,NA,NA
"971",3,"Northwestern Oklahoma State","Great American","Southern Nazarene","Great American","NA NA",29,42,NA,NA,NA,NA,NA,NA,NA
"972",3,"Ouachita Baptist","Great American","Southern Arkansas","Great American","NA NA",52,24,NA,NA,NA,NA,NA,NA,NA
"973",3,"Southwestern Oklahoma","Great American","East Central","Great American","NA NA",13,24,NA,NA,NA,NA,NA,NA,NA
"974",3,"Alcorn State","SWAC","McNeese","Southland","McNeese -8",17,3,38,-32.5,1,47,-23.5,-8,"McNeese"
"975",3,"Oklahoma State","Big 12","South Alabama","Sun Belt","Oklahoma State -8.8",7,33,77.5,5.9,2.812,71.5,3,-8.8,"Oklahoma State"
"976",3,"Florida","SEC","Tennessee","SEC","Tennessee -4",29,16,79.5,5.9,2.5,86,13,-4,"Tennessee"
"977",3,"Cincinnati","Big 12","Miami (OH)","Mid-American","NA NA",24,31,71.5,-7.2,2.472,NA,NA,NA,NA
"978",3,"UAB","American Athletic","Louisiana","Sun Belt","Louisiana -1",21,41,64,-15.2,3.524,68.5,0.3,-1,"Louisiana"
"979",3,"Troy","Sun Belt","James Madison","Sun Belt","Troy -3.1",14,16,79.5,10.4,1.62,78,13.3,-3.1,"Troy"
"980",3,"Toledo","Mid-American","San José State","Mountain West","NA NA",21,17,71,4,2.722,NA,NA,NA,NA
"981",3,"UNLV","Mountain West","Vanderbilt","SEC","UNLV -10.9",40,37,70,2,1.882,61,-13.7,-10.9,"UNLV"
"982",3,"Nebraska","Big Ten","Northern Illinois","Mid-American","Nebraska -11.1",35,11,74,0.1,1.642,64.5,-6.7,-11.1,"Nebraska"
"983",3,"Louisiana Tech","Conference USA","North Texas","American Athletic","North Texas -3.8",37,40,56,-12.5,2.7,62.5,-7.2,-3.8,"North Texas"
"984",3,"Auburn","SEC","Samford","Southern","Auburn -36.8",45,13,81,8.1,2.788,47,-23.5,-36.8,"Auburn"
"985",3,"Arkansas","SEC","BYU","Big 12","Arkansas -5.4",31,38,73.5,2.7,2.922,71,-3.7,-5.4,"Arkansas"
"986",3,"Michigan","Big Ten","Bowling Green","Mid-American","Michigan -35.2",31,6,96.5,32.1,3.164,64.5,-5.9,-35.2,"Michigan"
"987",3,"Kentucky","SEC","Akron","Mid-American","Kentucky -30.2",35,3,80,9.3,2.744,52.5,-21.6,-30.2,"Kentucky"
"988",3,"Ole Miss","SEC","Georgia Tech","ACC","Ole Miss -16.2",48,23,88,16,2.204,74,-1.3,-16.2,"Ole Miss"
"989",3,"Concordia-St. Paul","Northern Sun","Augustana (SD)","Northern Sun","NA NA",16,24,NA,NA,NA,NA,NA,NA,NA
"990",3,"Purdue","Big Ten","Syracuse","ACC","Purdue -5.3",20,35,71,-7.4,1.254,67,-1,-5.3,"Purdue"
"991",3,"West Virginia","Big 12","Pittsburgh","ACC","West Virginia -9.9",17,6,78.5,5.4,2.876,71.5,-6.9,-9.9,"West Virginia"
"992",3,"Oklahoma Baptist","Great American","Southeastern Oklahoma","Great American","NA NA",36,3,NA,NA,NA,NA,NA,NA,NA
"993",3,"Montana","Big Sky","Ferris State","GLIAC","NA NA",17,10,65.5,-5,1,NA,NA,NA,NA
"994",3,"Abilene Christian","UAC","Incarnate Word","Southland","Incarnate Word -13.5",20,27,43,-27.5,1,57.5,-13,-13.5,"Incarnate Word"
"995",3,"Stanford","Pac-12","Sacramento State","Big Sky","Stanford -2.5",23,30,61.5,-12.3,1.536,60.5,-10,-2.5,"Stanford"
"996",3,"Western New Mexico","Lone Star","Texas A&M-Kingsville","Lone Star","NA NA",9,30,NA,NA,NA,NA,NA,NA,NA
"997",3,"Fort Hays State","Mid America","Northwest Missouri State","Mid America","NA NA",17,6,NA,NA,NA,NA,NA,NA,NA
"998",3,"Black Hills State","Rocky Mountain","Chadron State","Rocky Mountain","NA NA",55,19,NA,NA,NA,NA,NA,NA,NA
"999",3,"New Mexico","Mountain West","New Mexico State","Conference USA","New Mexico State -8.9",17,27,57,-16.8,0.616,66.5,1,-8.9,"New Mexico State"
"1000",3,"Clemson","ACC","Florida Atlantic","American Athletic","Clemson -26.7",48,14,87.5,10.9,2.236,63,-9.9,-26.7,"Clemson"
"1001",3,"West Texas A&M","Lone Star","Midwestern State","Lone Star","NA NA",23,0,NA,NA,NA,NA,NA,NA,NA
"1002",3,"Mississippi College","Gulf South","West Georgia","Gulf South","NA NA",35,38,NA,NA,NA,NA,NA,NA,NA
"1003",3,"Oregon","Pac-12","Hawai'i","Mountain West","Oregon -41.2",55,10,95.5,25,2.246,56.5,-16.7,-41.2,"Oregon"
"1004",3,"Houston","Big 12","TCU","Big 12","TCU -9",13,36,69.5,-8.3,1.51,80,7.5,-9,"TCU"
"1005",3,"Cal Poly","Big Sky","Lincoln University (CA)",NA,"NA NA",41,20,34.5,-36,1,NA,NA,NA,NA
"1006",3,"Texas","Big 12","Wyoming","Mountain West","Texas -27.2",31,10,94.5,24.6,2.748,70,-3.8,-27.2,"Texas"
"1007",3,"Texas State","Sun Belt","Jackson State","SWAC","Texas State -24.8",77,34,67.5,-4,2.25,45,-25.5,-24.8,"Texas State"
"1008",3,"Central Washington","Lone Star","Angelo State","Lone Star","NA NA",27,24,NA,NA,NA,NA,NA,NA,NA
"1009",3,"UC Davis","Big Sky","Southern Utah","UAC","UC Davis -21.5",23,21,54,-16.5,1,33.5,-37,-21.5,"UC Davis"
"1010",3,"Redlands","So. Cal.","Linfield","Northwest","NA NA",10,17,NA,NA,NA,NA,NA,NA,NA
"1011",3,"Chapman","So. Cal.","Whitworth","Northwest","NA NA",17,24,NA,NA,NA,NA,NA,NA,NA
"1012",3,"Pomona-Pitzer","So. Cal.","Pacific (OR)","Northwest","NA NA",24,17,NA,NA,NA,NA,NA,NA,NA
"1013",3,"Colorado","Pac-12","Colorado State","Mountain West","Colorado -12",43,35,71,-5.4,2.506,61.5,-9.1,-12,"Colorado"
"1014",3,"Arizona State","Pac-12","Fresno State","Mountain West","Fresno State -1.9",0,29,65,-11.9,2.558,69.5,0.5,-1.9,"Fresno State"
"1015",3,"Nevada","Mountain West","Kansas","Big 12","Kansas -26.3",24,31,54,-22.4,2.71,83,9.3,-26.3,"Kansas"
"1016",3,"Arizona","Pac-12","UTEP","Conference USA","Arizona -33.5",31,10,86,12.1,2.04,54.5,-15.9,-33.5,"Arizona"
"1017",4,"Franklin & Marshall","Centennial","College of New Jersey","New Jersey","NA NA",34,9,NA,NA,NA,NA,NA,NA,NA
"1018",4,"Alabama A&M","SWAC","Arkansas-Pine Bluff","SWAC","Arkansas-Pine Bluff -10.5",31,24,38.5,-32,1,50,-25,-10.5,"Arkansas-Pine Bluff"
"1019",4,"Coastal Carolina","Sun Belt","Georgia State","Sun Belt","Coastal Carolina -2",17,30,63,-2.9,2.044,63,-9.4,-2,"Coastal Carolina"
"1020",4,"Purdue","Big Ten","Wisconsin","Big Ten","Wisconsin -5.7",17,38,71,-7.4,1.254,78,9.9,-5.7,"Wisconsin"
"1021",4,"Harvard","Ivy","Brown","Ivy","NA NA",34,31,NA,NA,NA,NA,NA,NA,NA
"1022",4,"Endicott College","Commonwealth Coast","Hardin-Simmons","American Southwest","NA NA",37,10,NA,NA,NA,NA,NA,NA,NA
"1023",4,"Virginia","ACC","NC State","ACC","NC State -6.3",21,24,69.5,-10.3,3.21,79,9.4,-6.3,"NC State"
"1024",4,"San José State","Mountain West","Air Force","Mountain West","NA NA",20,45,NA,NA,NA,72,5.2,NA,NA
"1025",4,"San Diego State","Mountain West","Boise State","Mountain West","Boise State -11.4",31,34,63.5,-10.5,2.12,77,7.4,-11.4,"Boise State"
"1026",4,"Troy","Sun Belt","Western Kentucky","Conference USA","Troy -16.1",27,24,79.5,10.4,1.62,65,-1.5,-16.1,"Troy"
"1027",4,"Syracuse","ACC","Army","FBS Independents","Syracuse -9.4",29,16,67,-1,2.892,60.5,-5.2,-9.4,"Syracuse"
"1028",4,"Marshall","Sun Belt","Virginia Tech","ACC","Virginia Tech -9.9",24,17,65.5,-8.2,1.62,77,4.7,-9.9,"Virginia Tech"
"1029",4,"Clemson","ACC","Florida State","ACC","Clemson -4.2",24,31,87.5,10.9,2.236,85.5,23.7,-4.2,"Clemson"
"1030",4,"Vanderbilt","SEC","Kentucky","SEC","Kentucky -17.9",28,45,61,-13.7,1.096,80,9.3,-17.9,"Kentucky"
"1031",4,"TCU","Big 12","SMU","American Athletic","TCU -2.1",34,17,80,7.5,2.1,80,10.5,-2.1,"TCU"
"1032",4,"Shepherd","Pennsylvania State Athletic","Kutztown","Pennsylvania State Athletic","NA NA",3,20,NA,NA,NA,NA,NA,NA,NA
"1033",4,"Davenport","GLIAC","William Jewell College","Great Lakes","NA NA",55,27,NA,NA,NA,NA,NA,NA,NA
"1034",4,"Southern Connecticut State","Northeast 10","Bentley","Northeast 10","NA NA",6,13,NA,NA,NA,NA,NA,NA,NA
"1035",4,"Merchant Marine","NEWMAC","SUNY Maritime","NEWMAC","NA NA",36,19,NA,NA,NA,NA,NA,NA,NA
"1036",4,"Belhaven College","USA South","Greensboro","USA South","NA NA",34,0,NA,NA,NA,NA,NA,NA,NA
"1037",4,"UMass Dartmouth","MSCAC","Worcester State College","MSCAC","NA NA",59,0,NA,NA,NA,NA,NA,NA,NA
"1038",4,"Wittenberg","North Coast","Alma College","Michigan","NA NA",28,48,NA,NA,NA,NA,NA,NA,NA
"1039",4,"Hope","Michigan","Northwestern (MN)","Upper Midwest","NA NA",54,17,NA,NA,NA,NA,NA,NA,NA
"1040",4,"Princeton","Ivy","Bryant","Big South-OVC","NA NA",13,16,NA,NA,NA,36.5,-34,NA,NA
"1041",4,"Michigan","Big Ten","Rutgers","Big Ten","Michigan -26.7",31,7,96.5,32.1,3.164,73,2.3,-26.7,"Michigan"
"1042",4,"Northern Illinois","Mid-American","Tulsa","American Athletic","Northern Illinois -7.5",14,22,64.5,-6.7,0.968,58,-14.2,-7.5,"Northern Illinois"
"1043",4,"Brockport State (NY)","Empire 8","Lycoming","Landmark Conference","NA NA",59,3,NA,NA,NA,NA,NA,NA,NA
"1044",4,"Albion","Michigan","Wisconsin-Stevens Point","Wisconsin","NA NA",30,7,NA,NA,NA,NA,NA,NA,NA
"1045",4,"MIT","NEWMAC","Salve Regina","Commonwealth Coast","NA NA",7,34,NA,NA,NA,NA,NA,NA,NA
"1046",4,"Framingham State","MSCAC","Westfield State","MSCAC","NA NA",9,8,NA,NA,NA,NA,NA,NA,NA
"1047",4,"Cincinnati","Big 12","Oklahoma","Big 12","Oklahoma -14.5",6,20,71.5,-7.2,2.472,88.5,16.4,-14.5,"Oklahoma"
"1048",4,"Texas A&M","SEC","Auburn","SEC","Texas A&M -4.4",27,10,83,15.4,2.438,81,8.1,-4.4,"Texas A&M"
"1049",4,"St Francis (PA)","NEC","Sacred Heart","NEC","NA NA",34,37,NA,NA,NA,NA,NA,NA,NA
"1050",4,"Yale","Ivy","Cornell","Ivy","NA NA",21,23,49.5,-21,1,NA,NA,NA,NA
"1051",4,"Stetson","Pioneer","Butler","Pioneer","NA NA",18,28,NA,NA,NA,NA,NA,NA,NA
"1052",4,"Hiram","North Coast","Denison","North Coast","NA NA",24,55,NA,NA,NA,NA,NA,NA,NA
"1053",4,"Walsh","Great Midwest Athletic","Thomas More",NA,"NA NA",10,26,NA,NA,NA,NA,NA,NA,NA
"1054",4,"Utica","Empire 8","Curry","Commonwealth Coast","NA NA",31,7,NA,NA,NA,NA,NA,NA,NA
"1055",4,"Albright","Mid Atlantic","FDU-Florham","Mid Atlantic","NA NA",6,14,NA,NA,NA,NA,NA,NA,NA
"1056",4,"Wheeling Jesuit","Mountain East","Concord","Mountain East","NA NA",44,27,NA,NA,NA,NA,NA,NA,NA
"1057",4,"Notre Dame College","Mountain East","Fairmont State","Mountain East","NA NA",14,17,NA,NA,NA,NA,NA,NA,NA
"1058",4,"Edinboro","Pennsylvania State Athletic","California (PA)","Pennsylvania State Athletic","NA NA",10,31,NA,NA,NA,NA,NA,NA,NA
"1059",4,"Millersville","Pennsylvania State Athletic","West Chester","Pennsylvania State Athletic","NA NA",23,14,NA,NA,NA,NA,NA,NA,NA
"1060",4,"Columbia","Ivy","Georgetown","Patriot","NA NA",30,0,NA,NA,NA,NA,NA,NA,NA
"1061",4,"Alderson-Broaddus","Mountain East","Frostburg State","Mountain East","NA NA",0,0,NA,NA,NA,NA,NA,NA,NA
"1062",4,"Missouri Western","Mid America","Fort Hays State","Mid America","NA NA",28,7,NA,NA,NA,NA,NA,NA,NA
"1063",4,"Lebanon Valley","Mid Atlantic","Eastern University","Mid Atlantic","NA NA",45,7,NA,NA,NA,NA,NA,NA,NA
"1064",4,"Allegheny","Presidents'","Bethany (WV)","Presidents'","NA NA",31,20,NA,NA,NA,NA,NA,NA,NA
"1065",4,"Colby","NESCAC","Trinity (CT)","NESCAC","NA NA",7,48,NA,NA,NA,NA,NA,NA,NA
"1066",4,"Wesleyan","NESCAC","Middlebury","NESCAC","NA NA",24,21,NA,NA,NA,NA,NA,NA,NA
"1067",4,"Alfred State College","ECFC","Hilbert College","North Coast","NA NA",48,7,NA,NA,NA,NA,NA,NA,NA
"1068",4,"Waynesburg","Presidents'","Westminster PA","Presidents'","NA NA",20,31,NA,NA,NA,NA,NA,NA,NA
"1069",4,"Amherst College","NESCAC","Hamilton","NESCAC","NA NA",17,14,NA,NA,NA,NA,NA,NA,NA
"1070",4,"Lawrence","Midwest","Minnesota-Morris","Upper Midwest","NA NA",22,38,NA,NA,NA,NA,NA,NA,NA
"1071",4,"Mass Maritime","MSCAC","Fitchburg State","MSCAC","NA NA",21,3,NA,NA,NA,NA,NA,NA,NA
"1072",4,"Catholic University","Landmark Conference","Alfred","Empire 8","NA NA",6,9,NA,NA,NA,NA,NA,NA,NA
"1073",4,"Susquehanna","Landmark Conference","Western New England","Commonwealth Coast","NA NA",26,18,NA,NA,NA,NA,NA,NA,NA
"1074",4,"Methodist","USA South","Southern Virginia","USA South","NA NA",27,21,NA,NA,NA,NA,NA,NA,NA
"1075",4,"LaGrange College","USA South","Huntingdon","USA South","NA NA",6,41,NA,NA,NA,NA,NA,NA,NA
"1076",4,"Bowdoin","NESCAC","Williams","NESCAC","NA NA",20,0,NA,NA,NA,NA,NA,NA,NA
"1077",4,"Union","Liberty League","Montclair State","New Jersey","NA NA",43,7,NA,NA,NA,NA,NA,NA,NA
"1078",4,"University of New England","Commonwealth Coast","Rochester","Liberty League","NA NA",27,29,NA,NA,NA,NA,NA,NA,NA
"1079",4,"Crown College","Upper Midwest","Austin College","American Southwest","NA NA",23,34,NA,NA,NA,NA,NA,NA,NA
"1080",4,"Central State","SIAC","Allen","SIAC","NA NA",28,34,NA,NA,NA,NA,NA,NA,NA
