CFBDataID,player,player_id,DraftYear,position,team_name,CFBDTeamNme,PlayerTeamHelper,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
4565303,Katravis Marsh,123289,2024,QB,USF,South Florida,Katravis MarshSouth Florida,4,57.5,40,41,13.5,2.34,0,1,2.4,48.8,20,0,3,13,43,3,13,327,36.2,46.1,49.6,42.3,1,3,44,0,0,43.9,0,0,2,0,0,1,3,6.8,231,5.6
4567748,Sam Huard,146463,2025,QB,WASHINGTON,Washington,Sam HuardWashington,4,61,41,41,10.8,2.61,0,1,2.2,51.2,21,0,8,16,43,4,9,340,29.5,43.2,43.1,58.6,0,4,47,0,25,37,4.7,2,0,0,0,1,6,12.8,233,5.7
4244804,Preston Hutchinson,60370,2025,QB,E MICHIGAN,Eastern Michigan,Preston HutchinsonEastern Michigan,5,68.4,38,39,11.4,2.72,1,2,4.9,56.4,22,0,9,15.4,48,4,9,160,74.6,69.4,70.6,60.8,0,2,51,0,22.2,58.1,4.2,2,7,0,0,1,2,3.9,204,5.2
4429516,Doug Brumfield,128348,2024,QB,UNLV,UNLV,Doug BrumfieldUNLV,3,64.9,37,39,12.2,3.27,0,1,2.4,43.6,17,0,29,29.2,51,7,18,325,72.3,81.1,68,89.1,2,1,54,2,13.8,79,7.8,4,8,0,0,2,2,3.7,320,8.2
4374334,Luke Zban,82147,2023,QB,MARSHALL,Marshall,Luke ZbanMarshall,4,78.4,37,39,4.8,2.52,0,1,2.4,66.7,26,0,9,10.3,43,3,11,214,76,69.8,65.8,66.4,1,2,46,0,33.3,80,7,3,1,0,1,2,1,2.2,249,6.4
4433971,Kyle McCord,145053,2025,QB,OHIO STATE,Ohio State,Kyle McCordOhio State,5,69.4,36,38,8.6,2.52,1,0,0,65.8,25,0,11,0,44,0,14,260,38.3,58.9,54.8,63.8,0,2,46,0,36.4,98.1,9.1,4,1,0,1,2,2,4.3,416,10.9
4597679,Luke Altmyer,146802,2025,QB,OLE MISS,Ole Miss,Luke AltmyerOle Miss,4,60.6,33,38,10.2,2.92,2,4,10,52.6,20,0,22,0,53,0,11,226,71.7,60.8,65.1,54.6,0,2,55,1,36.4,53.8,15.1,8,7,0,3,1,1,1.8,192,5.1
4613155,Connor Cigelske,122433,2024,QB,GA SOUTHRN,Georgia Southern,Connor CigelskeGeorgia Southern,2,65.7,35,38,6.9,2.8,2,0,0,57.9,22,0,19,4.3,48,1,13,174,74.1,55.5,51.6,60.8,1,1,49,0,21.1,64.5,8.3,4,6,0,0,0,2,4.1,229,6
4258236,Nick Tronti,60409,2022,QB,FAU,Florida Atlantic,Nick TrontiFlorida Atlantic,5,69.7,33,36,9.1,2.63,1,2,5.1,52.8,19,0,11,17.4,45,4,11,165,27,65,62.6,63.8,0,1,48,0,45.5,57.9,11.1,5,4,0,2,0,2,4.2,202,5.6
4697625,Victor Gabalis,131932,2024,QB,WASH STATE,Washington State,Victor GabalisWashington State,3,59.4,32,36,8.3,2.26,3,2,5.3,50,18,0,11,5.3,41,1,5,341,33.8,43.2,44.7,52.4,0,0,43,0,36.4,85.3,9.8,4,1,0,1,2,2,4.7,199,5.5
4360176,Ike Ogbogu,77653,2023,QB,HOUSTON,Houston,Ike OgboguHouston,5,60,35,36,9.3,2.46,0,3,7.7,55.6,20,0,8,4.8,40,1,17,182,71.9,59.9,64.8,51.3,1,1,43,2,25,85,5,2,2,0,0,2,2,4.7,256,7.1
4565358,Hunter Dekkers,122511,2024,QB,IOWA STATE,Iowa State,Hunter DekkersIowa State,4,68.6,35,36,7.9,2.62,1,1,2.6,55.6,20,0,11,16.7,37,4,12,193,69.8,55.3,45,85.1,0,1,39,0,0,77.7,0,0,1,0,0,2,1,2.6,193,5.4
4428993,Haynes King,124329,2024,QB,TEXAS A&M,Texas A&M,Haynes KingTexas A&M,2,68.6,35,35,11.4,2.97,0,1,2.8,62.9,22,0,13,8.3,39,2,17,312,70.3,72.6,67.8,71.9,0,3,40,0,15.4,73.5,5.1,2,2,0,0,2,1,2.5,300,8.6
4431513,Tyler Buchner,147472,2025,QB,NOTRE DAME,Notre Dame,Tyler BuchnerNotre Dame,10,72.7,33,35,6.9,2.53,1,1,2.5,60,21,0,10,12.5,38,3,16,258,42.7,71.7,48.9,78.6,1,3,43,0,10,80.4,2.6,1,2,0,0,3,5,11.6,298,8.5
4431397,Logan Smothers,129713,2025,QB,NEBRASKA,Nebraska,Logan SmothersNebraska,5,80.6,31,34,10.7,3.12,0,2,5.7,67.6,23,0,13,8,43,2,13,238,38.6,76,90.8,55.3,0,1,44,3,15.4,85,4.7,2,7,0,3,0,1,2.3,317,9.3
4710001,CJ Montes,146114,2025,QB,NEW MEXICO,New Mexico,CJ MontesNew Mexico,3,45.2,31,34,8.5,2.77,0,0,0,29.4,10,0,19,28.6,48,4,2,241,27.1,26.9,27.5,41,0,2,51,1,57.9,15.1,22.9,11,2,0,3,0,3,5.9,39,1.1
4241635,Josh Adkins,60483,2022,QB,UTSA,UT San Antonio,Josh AdkinsUT San Antonio,6,62.5,32,33,10.3,2.62,0,0,0,54.5,18,0,19,10,42,2,11,331,70.5,65.2,64.7,59.4,1,0,44,0,31.6,92,14.3,6,3,0,0,2,1,2.3,192,5.8
4426687,Johnathan Bennett,104158,2024,QB,LIBERTY,Liberty,Johnathan BennettLiberty,8,53.6,28,33,18,2.95,1,5,13.9,45.5,15,0,15,0,34,0,11,206,69.7,68.7,68.6,58.6,1,2,37,0,0,92,0,0,1,0,3,4,2,5.4,299,9.1
4240901,Connor Blumrick,60558,2023,QB,VA TECH,Virginia Tech,Connor BlumrickVirginia Tech,4,62.1,29,31,6.7,2.86,0,1,3,51.6,16,0,17,11.1,39,2,9,337,45.2,60.5,41.7,69.5,0,0,41,0,35.3,87,15.4,6,2,0,2,2,3,7.3,152,4.9
4360738,Jack West,83558,2022,QB,STANFORD,Stanford,Jack WestStanford,3,69,29,30,6.4,3.02,1,0,0,66.7,20,0,19,0,40,0,9,300,69,45.2,49,50.8,0,3,41,1,36.8,36.8,17.5,7,3,0,0,0,2,4.9,135,4.5
4429088,Drew Pyne,122910,2024,QB,NOTRE DAME,Notre Dame,Drew PyneNotre Dame,2,57.1,28,30,10.5,3.17,1,0,0,50,15,0,9,6.3,36,1,14,258,68.6,63.2,63.2,58.5,0,0,36,0,33.3,97.1,8.3,3,3,0,1,2,0,0,224,7.5
4431387,Evan Simon,129906,2025,QB,RUTGERS,Rutgers,Evan SimonRutgers,5,65.4,26,29,7.6,2.45,0,1,3.2,58.6,17,0,7,0,31,0,6,278,71.2,42.8,41.8,55.9,0,1,33,0,28.6,59.1,6.5,2,0,0,3,0,1,3,157,5.4
4248250,Ryan Glover,109047,2022,QB,CAL,California,Ryan GloverCalifornia,1,55.6,27,29,12.9,2.71,1,2,6.7,37.9,11,0,14,26.7,33,4,3,130,69.5,62.8,60,65.5,0,0,34,0,28.6,47.2,12.1,4,0,0,1,0,0,0,94,3.2
4427313,Ta'Quan Roberson,101625,2023,QB,PENN STATE,Penn State,Ta'Quan RobersonPenn State,3,53.8,26,28,8.9,2.55,0,1,3.6,39.3,11,0,8,21.4,34,3,7,266,38.2,45.5,44.6,54.6,1,2,35,0,25,29.6,5.9,2,4,0,1,1,3,8.6,85,3
4570057,Cole Snyder,97617,2024,QB,RUTGERS,Rutgers,Cole SnyderRutgers,5,72,25,28,4.2,2.35,1,1,3.4,64.3,18,0,5,0,31,0,6,278,73.9,58.6,48.8,68.1,0,0,32,0,20,86.9,3.2,1,1,0,2,1,1,3.1,130,4.6
4567707,Grayson James,145214,2025,QB,FIU,Florida International,Grayson JamesFlorida International,6,73.1,26,27,9,2.64,0,0,0,66.7,18,0,6,5.3,29,1,11,166,69.8,48.8,46.2,61.1,0,0,31,0,16.7,95,3.4,1,1,0,1,1,2,6.5,162,6
4432612,Christian Veilleux,145086,2025,QB,PENN STATE,Penn State,Christian VeilleuxPenn State,2,70.8,24,26,12.5,2.86,0,1,3.8,61.5,16,0,11,5.9,33,1,15,266,33.4,62.2,65.5,55,2,0,33,0,18.2,130,6.1,2,5,0,0,3,1,3,238,9.2
4429847,Garrett Greene,123420,2024,QB,W VIRGINIA,West Virginia,Garrett GreeneWest Virginia,10,73.9,23,26,5.9,2.87,0,1,3.8,61.5,16,0,12,5.9,36,1,10,343,21.7,69.9,51.4,72,1,0,37,0,16.7,76.9,5.6,2,8,0,2,0,2,5.4,147,5.7
4361636,John Paddock,77689,2022,QB,BALL ST,Ball State,John PaddockBall State,2,73.1,26,26,7.8,1.89,0,2,6.7,69.2,18,0,4,5.3,27,1,6,117,68.8,54,53.6,59.4,0,1,31,0,25,64.9,3.7,1,0,0,0,0,1,3.2,132,5.1
4373730,Jabari Laws,82085,2022,QB,ARMY,Army,Jabari LawsArmy,4,83.3,24,24,13.8,2.52,0,5,17.9,79.2,19,0,7,5,28,1,10,114,25.2,71.4,85.2,49.8,0,0,32,0,28.6,158.3,7.1,2,2,0,0,4,1,3.1,306,12.8
4040880,Sam Noyer,40048,2022,QB,OREGON ST,Oregon State,Sam NoyerOregon State,2,50,22,24,10.8,2.84,0,0,0,45.8,11,0,13,0,25,0,5,265,27.3,31.9,29.5,63.5,1,2,25,0,7.7,23.1,4,1,0,0,1,0,2,8,101,4.2
4429950,Knox Kadum,99578,2025,QB,VA TECH,Virginia Tech,Knox KadumVirginia Tech,4,61.9,21,24,8.7,2.65,1,0,0,50,12,0,7,7.7,26,1,8,337,70.6,39.6,29.7,68.3,1,1,27,0,14.3,52.6,3.8,1,1,0,1,0,2,7.4,151,6.3
4427797,Jaren Lewis,99473,2024,QB,KANSAS ST,Kansas State,Jaren LewisKansas State,3,66.7,21,23,5.6,3.16,0,1,3.8,52.2,12,0,11,14.3,25,2,7,199,29.4,41.7,39.8,57.7,0,2,28,0,18.2,51.7,8,2,0,0,2,1,3,10.7,154,6.7
4428439,Collin Schlee,98025,2023,QB,KENT STATE,Kent State,Collin SchleeKent State,8,73.9,23,23,9.7,3.46,0,0,0,69.6,16,0,8,5.9,30,1,11,201,74.2,83,73.9,77.9,0,0,31,0,12.5,108.4,3.3,1,6,0,0,1,0,0,187,8.1
4695616,Isaiah Chavez,128257,2024,QB,NEW MEXICO,New Mexico,Isaiah ChavezNew Mexico,5,81,21,23,8.1,2.79,0,1,4.2,69.6,16,0,10,5.9,28,1,6,241,29.8,45.8,43.4,52.4,0,1,30,0,30,100.6,10.7,3,1,0,2,2,3,10,164,7.1
4430841,Carson Beck,124010,2024,QB,GEORGIA,Georgia,Carson BeckGeorgia,3,55,20,23,12.7,2.46,1,2,8.3,43.5,10,0,6,9.1,24,1,9,173,32.1,66.9,69.6,54.7,2,2,25,0,0,63,0,0,1,0,0,2,1,4,176,7.7
4428887,Davis Beville,99588,2024,QB,PITTSBURGH,Pittsburgh,Davis BevillePittsburgh,3,90,20,22,5.5,3.06,1,1,4.5,77.3,17,0,16,5.6,28,1,9,268,68.6,78.6,74,70.7,0,1,28,0,31.3,101.9,17.9,5,1,0,1,1,1,3.6,207,9.4
4036427,Jacob Huesman,41939,2022,QB,APP STATE,Appalachian State,Jacob HuesmanAppalachian State,4,71.4,21,21,8.7,1.88,0,1,4.8,57.1,12,1,2,20,22,3,7,108,69.3,43.3,41.5,59.4,0,1,23,1,50,68.8,4.5,1,0,0,0,1,3,13,116,5.5
4893657,Gavin Wimsatt,155757,2025,QB,RUTGERS,Rutgers,Gavin WimsattRutgers,4,50,20,21,8.4,3.62,0,0,0,42.9,9,0,7,10,27,1,3,278,69.6,29.6,27.9,59.6,0,2,27,0,28.6,10.7,7.4,2,4,0,1,0,3,11.1,45,2.1
4429463,Jacolby Criswell,122830,2024,QB,N CAROLINA,North Carolina,Jacolby CriswellNorth Carolina,2,70,20,21,11.8,3.17,0,0,0,61.9,13,0,3,7.1,23,1,11,245,28.5,72.6,75.2,59.2,0,0,23,0,0,105.1,0,0,2,0,1,1,0,0,179,8.5
4685040,Justin Ibieta,123220,2025,QB,TULANE,Tulane,Justin IbietaTulane,2,61.9,21,21,9.5,2.78,0,0,0,61.9,13,0,5,0,23,0,9,319,68.8,65.8,53,81.8,0,2,24,0,0,78.8,0,0,2,0,0,2,2,8.3,166,7.9
4430033,Cooper Legas,101286,2024,QB,UTAH ST,Utah State,Cooper LegasUtah State,1,66.7,18,20,14.6,3.06,1,1,4.2,55,11,0,16,8.3,27,1,9,329,70.8,62.5,60,56.1,1,1,31,0,25,96,14.8,4,3,0,0,2,1,3.2,171,8.6
4895117,Jiya Wright,77688,2022,QB,LA MONROE,Louisiana Monroe,Jiya WrightLouisiana Monroe,4,63.2,19,20,13.2,3.29,0,1,4.5,50,10,0,14,16.7,30,2,11,209,27.7,51.5,41,61.7,0,2,32,0,14.3,71.7,6.7,2,8,0,1,2,3,9.4,164,8.2
4708067,Kai Horton,144418,2025,QB,TULANE,Tulane,Kai HortonTulane,4,61.1,18,20,8.5,2.56,1,2,10,40,8,0,10,27.3,25,3,4,319,29.5,52.3,43.6,66.4,1,3,25,0,40,14.2,16,4,1,0,0,0,3,12,88,4.4
4429449,Evan Conley,97783,2024,QB,LOUISVILLE,Louisville,Evan ConleyLouisville,5,66.7,15,19,3.9,2.97,2,0,0,52.6,10,0,7,0,22,0,6,210,67.4,61.4,50,77.3,0,0,22,0,14.3,80.8,4.5,1,2,0,2,1,1,4.5,79,4.2
4594444,Jordan Moore,143865,2025,QB,DUKE,Duke,Jordan MooreDuke,5,55.6,18,19,11.7,2.64,0,3,13.6,47.4,9,0,9,10,25,1,5,154,79.5,67.6,51.7,71.4,1,0,29,1,33.3,79.9,12,3,3,0,0,1,1,3.4,95,5
4426430,Taisun Phommachanh,99577,2024,QB,CLEMSON,Clemson,Taisun PhommachanhClemson,4,68.4,19,19,9.7,2.09,0,0,0,57.9,11,0,2,15.4,19,2,7,140,72.9,73.5,59,78,0,1,21,0,0,74.7,0,0,0,0,0,1,1,4.8,131,6.9
4373314,Nick Patti,77614,2023,QB,PITTSBURGH,Pittsburgh,Nick PattiPittsburgh,6,94.4,18,19,8.2,2.93,0,0,0,73.7,14,0,5,17.6,22,3,12,268,70.9,90.3,85.7,75.6,0,0,23,0,0,98.8,0,0,3,0,1,0,0,0,161,8.5
4362896,TJ McMahon,83521,2024,QB,RICE,Rice,TJ McMahonRice,1,72.2,18,19,11.3,2.24,1,2,9.1,63.2,12,0,7,7.7,19,1,7,275,69.3,71.7,75.9,56.4,0,1,22,1,0,109.8,0,0,0,0,0,2,1,4.5,191,10.1
4686167,Xavier Arline,121831,2024,QB,NAVY,Navy,Xavier ArlineNavy,6,80,10,18,10.1,3.76,0,1,5.3,38.9,7,0,25,12.5,31,1,6,237,29,51.3,67,48.9,0,0,32,1,32,85.9,25.8,8,5,0,8,1,0,0,142,7.9
4360331,Miles Kendrick,77673,2022,QB,KANSAS,Kansas,Miles KendrickKansas,4,70.6,17,18,9.4,3.28,0,2,10.5,66.7,12,0,10,0,23,0,9,198,71.8,76.8,68,72.5,0,1,24,0,0,96.1,0,0,5,0,1,2,1,4.2,106,5.9
4685975,Chance Lovertich,121427,2022,QB,MISS STATE,Mississippi State,Chance LovertichMississippi State,2,76.5,17,18,5.7,2.85,1,0,0,72.2,13,0,4,0,21,0,7,227,67.9,56.2,58.6,55.2,0,0,21,0,0,122.2,0,0,3,0,0,1,0,0,179,9.9
4682565,Tyler Macon,146873,2025,QB,MISSOURI,Missouri,Tyler MaconMissouri,2,75,16,17,6.7,2.47,1,1,5.6,52.9,9,0,5,25,19,3,4,229,73.6,68.1,67.1,62.8,0,0,20,0,20,100.9,5.3,1,1,0,0,1,0,0,143,8.4
4567102,Paul Tyson,98363,2023,QB,ALABAMA,Alabama,Paul TysonAlabama,5,73.3,15,16,9.8,2.76,0,0,0,62.5,10,0,5,9.1,16,1,6,103,24.9,72.6,71.6,60.8,0,0,16,0,0,93.2,0,0,0,0,1,0,1,6.3,150,9.4
4429805,Frank Gore Jr.,121457,2025,HB,SO MISS,Southern Mississippi,Frank Gore Jr.Southern Mississippi,3,66.7,15,16,15.1,2.88,0,4,25,62.5,10,0,6,0,19,0,7,296,90.6,77.4,80.6,76.6,0,1,19,5,0,116.9,0,0,3,0,1,4,1,5.3,189,11.8
4372559,Chase Wolf,51692,2023,QB,WISCONSIN,Wisconsin,Chase WolfWisconsin,4,66.7,12,16,11.8,3.12,1,2,12.5,50,8,0,11,0,21,0,7,349,24.7,51.3,50.9,54.2,1,2,21,0,36.4,57.3,19,4,1,0,2,1,2,9.5,124,7.8
4592531,Ari Patu,146360,2025,QB,STANFORD,Stanford,Ari PatuStanford,2,66.7,15,16,8,2.46,0,1,6.3,50,8,0,6,20,18,2,4,300,67.6,57.3,56.3,59.9,1,1,18,0,0,51,0,0,2,0,0,1,2,11.1,48,3
4683501,Emmett Morehead,143834,2025,QB,BOSTON COL,Boston College,Emmett MoreheadBoston College,2,57.1,14,16,15.9,3.09,0,2,12.5,37.5,6,0,9,25,25,2,4,121,26,52.1,52,57.1,1,0,25,0,66.7,56,24,6,3,0,1,0,1,4,87,5.4
4249295,Reece Udinski,60592,2022,QB,MARYLAND,Maryland,Reece UdinskiMaryland,4,84.6,13,15,2.1,2.12,0,0,0,73.3,11,0,1,0,15,0,6,215,66.4,36.4,32.2,,0,1,15,0,0,85.4,0,0,0,0,2,1,2,13.3,100,6.7
4432703,Jake Garcia,143941,2025,QB,MIAMI FL,Miami,Jake GarciaMiami,1,86.7,15,15,9.6,2.28,0,1,6.7,80,12,0,1,7.7,15,1,6,220,67.3,77.4,70.3,68.5,0,0,15,0,0,145.1,0,0,0,0,0,2,1,6.7,140,9.3
4570088,Connor Genal,98366,2022,QB,NEW MEXICO,New Mexico,Connor GenalNew Mexico,2,58.3,12,14,8.8,2.82,1,0,0,35.7,5,0,9,28.6,17,2,2,241,67.4,53.9,54.3,63.3,1,1,17,1,22.2,15.2,11.8,2,1,0,0,0,1,5.9,44,3.1
4432774,Ty Thompson,146568,2025,QB,OREGON,Oregon,Ty ThompsonOregon,3,53.8,13,14,12.4,2.58,0,0,0,42.9,6,0,4,14.3,16,1,3,264,67.6,42.6,39.7,60.2,1,1,18,0,25,72.9,6.3,1,1,0,0,2,2,11.1,85,6.1
4428739,Mariano Valenti,97604,2024,QB,TEMPLE,Temple,Mariano ValentiTemple,2,71.4,14,14,6,2.66,0,1,6.7,71.4,10,0,9,0,21,0,6,306,71.3,68.9,65.6,65,0,0,22,0,33.3,83.3,14.3,3,4,0,0,0,0,0,73,5.2
4685091,Jack Miller III,129754,2024,QB,OHIO STATE,Ohio State,Jack Miller IIIOhio State,4,69.2,13,14,11.1,2.63,0,0,0,50,7,0,3,22.2,14,2,5,260,69.4,72.9,75.9,57.8,0,0,14,0,0,73.8,0,0,0,0,1,0,0,0,101,7.2
4431580,Miller Moss,70727,2025,QB,USC,USC,Miller MossUSC,1,66.7,12,13,4.6,2.82,0,0,0,61.5,8,0,2,0,15,0,4,326,22.8,39.3,35.8,60.9,0,0,16,0,50,102.7,6.7,1,1,0,1,1,2,12.5,74,5.7
4605998,Logan Fife,128176,2024,QB,FRESNO ST,Fresno State,Logan FifeFresno State,1,72.7,11,13,4.1,2.85,2,0,0,53.8,7,0,6,12.5,15,1,4,169,70,60.4,58.2,61,0,1,15,0,16.7,56.9,6.7,1,1,0,0,1,0,0,51,3.9
4429595,Chandler Fields,97286,2024,QB,LA LAFAYET,Louisiana,Chandler FieldsLouisiana,7,83.3,12,13,4.1,2.42,1,1,7.1,69.2,9,0,4,10,14,1,5,207,68.1,68.8,70.5,58.8,0,0,15,1,0,119.4,0,0,1,0,0,1,0,0,106,8.2
4240094,Micah Leon,60486,2022,QB,UCONN,Connecticut,Micah LeonConnecticut,1,76.9,13,13,4.2,2.79,0,0,0,76.9,10,0,10,0,18,0,3,146,24.3,42.9,37,62.4,0,0,19,0,40,86.1,22.2,4,1,0,0,0,1,5.3,62,4.8
4568526,Maasai Maynor,101057,2023,QB,NAVY,Navy,Maasai MaynorNavy,3,66.7,12,13,9.7,2.9,1,0,0,46.2,6,0,13,25,21,2,5,237,67.5,54.3,54.5,58.5,0,0,23,0,38.5,64.3,23.8,5,3,0,0,0,0,0,74,5.7
4577305,Jemel Jones,102863,2023,QB,ARMY,Army,Jemel JonesArmy,3,53.8,13,13,17.5,2.39,0,1,7.7,53.8,7,0,4,0,14,0,5,114,78.1,70.5,65.3,66.4,0,1,14,0,0,83.8,0,0,1,0,0,1,1,7.1,135,10.4
4365325,Colby Suits,82143,2024,QB,LA MONROE,Louisiana Monroe,Colby SuitsLouisiana Monroe,3,76.9,13,13,10.3,2.23,0,1,7.7,61.5,8,0,6,20,16,2,2,209,67.4,57.4,53.2,64.1,0,1,16,0,50,38.6,18.8,3,0,0,0,0,2,12.5,54,4.2
4686096,Hunter Helms,122149,2025,QB,CLEMSON,Clemson,Hunter HelmsClemson,2,45.5,11,13,8.1,2.04,1,0,0,38.5,5,0,2,0,13,0,3,140,67,40.8,40.9,57.3,0,0,13,0,0,52.7,0,0,0,0,1,0,1,7.7,58,4.5
4683792,Evan Olaes,146018,2025,QB,COLO STATE,Colorado State,Evan OlaesColorado State,2,81.8,11,12,4,3.61,0,0,0,58.3,7,0,9,22.2,18,2,4,144,73.3,76.1,71.3,68.5,1,1,18,0,11.1,33.3,5.6,1,5,0,0,0,0,0,50,4.2
4432627,Tee Webb,122731,2025,QB,SO MISS,Southern Mississippi,Tee WebbSouthern Mississippi,2,41.7,12,12,8.8,2.53,0,0,0,41.7,5,0,1,0,13,0,1,296,67.5,40.4,36.8,59.4,0,2,17,0,100,9.7,7.7,1,0,0,0,0,2,11.8,32,2.7
4429133,Malik Hornsby,123957,2024,QB,ARKANSAS,Arkansas,Malik HornsbyArkansas,4,70,10,12,14.6,4.23,0,1,8.3,41.7,5,0,10,28.6,22,2,3,111,22.6,60,32.2,74,1,0,22,1,50,52.8,22.7,5,5,0,1,0,3,13.6,46,3.8
4600603,Drew Carter,146312,2025,QB,COLORADO,Colorado,Drew CarterColorado,3,50,12,12,5.8,2.8,0,0,0,41.7,5,0,2,16.7,15,1,2,143,68.7,48.7,50.1,54.3,0,0,15,0,50,49.3,6.7,1,2,0,0,0,1,6.7,35,2.9
4429209,Beau Allen,73936,2024,QB,KENTUCKY,Kentucky,Beau AllenKentucky,3,72.7,11,12,8.3,2.55,0,1,8.3,66.7,8,0,6,0,15,0,6,202,68.7,73,66.4,70.3,1,0,15,0,33.3,89.6,13.3,2,1,0,0,0,0,0,92,7.7
4242209,Jontre Kirklin,55630,2022,WR,LSU,LSU,Jontre KirklinLSU,1,66.7,12,12,15.4,2.14,0,3,23.1,66.7,8,0,5,0,14,0,5,211,73.3,56.1,66.3,65.6,0,2,16,1,0,109.7,0,0,0,0,0,3,3,18.8,151,12.6
4428904,Antavious Willis,100883,2024,WR,SO MISS,Southern Mississippi,Antavious WillisSouthern Mississippi,3,81.8,11,11,11,2.46,0,0,0,81.8,9,0,3,0,14,0,5,296,20.1,57.2,59.4,60.7,0,1,14,2,100,93.9,21.4,3,0,0,0,1,1,7.1,92,8.4
4431339,Evan Prater,123576,2025,QB,CINCINNATI,Cincinnati,Evan PraterCincinnati,4,63.6,11,11,5,2.55,0,0,0,45.5,5,0,2,28.6,14,2,3,138,72.1,70.1,44.8,77.8,0,1,14,0,0,56.1,0,0,3,0,0,2,0,0,38,3.5
4261168,Bryson Carroll,60479,2022,QB,NEW MEXICO,New Mexico,Bryson CarrollNew Mexico,2,100,9,10,2.8,2.79,0,0,0,80,8,0,7,11.1,15,1,5,241,14.9,41.5,70.7,37.2,0,0,15,0,28.6,123.8,13.3,2,2,0,1,1,0,0,57,5.7
4432396,Tucker Melton,130376,2024,QB,BOWL GREEN,Bowling Green,Tucker MeltonBowling Green,3,33.3,9,10,6.4,2.94,1,0,0,20,2,0,2,33.3,10,1,1,122,65.6,22.8,22,,0,1,11,0,0,0,0,0,0,0,0,0,3,27.3,23,2.3
4696561,Jacob Conover,70963,2025,QB,BYU,BYU,Jacob ConoverBYU,2,60,10,10,7.7,2.53,0,0,0,50,5,0,3,16.7,10,1,2,128,68.4,47.8,43.1,60.8,0,0,10,0,0,62.5,0,0,0,0,0,0,0,0,45,4.5
4427125,Weston Eget,97802,2024,QB,NEW MEX ST,New Mexico State,Weston EgetNew Mexico State,2,33.3,9,10,10.6,3.27,0,0,0,10,1,0,5,66.7,14,2,2,242,66.5,35.7,33.7,57.5,0,0,16,0,20,39.6,7.1,1,3,0,1,0,1,6.3,7,0.7
4431452,Drake Maye,143969,2025,QB,N CAROLINA,North Carolina,Drake MayeNorth Carolina,2,80,10,10,10.4,3.08,0,1,9.1,70,7,0,2,12.5,13,1,6,245,68.8,60,55.3,63.5,0,0,15,0,50,130.8,7.7,1,2,0,0,1,0,0,89,8.9
4618083,Ethan Hampton,145858,2025,QB,N ILLINOIS,Northern Illinois,Ethan HamptonNorthern Illinois,1,44.4,9,10,11.1,2.96,0,0,0,40,4,0,6,0,13,0,1,254,22.5,46.3,54.7,43.7,0,0,13,0,33.3,47.9,15.4,2,1,0,1,0,1,7.7,23,2.3
4569184,Trenton Bourguet,97285,2023,QB,ARIZONA ST,Arizona State,Trenton BourguetArizona State,3,70,10,10,12.2,2.2,0,0,0,70,7,0,1,0,10,0,2,110,68.4,50.8,59.6,44.7,0,0,10,0,0,129.2,0,0,0,0,0,1,0,0,85,8.5
4372597,Jamarye Joiner,82071,2023,WR,ARIZONA,Arizona,Jamarye JoinerArizona,7,66.7,9,10,20.9,3.29,1,0,0,40,4,0,5,33.3,14,2,4,109,74.8,61.4,49.4,70.7,0,0,16,0,60,112.1,21.4,3,1,0,0,2,2,12.5,89,8.9
4044122,Anthony Russo,40108,2022,QB,MICH STATE,Michigan State,Anthony RussoMichigan State,2,87.5,8,9,4.8,2.27,0,0,0,77.8,7,0,1,0,9,0,1,223,20.8,39.5,58.4,37,0,0,9,0,0,86.6,0,0,0,0,1,0,0,0,43,4.8
4429801,Tucker Gleason,122475,2025,QB,TOLEDO,Toledo,Tucker GleasonToledo,3,77.8,9,9,8.1,2.77,0,0,0,55.6,5,0,0,28.6,9,2,5,316,67.4,62.6,65.2,55.4,0,0,9,0,,79.4,0,0,0,0,0,0,1,11.1,67,7.4
4427354,Jarrett Guest,97997,2023,QB,COAST CAR,Coastal Carolina,Jarrett GuestCoastal Carolina,4,100,8,9,7.8,2.3,1,2,22.2,88.9,8,0,2,0,11,0,4,141,69.9,90.6,90.3,70.5,0,0,11,1,0,143.5,0,0,1,0,0,1,0,0,86,9.6
4362852,Dakereon Joyner,83554,2022,WR,S CAROLINA,South Carolina,Dakereon JoynerSouth Carolina,1,100,9,9,8.7,3.03,0,1,11.1,100,9,0,4,0,14,0,7,289,50.2,61.2,90.5,65.9,0,0,14,1,0,155.8,0,0,3,0,0,1,0,0,160,17.8
4683666,Zamar Wise,128106,2025,QB,UMASS,UMass,Zamar WiseUMass,6,66.7,9,9,0.7,2.96,0,0,0,66.7,6,0,6,0,17,0,4,216,48.8,68.5,51.6,69.9,0,0,18,0,66.7,70.1,23.5,4,4,0,0,0,0,0,22,2.4
