season,firstName,lastName,position,origin,destination,transferDate,rating,stars,eligibility
2022,CamRon,Jackson,DL,Memphis,Memphis,2022-01-19T12:42:00.000Z,,3,Immediate
2022,Keelan,Cox,DL,Alabama,,2022-01-28T16:54:00.000Z,,,Immediate
2022,Jared,Ivey,EDGE,Georgia Tech,,2022-01-28T12:58:00.000Z,,4,Immediate
2022,Tray,Pettway,WR,UMass,,2022-01-28T11:05:00.000Z,,3,Immediate
2022,Aidan,Martin,K,Mississippi State,,2022-01-25T09:31:00.000Z,,2,Immediate
2022,Justin,Redd,IOL,Norfolk State,,2022-01-21T18:38:00.000Z,,,Immediate
2022,Dino,Tomlin,WR,Maryland,Boston College,2022-01-11T08:45:00.000Z,,3,Immediate
2022,Cameron,Threatt,CB,Mississippi State,Akron,2021-08-01T00:00:00.000Z,,3,Immediate
2022,Julius,Bolden,RB,Northern Illinois,,2022-01-27T15:34:00.000Z,,3,Immediate
2022,Isaiah,Connelly,RB,Coastal Carolina,,2022-01-27T14:47:00.000Z,,3,Immediate
2022,Elelyon,Noa,RB,Utah State,,2022-01-27T14:26:00.000Z,,3,Immediate
2022,Daniel,Bushland,WR,Texas A&M,,2022-01-27T14:02:00.000Z,,,Immediate
2022,Brian,Parish,OT,UMass,,2022-01-27T13:47:00.000Z,,2,Immediate
2022,Sean,McGonigal,LB,South Carolina,,2022-01-27T13:34:00.000Z,,,Immediate
2022,Ani,Izuchukwu,EDGE,Mississippi State,,2022-01-27T11:27:00.000Z,,4,Immediate
2022,Sammy,Faustin,S,Michigan,,2022-01-27T11:05:00.000Z,,3,Immediate
2022,Dorian,Hardy,DL,East Carolina,,2022-01-27T10:39:00.000Z,,3,Immediate
2022,Chris,Conti,LB,Rutgers,,2022-01-27T10:04:00.000Z,,3,Immediate
2022,Marquis,Robinson,DL,Auburn,,2022-01-27T09:40:00.000Z,0.88,3,Immediate
2022,Matt,Bjorson,TE,Indiana,,2022-01-26T15:18:00.000Z,,3,Immediate
2022,Wynden,Ho'ohuli,LB,Nebraska,Hawai'i,2022-01-21T23:02:00.000Z,,4,Immediate
2022,Ramon,Jefferson,RB,Sam Houston State,,2022-01-14T13:22:00.000Z,,,Immediate
2022,Kody,Sparks,QB,Bowling Green,,2022-01-07T14:06:00.000Z,,2,Immediate
2022,Reginald,Neely,CB,Tulane,,2022-01-26T16:04:00.000Z,,3,Immediate
2022,Chris,Cassidy,OT,North Texas,,2022-01-26T15:24:00.000Z,,3,Immediate
2022,George,Georgopoulos,P,UMass,,2022-01-26T14:14:00.000Z,,2,Immediate
2022,Tyree,O'Neil,WR,Buffalo,,2022-01-26T14:13:00.000Z,,2,Immediate
2022,Jeff,Marks,DL,Purdue,,2022-01-26T14:10:00.000Z,,3,Immediate
2022,Champ,Flemings,WR,Oregon State,,2022-01-26T14:09:00.000Z,,3,Immediate
2022,Alex,Nobles,ATH,North Carolina,,2022-01-26T13:16:00.000Z,,,Immediate
2022,Zachary,Dixon,LB,Georgia State,,2022-01-26T13:07:00.000Z,,2,Immediate
2022,AJ,Mayer,QB,Miami (OH),,2022-01-26T08:07:00.000Z,,3,Immediate
2022,Luke,Lane,IOL,Indiana,,2022-01-25T13:15:00.000Z,,,Immediate
2022,Jarett,Garner,WR,Duke,,2022-01-25T12:53:00.000Z,,3,Immediate
2022,Jarrett,Preston,S,UT San Antonio,,2022-01-25T09:42:00.000Z,,3,Immediate
2022,Marcel,Walker,WR,Southern Connecticut State,Nevada,2022-01-10T00:00:00.000Z,,,Immediate
2022,Cole,Feinauer,OT,Colorado State,Nevada,2021-12-08T07:37:00.000Z,,,Immediate
2022,Dorian,Hinton,IOL,Middle Tennessee,,2022-01-25T18:32:00.000Z,,3,Immediate
2022,Lance,Robinson,IOL,Middle Tennessee,,2022-01-25T18:29:00.000Z,,3,Immediate
2022,Nick,Hartnett,IOL,VMI,Buffalo,2022-01-25T15:36:00.000Z,,,Immediate
2022,Cecil,Singleton,CB,Miami (OH),,2022-01-25T12:57:00.000Z,,3,Immediate
2022,A.J.,Lytton,CB,Penn State,,2022-01-25T12:47:00.000Z,,4,Immediate
2022,Jacob,Sykes,DL,Harvard,UCLA,2022-01-25T11:48:00.000Z,0.88,3,Immediate
2022,RJ,Orebo,DL,Texas A&M,,2022-01-25T11:33:00.000Z,,3,Immediate
2022,Tyrone,Barber,DL,South Florida,,2022-01-25T10:24:00.000Z,,3,Immediate
2022,Isaiah,Cromarty,CB,South Florida,,2022-01-25T09:06:00.000Z,,,Immediate
2022,Alexander,Duke,EDGE,Houston,,2022-01-25T09:06:00.000Z,,3,Immediate
2022,Keidron,Smith,CB,Ole Miss,,2022-01-24T14:53:00.000Z,0.9,4,Immediate
2022,CJ,Boone,WR,New Mexico,,2022-01-16T09:34:00.000Z,0.85,3,Immediate
2022,Jeffery,Johnson,DL,Tulane,Oklahoma,2022-01-07T00:00:00.000Z,0.89,3,TBD
2022,Sean,Berry,S,UT San Antonio,,2021-12-16T14:20:00.000Z,,3,Immediate
2022,Billy,Thursland,IOL,Houston,,2021-12-08T14:17:00.000Z,,,Immediate
2022,Adam,Barry,P,Temple,,2022-01-19T00:27:00.000Z,,,Immediate
2022,Jack,Abraham,QB,Mississippi State,,2022-01-21T14:24:00.000Z,,3,Immediate
2022,Dimitri,Stanley,WR,Colorado,,2022-01-21T14:11:00.000Z,,3,Immediate
2022,Ian,Mathews,DL,Auburn,,2022-01-21T14:06:00.000Z,,3,Immediate
2022,Ja'Veon,Marlow,RB,Vanderbilt,,2022-01-21T14:04:00.000Z,,3,Immediate
2022,Steven,Losoya,IOL,Middle Tennessee,Mississippi State,2022-01-21T12:02:00.000Z,,3,Immediate
2022,KJ,Wallace,CB,Notre Dame,,2022-01-20T13:43:00.000Z,0.87,3,Immediate
2022,Jonnie,Pitman,CB,Charlotte,,2022-01-20T13:37:00.000Z,,2,Immediate
2022,Jarrick,Bernard,CB,Oklahoma State,LSU,2022-01-20T09:00:00.000Z,0.9,4,Immediate
2022,JT,Daniels,QB,Georgia,,2022-01-19T14:37:00.000Z,0.89,3,Immediate
2022,Omar,Brown,CB,Northern Iowa,Nebraska,2022-01-18T14:19:00.000Z,0.89,3,Immediate
2022,Evan,Davis,K,Toledo,,2022-01-19T09:23:00.000Z,,2,Immediate
2022,Jordon,Brookshire,QB,San Diego State,,2022-01-19T09:13:00.000Z,,3,Immediate
2022,Bobby,Cole,RB,New Mexico,,2022-01-19T09:11:00.000Z,,2,Immediate
2022,Lwal,Uguak,DL,Connecticut,,2022-01-19T09:08:00.000Z,,3,Immediate
2022,Andrew,Boyle,K,Washington State,,2022-01-19T09:06:00.000Z,,2,Immediate
2022,Logan,Kraut,S,Arizona,,2022-01-19T09:05:00.000Z,,3,Immediate
2022,Tharon,Davis,RB,Memphis,,2022-01-19T09:03:00.000Z,,3,Immediate
2022,Jehlani,Galloway,WR,Boston College,,2022-01-19T09:02:00.000Z,,3,Immediate
2022,Lovasea,Carroll,RB,Georgia,South Carolina,2022-01-14T16:11:00.000Z,0.89,3,Immediate
2022,CJ,Lewis,WR,Boston College,,2022-01-11T11:36:00.000Z,,3,Immediate
2022,Jaylen,Johnson,WR,Georgia,East Carolina,2022-01-11T11:28:00.000Z,,,Immediate
2022,Noah,Palmer,DL,Pittsburgh,,2022-01-03T14:53:00.000Z,,3,Immediate
2022,Kody,Fulp,LB,North Texas,,2021-12-08T14:53:00.000Z,,3,Immediate
2022,Chris,Smith,DL,Harvard,Minnesota,2021-11-23T10:41:00.000Z,0.87,3,Immediate
2022,Daniel,Barker,TE,Illinois,,2022-01-18T21:14:00.000Z,,3,Immediate
2022,Ishmael,Sopsher,DL,USC,,2022-01-18T19:41:00.000Z,0.81,3,SittingOne
2022,Malik,Wesley,WR,UNLV,,2022-01-18T19:41:00.000Z,,2,Immediate
2022,Massimo,Biscardi,K,Coastal Carolina,Mississippi State,2022-01-18T19:12:00.000Z,,2,Immediate
2022,Jalen,McGaughy,WR,Ball State,,2022-01-18T12:37:00.000Z,,3,Immediate
2022,Deonte,Simpson,WR,North Texas,,2022-01-18T12:17:00.000Z,,3,Immediate
2022,TJ,Graham,WR,Texas State,,2021-11-29T09:14:00.000Z,0.81,3,Immediate
2022,Collin,Westfelt,LS,Georgia State,,2021-11-15T12:39:00.000Z,,,Immediate
2022,Maddox,Kopp,QB,Houston,Colorado,2021-11-15T12:23:00.000Z,0.8,3,Immediate
2022,Dorian,Wesley,DL,Toledo,,2021-11-15T08:11:00.000Z,0.79,2,Immediate
2022,Tyler,Baron,EDGE,Tennessee,,2022-01-06T14:05:00.000Z,,4,Immediate
2022,Alex,Stadthaus,K,USC,,2021-12-06T12:03:00.000Z,,2,Immediate
2022,Andrew,Faoliu,WDE,Boise State,,2021-08-04T14:54:00.000Z,,3,Immediate
2022,Kameron,Butler,EDGE,Miami (OH),,2022-01-24T16:33:00.000Z,,3,Immediate
2022,Jakari,Norwood,RB,Illinois,,2022-01-24T16:32:00.000Z,,3,Immediate
2022,Semaj,Verner,S,Boise State,,2022-01-24T16:06:00.000Z,,3,Immediate
2022,Jacob,Isaia,IOL,Michigan State,,2022-01-24T15:45:00.000Z,,3,Immediate
2022,Xavier,Williams,WR,Alabama,Utah State,2021-11-12T14:06:00.000Z,0.82,3,Immediate
2022,Kanan,Ray,IOL,Colorado,,2022-01-12T18:35:00.000Z,,,Immediate
2022,Desmond,Dan,WR,Illinois,,2022-01-11T18:22:00.000Z,,2,Immediate
2022,Fortune,Woods,LB,Bowling Green,,2022-01-11T18:18:00.000Z,,2,Immediate
2022,Chaton,Mobley,RB,Middle Tennessee,,2022-01-10T18:15:00.000Z,0.82,3,Immediate
2022,Justin,Weller,WR,Penn State,,2022-01-10T18:14:00.000Z,,2,Immediate
2022,Tyler,Guyton,OT,TCU,Oklahoma,2022-01-10T18:06:00.000Z,,3,Immediate
2022,Tyriq,Hardimon,CB,Wake Forest,,2022-01-10T18:05:00.000Z,,3,Immediate
2022,Sokoya,McDuffie,DL,Old Dominion,,2022-01-07T18:04:00.000Z,,3,Immediate
2022,Camden,Price,K,Miami,,2022-01-06T17:57:00.000Z,,,Immediate
2022,Kai,Arneson,OT,Oregon,Nevada,2022-01-06T17:53:00.000Z,,,Immediate
2022,Luke,Soto,TE,UTEP,,2022-01-03T17:46:00.000Z,,2,Immediate
2022,Max,Fisher,WR,NC State,,2022-01-02T17:43:00.000Z,,3,Immediate
2022,Nick,D'Ambra,ATH,Western Illinois,Fresno State,2022-01-01T19:50:00.000Z,,,Immediate
2022,Evan,Gregory,OT,Maryland,,2022-01-01T17:40:00.000Z,,3,Immediate
2022,Paul,Moala,S,Notre Dame,,2022-01-01T14:54:00.000Z,,3,Immediate
2022,Bruce,Seton,LB,Washington State,,2021-12-30T17:32:00.000Z,,,Immediate
2022,Khalid,Martin,S,NC State,,2021-12-30T14:54:00.000Z,,3,Immediate
2022,Rashad,Cheney,DL,Minnesota,South Florida,2021-11-22T10:42:00.000Z,0.8,3,Immediate
2022,Andrew,Brito,QB,UCF,,2021-12-28T16:52:00.000Z,,3,Immediate
2022,Tyrin,Smith,WR,UTEP,,2021-12-27T16:47:00.000Z,,,Immediate
2022,Nickolas,Tshivuadi,WR,South Florida,,2021-12-23T15:37:00.000Z,,3,Immediate
2022,Cornell,Hendrick,WR,Old Dominion,,2021-12-23T15:37:00.000Z,,2,Immediate
2022,Eli,Fields,OT,Florida Atlantic,,2021-11-12T13:14:00.000Z,0.79,2,Immediate
2022,Aaron,Washington,LB,Bowling Green,,2021-11-12T12:24:00.000Z,0.79,2,Immediate
2022,Zeiqui,Lawton,SDE,Cincinnati,West Virginia,2021-11-11T09:44:00.000Z,0.84,3,Immediate
2022,Joseph,Boletepeli,DL,Maryland,,2021-11-11T08:21:00.000Z,,3,Immediate
2022,Nick,Kargman,QB,Western Michigan,Wagner,2021-11-10T20:27:00.000Z,0.79,2,Immediate
2022,Jarren,Williams,QB,South Florida,Alabama A&M,2021-11-10T15:28:00.000Z,0.8,3,Immediate
2022,Matthew,Downing,QB,TCU,Louisiana Tech,2021-11-10T15:26:00.000Z,0.81,3,Immediate
2022,Alefosio,Saipaia,DL,Navy,,2021-11-10T14:57:00.000Z,0.77,2,Immediate
2022,Zahir,Swann,RB,Central Michigan,,2021-11-10T14:29:00.000Z,,3,Immediate
2022,Kelsen,Hennessy,DL,Oregon State,,2021-11-09T16:42:00.000Z,0.79,2,Immediate
2022,Kolby,Phillips,CB,Tulane,,2021-11-09T15:55:00.000Z,0.8,3,Immediate
2022,Jermaine,McMillian,S,UCF,,2021-11-09T12:29:00.000Z,0.8,3,Immediate
2022,Seth,Hodges,LB,Georgia Southern,,2021-11-02T13:56:00.000Z,,,Immediate
2022,Anthony,Price,RB,Arkansas State,,2021-11-09T09:29:00.000Z,0.77,2,Immediate
2022,Jordan,Brown,ATH,Kansas,Texas Tech,2021-11-08T16:50:00.000Z,0.84,3,Immediate
2022,Miles,Dickens,EDGE,Georgia State,Northwestern State,2021-11-08T13:44:00.000Z,0.79,2,Immediate
2022,Tru,Edwards,WR,Hawai'i,,2021-11-08T13:42:00.000Z,0.79,2,Immediate
2022,Jaylen,Moody,LB,Alabama,,2022-01-13T10:44:00.000Z,0.82,3,Immediate
2022,Upton,Stout,S,North Texas,Western Kentucky,2021-11-08T09:53:00.000Z,,3,Immediate
2022,Bryce,Veasley,QB,Duquesne,,2021-11-06T21:26:00.000Z,,3,Immediate
2022,Jett,Elad,S,Ohio,,2021-11-05T14:22:00.000Z,0.8,3,Immediate
2022,Cam,Phillips,S,Arizona State,,2021-11-05T10:09:00.000Z,0.8,3,Immediate
2022,Dylan,Mayginnes,IOL,Washington State,,2021-11-04T18:29:00.000Z,0.8,3,Immediate
2022,Isaiah,Jacobs,RB,Maryland,,2021-11-04T16:00:00.000Z,0.82,3,Immediate
2022,Marquez,Beason,CB,Illinois,Alabama A&M,2021-11-04T15:41:00.000Z,0.82,3,Immediate
2022,Alexandre,Dumais,DL,Fresno State,,2021-11-04T12:00:00.000Z,0.8,3,Immediate
2022,Matthew,Anderson,OT,Louisiana,,2021-11-03T14:35:00.000Z,0.79,2,Immediate
2022,Cordarrius,Bailey,DL,Iowa State,Northern Iowa,2021-11-03T12:49:00.000Z,0.8,3,Immediate
2022,Wendell,Davis,LB,Pittsburgh,Northwestern,2021-11-03T09:51:00.000Z,0.8,3,Immediate
2022,Rodney,Groce Jr.,LB,Mississippi State,Arizona State,2021-11-02T17:44:00.000Z,0.81,3,Immediate
2022,Christian,Malloy,RB,Coastal Carolina,,2022-01-24T15:14:00.000Z,,3,Immediate
2022,Tyler,Stephens,TE,Buffalo,,2022-01-24T13:17:00.000Z,,3,Immediate
2022,Justin,Rogers,QB,UNLV,,2022-01-24T12:53:00.000Z,,4,Immediate
2022,Hayes,Crockett,QB,Louisiana Monroe,,2022-01-24T11:48:00.000Z,,3,Immediate
2022,Frankie,Onate,K,South Alabama,,2022-01-24T11:07:00.000Z,,1,Immediate
2022,James,Maye,WR,Miami (OH),,2022-01-24T10:40:00.000Z,,2,Immediate
2022,Shane,Illingworth,QB,Oklahoma State,,2022-01-24T10:29:00.000Z,0.89,3,Immediate
2022,Chris,Akporoghene,IOL,Tennessee,,2022-01-24T10:27:00.000Z,0.87,3,Immediate
2022,Casey,Tawa,WR,Rice,,2022-01-24T09:52:00.000Z,,3,Immediate
2022,Carlos,Sandy,WR,Illinois,,2022-01-24T09:51:00.000Z,,3,Immediate
2022,Jacques,Hunter,DL,Vanderbilt,,2022-01-24T09:38:00.000Z,,3,Immediate
2022,Xavier,Smith,WR,Eastern Michigan,,2022-01-24T08:55:00.000Z,,3,Immediate
2022,Donny,Navarro,WR,Illinois,,2022-01-21T21:01:00.000Z,,,Immediate
2022,Matt,Hayball,P,Florida Atlantic,Vanderbilt,2022-01-19T14:53:00.000Z,,,Immediate
2022,Mari,Wingard,CB,Elon,Georgia Southern,2021-11-26T06:22:00.000Z,,,Immediate
2022,Ty'Ron,Hopper,LB,Florida,Missouri,2022-01-24T11:19:00.000Z,0.9,4,Immediate
2022,Dashaun,Jerkins,S,Vanderbilt,,2022-01-18T19:02:00.000Z,,3,Immediate
2022,Wylan,Free,CB,Fresno State,,2022-01-15T18:59:00.000Z,,3,Immediate
2022,Tynan,Tucker,S,Kent State,,2022-01-15T18:58:00.000Z,,3,Immediate
2022,Ethan,Rinke,DL,South Alabama,,2022-01-14T18:57:00.000Z,,3,Immediate
2022,Caylin,Newton,QB,Auburn,,2022-01-14T18:55:00.000Z,,3,Immediate
2022,Lorenzo,McCaskill,LB,Louisiana,,2022-01-14T18:53:00.000Z,,3,Immediate
2022,Derrick,Smith,S,Illinois,,2021-11-02T16:44:00.000Z,0.8,3,Immediate
2022,Kristian,Varner,DL,North Carolina,Georgia Southern,2021-11-02T15:14:00.000Z,0.81,3,Immediate
2022,Emery,Simmons,WR,North Carolina,Indiana,2021-11-02T15:14:00.000Z,0.82,3,Immediate
2022,Seaburn,Hines,OT,Georgia Southern,,2021-11-02T14:56:00.000Z,0.78,2,Immediate
2022,Antwane,Wells,WR,James Madison,South Carolina,2022-01-05T09:23:00.000Z,0.9,4,Immediate
2022,Ty,Barron,LB,Minnesota,,2022-01-05T09:14:00.000Z,,2,Immediate
2022,Rod,Green,IOL,Grambling,,2021-11-02T13:51:00.000Z,,,Immediate
2022,Kobe,Hylton,S,Louisiana,UTEP,2021-12-15T13:21:00.000Z,0.79,2,Immediate
2022,Donte,Burton,CB,Wisconsin,,2021-10-28T11:22:00.000Z,,3,Immediate
2022,Kenneth,Dotson,DL,North Texas,,2021-12-23T14:54:00.000Z,,3,Immediate
2022,Leo,Parker,RB,South Florida,,2021-11-02T10:30:00.000Z,,3,Immediate
2022,Raylen,Sharpe,WR,Houston,,2021-11-01T19:24:00.000Z,0.79,2,Immediate
2022,Christian,Galvan,RB,Drake,Drake,2021-11-01T15:26:00.000Z,,3,Immediate
2022,Noah,Hamlin,S,Toledo,,2021-11-01T15:24:00.000Z,0.78,2,Immediate
2022,Will,Honas,LB,Nebraska,Kansas State,2022-01-17T10:02:00.000Z,,3,Immediate
2022,Jay,Bramblett,P,Notre Dame,LSU,2022-01-17T10:01:00.000Z,0.83,3,Immediate
2022,Kaegun,Williams,RB,San Diego State,,2021-12-24T14:54:00.000Z,0.83,3,Immediate
2022,Khari,Gee,S,Notre Dame,Georgia Tech,2021-12-22T14:53:00.000Z,0.88,3,Immediate
2022,Jessie,Parson III,WR,Rutgers,,2021-11-01T15:19:00.000Z,,3,Immediate
2022,Cornelious,Brown,QB,Georgia State,UT Martin,2021-11-01T10:15:00.000Z,0.81,3,Immediate
2022,Avarius,Sparrow,RB,West Virginia,,2021-10-29T22:48:00.000Z,,3,Immediate
2022,Myles,McNeal,CB,Eastern Michigan,,2021-10-29T18:49:00.000Z,0.79,2,Immediate
2022,Aamaris,Brown,S,Kansas State,South Florida,2021-10-29T16:17:00.000Z,0.8,3,Immediate
2022,Grant,Hidalgo,TE,Stetson,,2021-10-29T10:54:00.000Z,,,Immediate
2022,Evan,Henry,OG,Louisiana Monroe,Jackson State,2021-10-29T10:53:00.000Z,0.82,3,Immediate
2022,Tyler,Gore,CB,Georgia State,UT Martin,2021-10-29T08:42:00.000Z,,2,Immediate
2022,Steele,Dubar,LB,Colorado,,2021-10-28T13:51:00.000Z,0.75,2,Immediate
2022,Tylus,Hancock,CB,Florida State,,2021-12-20T09:45:00.000Z,,,Immediate
2022,Frankie,Burgess,LB,Maryland,,2021-10-28T13:45:00.000Z,,3,Immediate
2022,Edward,Haralson,DL,Louisiana Monroe,,2021-10-28T13:36:00.000Z,0.75,2,Immediate
2022,Mychal,Victor,CB,UNLV,,2022-01-06T17:06:00.000Z,,3,Immediate
2022,Quan,Easterling,ATH,Wisconsin,Duquesne,2021-12-14T11:15:00.000Z,0.79,2,Immediate
2022,Destin,Coates,RB,Georgia State,Florida A&M,2021-10-27T15:15:00.000Z,0.83,3,Immediate
2022,Jamel,Thomas,WR,South Alabama,,2021-10-27T13:19:00.000Z,0.79,2,Immediate
2022,Simi,Moala,OT,Utah,,2021-10-27T12:42:00.000Z,0.82,3,Immediate
2022,Willie,Reid,S,Central Michigan,Florida Intl,2021-10-27T12:33:00.000Z,0.83,3,Immediate
2022,Devell,Washington,LB,West Virginia,,2021-10-26T14:10:00.000Z,0.84,3,Immediate
2022,Saeed,Holt,S,Toledo,,2021-10-26T13:39:00.000Z,0.8,3,Immediate
2022,Joeseph,Sewell,TE,Middle Tennessee,,2021-10-26T12:25:00.000Z,,2,Immediate
2022,Tee,Hodge,RB,Tennessee,Indiana State,2021-08-29T12:15:00.000Z,,3,Immediate
2022,Jojuan,Claiborne,CB,Nevada,,2021-12-29T17:29:00.000Z,,2,Immediate
2022,Devonta,Lee,WR,LSU,,2022-01-14T18:51:00.000Z,,4,Immediate
2022,LaMarque,Davis,CB,Southern Mississippi,,2021-10-26T12:23:00.000Z,0.76,2,Immediate
2022,Nick,Manson,WR,Miami (OH),,2021-10-26T12:15:00.000Z,0.79,2,Immediate
2022,Tenyeh,Dixon,CB,Virginia,Elizabeth City State,2021-10-25T17:08:00.000Z,0.79,2,Immediate
2022,Jayce,Medlock,TE,Connecticut,Alabama State,2021-10-25T13:50:00.000Z,0.79,2,Immediate
2022,Mikel,Barkley,WR,TCU,,2022-01-18T12:50:00.000Z,,3,Immediate
2022,Lee,Hunter,DL,Auburn,UCF,2022-01-16T16:10:00.000Z,0.9,4,Immediate
2022,Ben,Dinkel,P,South Dakota State,,2021-12-21T14:49:00.000Z,,,Immediate
2022,Jerome,Buckner,WR,Ohio,,2021-10-25T12:05:00.000Z,,2,Immediate
2022,Antoine,Robinson,WR,Southern Mississippi,,2021-10-25T11:42:00.000Z,,3,Immediate
2022,Conner,Lewis,S,Arizona State,,2021-10-22T22:45:00.000Z,0.75,2,Immediate
2022,Londyn,Craft,S,Mississippi State,,2021-10-22T16:08:00.000Z,,2,Immediate
2022,Torrance,Davis,RB,Kentucky,,2021-12-07T10:50:00.000Z,,3,Immediate
2022,Zareon,Hayes,LB,Appalachian State,Alabama A&M,2021-10-22T12:46:00.000Z,,3,Immediate
2022,Sebastien,Dolcine,OG,Florida Atlantic,,2021-10-22T12:45:00.000Z,,3,Immediate
2022,Larry,Robbins,CB,Buffalo,,2021-10-21T12:36:00.000Z,,2,Immediate
2022,Clyde,Pinder Jr.,DL,North Carolina,South Florida,2021-10-21T10:58:00.000Z,0.82,3,Immediate
2022,Larry,Tracy III,CB,Indiana,Illinois State,2021-10-20T13:58:00.000Z,0.82,3,Immediate
2022,Carson,Smith,TE,Washington,,2021-10-20T11:50:00.000Z,0.75,2,Immediate
2022,Keilon,Brown,QB,Memphis,Georgia State,2021-10-20T10:59:00.000Z,0.79,2,Immediate
2022,Shakari,Denson,ATH,Ohio,,2021-10-20T10:52:00.000Z,,3,Immediate
2022,Jay,Maclin,WR,Missouri,North Texas,2021-12-08T14:23:00.000Z,0.81,3,Immediate
2022,Alec,Ogden,QB,Middle Tennessee,,2021-10-19T15:13:00.000Z,,,Immediate
2022,Nick,Bags,DL,Temple,South Florida,2021-10-19T11:05:00.000Z,0.83,3,Immediate
2022,Daniel,Lee,WR,Buffalo,,2021-10-19T10:53:00.000Z,,2,Immediate
2022,Hugh,Davis,LB,Boston College,Louisiana Tech,2021-11-29T08:33:00.000Z,0.8,3,Immediate
2022,Zach,Williams,WR,Arizona,,2022-01-13T17:42:00.000Z,,3,Immediate
2022,Da'Shaun,Brown,WR,Indiana,,2021-10-19T10:52:00.000Z,0.79,2,Immediate
2022,Tylan,Morton,QB,South Alabama,Southwestern Oklahoma State,2022-01-10T09:32:00.000Z,,3,Immediate
2022,Caleb,Offord,CB,Notre Dame,Buffalo,2022-01-03T13:40:00.000Z,0.86,3,Immediate
2022,West,Weeks,ATH,Virginia,LSU,2022-01-15T13:17:00.000Z,0.88,3,Immediate
2022,Myles,Baker,CB,Coastal Carolina,,2021-12-22T14:54:00.000Z,,2,Immediate
2022,Rafael,McCoy,WR,Old Dominion,,2021-12-22T14:54:00.000Z,,,Immediate
2022,Donovan,Georges,LB,Florida Intl,,2021-12-21T15:15:00.000Z,,3,Immediate
2022,Devin,Chandler,WR,Wisconsin,Virginia,2021-10-18T13:11:00.000Z,0.85,3,Immediate
2022,Walter,Wilbon III,RB,Ohio,Iowa Central C.C.,2021-12-15T11:12:00.000Z,,3,Immediate
2022,Trent,Holler,IOL,East Carolina,Marshall,2021-10-18T08:21:00.000Z,0.84,3,Immediate
2022,Tommy,DeVito,QB,Syracuse,Illinois,2021-10-17T13:07:00.000Z,0.82,3,Immediate
2022,Jake,Marion,K,Georgia State,Elon,2021-10-15T11:11:00.000Z,,2,Immediate
2022,Tyler,Owens,S,Texas,Texas Tech,2021-10-15T09:45:00.000Z,0.81,3,Immediate
2022,Kyron,Cumby,RB,Texas Tech,,2021-10-14T15:24:00.000Z,0.79,2,Immediate
2022,Gaberiel,Fuster,LB,Liberty,,2021-10-14T14:04:00.000Z,,3,Immediate
2022,Charlie,Brewer,QB,Utah,Liberty,2021-10-14T13:37:00.000Z,0.82,3,Immediate
2022,Marquez,Ezzard,WR,Georgia Tech,,2021-10-14T07:18:00.000Z,,4,TBD
2022,Amir,Howard,CB,Arkansas State,,2021-10-13T11:01:00.000Z,,2,Immediate
2022,Jeremiah,Lewis,CB,Duke,,2021-12-15T15:43:00.000Z,,3,Immediate
2022,Noah,Nelson,OT,Oklahoma,Northern Arizona,2021-10-13T09:17:00.000Z,0.83,3,Immediate
2022,Darel,Middleton,DL,West Virginia,,2021-10-13T09:10:00.000Z,,3,Immediate
2022,Kerry,Martin,S,West Virginia,Akron,2021-10-13T09:09:00.000Z,0.82,3,Immediate
2022,Dru,Polidore,CB,Air Force,,2021-10-12T17:10:00.000Z,,3,Immediate
2022,Zach,Portlock,LB,Southern Mississippi,,2021-10-12T14:09:00.000Z,,,Immediate
2022,Stacy,Kirby,EDGE,South Florida,,2021-10-12T13:03:00.000Z,0.82,3,Immediate
2022,Charles,Bell VI,S,Marshall,Alabama A&M,2021-10-12T09:20:00.000Z,,3,Immediate
2022,Brian,Kilbane Jr,OT,Bowling Green,,2021-10-11T17:07:00.000Z,,3,Immediate
2022,Matt,Lowe,IOL,Fresno State,,2022-01-04T16:54:00.000Z,,3,Immediate
2022,Conner,Maynard,P,Miami (OH),,2022-01-05T09:02:00.000Z,,,Immediate
2022,Zukudo,Igwenagu,EDGE,Rutgers,UMass,2021-10-11T10:23:00.000Z,0.79,2,Immediate
2022,Bryan,Robinson,WR,Florida State,Marshall,2021-10-11T08:50:00.000Z,0.81,3,Immediate
2022,Eddie,Watkins,LB,West Virginia,,2021-10-07T19:54:00.000Z,,3,Immediate
2022,Kendall,Smith,S,Illinois,,2021-11-29T10:28:00.000Z,,3,Immediate
2022,Marcus,Haskins,CB,Liberty,,2021-10-07T13:35:00.000Z,0.8,3,Immediate
2022,Marcellus,Moore,RB,Purdue,,2021-10-06T15:06:00.000Z,,3,Immediate
2022,Devin,Brumfield,RB,Tulane,,2021-10-06T14:57:00.000Z,,3,Immediate
2022,Victory,Vaka,DL,BYU,,2022-01-15T11:14:00.000Z,,3,Immediate
2022,Tyrik,McDaniel,ATH,Old Dominion,,2021-12-21T14:54:00.000Z,0.82,3,Immediate
2022,Zach,Breaux,IOL,Louisiana Monroe,,2022-01-14T18:47:00.000Z,,2,Immediate
2022,Jamal,Bell,WR,Louisiana,Louisiana,2021-11-22T16:38:00.000Z,0.81,3,Immediate
2022,Matt,Polk,WR,Oklahoma State,,2022-01-04T17:52:00.000Z,,3,Immediate
2022,A.J.,Davis,RB,Pittsburgh,James Madison,2021-10-06T13:37:00.000Z,0.8,3,Immediate
